Time_s,Distance_m,PosX,PosY,PosZ,Speed_Kmh,Accel_Long_G,Accel_Lat_G,Raw_Steer,Raw_Throttle,Raw_Brake,Clutch,Gear,RPM,Torque_Nm,Boost_Bar,Pitch,Roll,YawRate,Aero_DownN,Aero_DragN,FL_Load_N,FL_Travel_m,FL_DamperVel_ms,FL_Slip,FL_SlipDelta,FL_SlipAng_deg,FL_LatDelta,FL_WheelRPM,FL_LongForce_N,FL_LatForce_N,FL_ActBrakeTrq_Nm,FL_ABS_Active,FR_Load_N,FR_Travel_m,FR_DamperVel_ms,FR_Slip,FR_SlipDelta,FR_SlipAng_deg,FR_LatDelta,FR_WheelRPM,FR_LongForce_N,FR_LatForce_N,FR_ActBrakeTrq_Nm,FR_ABS_Active,RL_Load_N,RL_Travel_m,RL_DamperVel_ms,RL_Slip,RL_SlipDelta,RL_SlipAng_deg,RL_LatDelta,RL_WheelRPM,RL_LongForce_N,RL_LatForce_N,RL_ActBrakeTrq_Nm,RL_ABS_Active,RR_Load_N,RR_Travel_m,RR_DamperVel_ms,RR_Slip,RR_SlipDelta,RR_SlipAng_deg,RR_LatDelta,RR_WheelRPM,RR_LongForce_N,RR_LatForce_N,RR_ActBrakeTrq_Nm,RR_ABS_Active
0.120,1.6,368.33,-14.98,-32.51,56.5,-0.22,0.04,0.00,0.00,0.00,1.00,1,3592,-116.5,0.20,-3.79,0.58,5.79,69,147,6015,-0.0058,-0.048,-0.007,-0.064,0.36,-6.80,404,-830,194,0,0,6096,-0.0156,-0.130,-0.007,-0.064,0.33,-6.84,400,-862,154,0,0,4139,-0.0234,-0.195,-0.017,-0.054,1.47,-5.69,400,-1202,965,0,0,4254,-0.0341,-0.284,-0.010,-0.062,1.49,-5.68,399,-686,1010,0,0
0.240,3.5,370.13,-14.85,-33.01,56.2,-0.07,0.12,0.14,1.00,0.00,1.00,1,3717,389.2,1.28,-3.94,0.45,2.85,67,145,5490,-0.0120,-0.052,0.029,-0.043,5.14,-2.02,415,1475,1772,0,0,4904,-0.0186,-0.025,0.033,-0.038,5.91,-1.25,414,1409,1754,0,0,4819,-0.0216,0.015,0.029,-0.043,0.86,-6.30,416,1705,737,0,0,4486,-0.0280,0.051,0.032,-0.040,0.86,-6.30,416,1817,681,0,0
0.360,5.4,371.95,-14.71,-33.56,57.8,0.39,0.34,0.30,0.44,0.00,1.00,1,3827,324.6,1.21,-4.48,1.01,12.90,66,149,5557,-0.0168,-0.040,0.028,-0.044,9.61,2.45,425,1198,4163,0,0,3027,-0.0423,-0.198,0.072,0.001,11.31,4.15,431,1201,2341,0,0,6314,0.0079,0.246,0.012,-0.059,1.14,-6.02,425,2542,964,0,0,4807,-0.0176,0.087,0.035,-0.037,1.19,-5.97,424,3007,733,0,0
0.480,7.3,373.77,-14.58,-34.17,57.1,-0.15,0.49,0.53,0.00,0.00,1.00,1,3524,-115.0,0.20,-4.48,1.42,21.65,64,148,6788,-0.0079,0.074,-0.014,-0.057,14.76,7.60,398,-311,5685,0,0,3993,-0.0503,-0.066,-0.018,-0.053,17.43,10.27,375,-127,3538,0,0,5754,0.0178,0.082,-0.033,-0.038,2.17,-4.99,403,-2606,1631,0,0,3661,-0.0245,-0.058,-0.009,-0.063,2.26,-4.91,397,-589,1148,0,0
0.600,9.1,375.51,-14.45,-34.82,55.5,-0.35,0.54,0.00,1.00,0.00,1.00,1,3514,-114.8,0.20,-3.88,1.40,26.86,64,143,7508,0.0104,0.153,-0.009,-0.062,-1.15,-6.02,404,-1114,430,0,0,5109,-0.0387,0.096,-0.005,-0.066,-1.26,-5.90,383,-446,658,0,0,4620,0.0055,-0.102,-0.035,-0.037,3.81,-3.35,393,-1638,2190,0,0,3263,-0.0436,-0.159,0.002,-0.069,4.02,-3.15,387,199,1693,0,0
0.720,11.0,377.22,-14.32,-35.50,55.6,0.03,0.24,0.00,1.00,0.00,1.00,1,3760,570.2,1.50,-3.77,0.41,13.62,66,152,5882,0.0007,-0.081,0.042,-0.029,1.27,-5.89,422,2903,931,0,0,5529,-0.0216,0.143,0.044,-0.027,1.27,-5.90,412,2873,865,0,0,4794,-0.0112,-0.139,0.047,-0.024,3.84,-3.32,424,1709,2524,0,0,4420,-0.0342,0.078,0.073,0.002,3.94,-3.22,423,2377,2242,0,0
0.840,12.9,378.97,-14.19,-36.26,58.2,0.62,0.29,0.21,1.00,0.00,1.00,1,6013,1022.7,2.45,-4.58,0.23,11.58,66,165,3999,-0.0205,-0.177,0.496,0.425,6.83,-0.33,635,3427,903,0,0,2988,-0.0404,-0.157,0.726,0.654,7.69,0.53,717,2642,512,0,0,6282,0.0099,0.175,0.582,0.510,3.35,-3.81,679,5307,602,0,0,5659,-0.0108,0.195,0.622,0.551,3.42,-3.74,677,4838,523,0,0
0.960,14.9,380.79,-14.06,-37.09,61.1,0.70,0.18,0.37,1.00,0.00,0.24,1,6477,-229.4,2.60,-5.29,-0.06,15.22,65,190,3671,-0.0417,-0.176,0.258,0.187,14.89,7.73,535,2634,1932,0,0,2932,-0.0555,-0.126,0.677,0.606,17.01,9.85,689,2468,905,0,0,6961,0.0341,0.202,0.369,0.298,4.33,-2.83,603,5760,988,0,0,6456,0.0194,0.252,0.407,0.336,4.45,-2.72,603,5401,868,0,0
1.080,17.0,382.64,-13.92,-38.00,62.7,0.41,0.42,0.00,1.00,0.00,1.00,2,6008,1027.6,2.47,-5.21,0.38,9.88,68,199,5242,-0.0314,0.085,0.113,0.041,2.01,-5.15,504,4058,1227,0,0,3183,-0.0622,-0.056,0.279,0.208,1.86,-5.31,572,2821,400,0,0,6698,0.0414,0.061,0.189,0.118,3.54,-3.62,540,5177,1981,0,0,5179,0.0106,-0.074,0.212,0.140,3.60,-3.56,541,4196,1453,0,0
1.200,19.1,384.55,-13.78,-38.98,65.8,0.73,0.16,0.00,1.00,0.00,1.00,2,4329,887.2,1.99,-5.18,-0.13,6.97,75,221,3928,-0.0376,-0.051,0.290,0.219,2.72,-4.44,612,3430,582,0,0,3913,-0.0548,0.062,0.652,0.581,2.57,-4.59,775,3462,231,0,0,6120,0.0345,-0.057,0.463,0.392,3.79,-3.37,694,5165,750,0,0,6172,0.0173,0.056,0.480,0.409,3.84,-3.32,694,5207,735,0,0
