Time_s,Distance_m,PosX,PosY,PosZ,Speed_Kmh,Accel_Long_G,Accel_Lat_G,Raw_Steer,Raw_Throttle,Raw_Brake,Clutch,Gear,RPM,Torque_Nm,Boost_Bar,Pitch,Roll,YawRate,Aero_DownN,Aero_DragN,FL_Load_N,FL_Travel_m,FL_DamperVel_ms,FL_Slip,FL_SlipDelta,FL_SlipAng_deg,FL_LatDelta,FL_WheelRPM,FL_LongForce_N,FL_LatForce_N,FL_ActBrakeTrq_Nm,FL_ABS_Active,FR_Load_N,FR_Travel_m,FR_DamperVel_ms,FR_Slip,FR_SlipDelta,FR_SlipAng_deg,FR_LatDelta,FR_WheelRPM,FR_LongForce_N,FR_LatForce_N,FR_ActBrakeTrq_Nm,FR_ABS_Active,RL_Load_N,RL_Travel_m,RL_DamperVel_ms,RL_Slip,RL_SlipDelta,RL_SlipAng_deg,RL_LatDelta,RL_WheelRPM,RL_LongForce_N,RL_LatForce_N,RL_ActBrakeTrq_Nm,RL_ABS_Active,RR_Load_N,RR_Travel_m,RR_DamperVel_ms,RR_Slip,RR_SlipDelta,RR_SlipAng_deg,RR_LatDelta,RR_WheelRPM,RR_LongForce_N,RR_LatForce_N,RR_ActBrakeTrq_Nm,RR_ABS_Active
0.12,0.7,469.37,31.91,306.34,24.3,0.36,-0.57,-0.55,1,0,0.4,1,2285,606,1.34,-4.34,-3.07,-31.97,154,25,5433,0.0525,0.437,0.052,-0.048,-10.92,3.76,168,1409,-5713,0,0,6519,0.0547,0.456,0.021,-0.079,-7.31,0.15,187,988,-5878,0,0,5713,0.0487,0.406,0.139,0.039,-1.29,-5.87,180,5983,-869,0,0,9539,0.0752,0.626,0.02,-0.08,-1.15,-6.01,185,4078,-1596,0,0
0.24,1.5,469.1,31.98,307.12,24.8,0.06,-1,-0.9,0.85,0,0.25,1,2098,359.3,0.96,-4.69,-3.47,-57.71,163,26,6273,0.0534,0.008,0.036,-0.064,-14.57,7.41,165,776,-6938,0,0,7448,0.0656,0.091,0.012,-0.088,-11.05,3.88,203,302,-8077,0,0,4770,0.0347,-0.116,0.166,0.066,-2.52,-4.64,177,4911,-1586,0,0,5108,0.0827,0.063,0.024,-0.076,-1.56,-5.61,197,603,-1856,0,0
0.36,2.3,468.69,32.06,307.82,24.1,-0.29,-1.13,-0.91,0.2,0,0.05,1,1851,-7.6,0.31,-5.27,-3.17,-74.51,155,25,5873,0.056,0.021,-0.004,-0.096,-11.07,3.91,158,66,-6566,0,0,8129,0.0755,0.083,-0.007,-0.093,-9.64,2.48,207,-211,-8699,0,0,4839,0.0276,-0.059,0.04,-0.06,-3.64,-3.53,142,2837,-2970,0,0,9253,0.0811,-0.014,-0.001,-0.099,-2.62,-4.55,193,-1002,-4400,0,0
0.48,3.1,468.21,32.15,308.46,24.1,0.01,0.01,0,1,0,0.38,1,2255,598.9,1.33,-6.11,-1.81,-21.31,151,25,8204,0.0683,0.103,0.031,-0.069,10.42,3.26,166,1097,8816,0,0,4331,0.0645,-0.092,0.047,-0.053,9.58,2.42,187,840,4879,0,0,8389,0.043,0.128,0.069,-0.031,0.02,-7.14,172,6672,-2018,0,0,7593,0.0658,-0.128,0.03,-0.07,0.02,-7.14,184,2814,-1453,0,0
0.6,4,467.8,32.25,309.19,26.1,0.49,0.59,-0.07,1,0,0.4,1,2284,605.9,1.34,-7.22,-1.24,2.77,178,29,7333,0.0817,0.111,0.027,-0.073,-4.34,-2.82,190,1338,-2626,0,0,5809,0.0447,-0.165,0.025,-0.075,-3.47,-3.69,187,1601,-1753,0,0,8822,0.0675,0.205,0.069,-0.031,0.29,-6.87,198,4737,869,0,0,8981,0.062,-0.031,0.071,-0.029,0.29,-6.87,196,5525,912,0,0
0.72,4.9,467.33,32.38,309.96,28,0.44,-0.26,0,1,0,0.4,1,2285,606,1.34,-8.3,-2.03,-8.96,202,33,5135,0.0604,-0.177,0.032,-0.068,2.64,-4.52,200,1307,2126,0,0,5946,0.055,0.085,0.029,-0.071,2.73,-4.44,206,1328,2887,0,0,12339,0.0616,-0.05,0.122,0.022,-0.71,-6.45,204,8986,-1354,0,0,9656,0.0748,0.106,0.053,-0.047,-0.68,-6.48,214,4684,-1113,0,0
0.84,5.8,466.85,32.53,310.8,29.8,0.43,0.12,-0.07,1,0,0.4,1,2285,606,1.34,-9.32,-2.19,0.55,220,38,6809,0.0655,0.042,0.028,-0.072,-0.36,-6.8,216,1497,-592,0,0,5270,0.0492,-0.048,0.025,-0.075,-0.19,-6.98,215,1382,-274,0,0,8362,0.0604,-0.009,0.047,-0.053,-0.03,-7.13,220,5005,-106,0,0,8834,0.0724,-0.02,0.045,-0.055,-0.04,-7.12,219,5363,-64,0,0
0.96,6.9,466.32,32.7,311.66,31.2,0.33,-0.45,-0.44,1,0,0.42,1,2312,611.4,1.34,-10.33,-2.71,-22.02,247,41,4821,0.0568,-0.073,0.056,-0.044,-11.88,4.72,221,1326,-5107,0,0,6926,0.0576,0.07,0.025,-0.075,-8.25,1.09,232,1028,-6379,0,0,7571,0.0613,0.007,0.079,-0.021,-0.8,-6.37,229,6157,-824,0,0,11059,0.0795,0.059,0.035,-0.065,-0.74,-6.42,235,4212,-1221,0,0
1.08,7.9,465.67,32.9,312.48,31.8,0.11,-1.01,-0.77,0.73,0,0.36,1,2228,333,0.9,-11.19,-2.6,-50,253,43,4708,0.0472,-0.08,0.032,-0.068,-18.5,11.34,207,683,-5295,0,0,7031,0.0658,0.068,0.013,-0.087,-13.4,6.24,244,389,-7698,0,0,7146,0.0471,-0.118,0.008,-0.092,-2.38,-4.79,207,4976,-2905,0,0,9982,0.0855,0.05,0.006,-0.094,-2.06,-5.11,242,466,-3645,0,0
1.2,9,464.93,33.11,313.19,31.9,0.01,-0.76,0,1,0,0.5,1,2422,635.8,1.37,-11.9,-1.54,-40.29,264,43,5982,0.047,-0.001,0.064,-0.036,12.19,5.02,221,1844,6334,0,0,6070,0.0739,0.068,0.043,-0.057,10.75,3.59,251,1143,6563,0,0,7984,0.0463,-0.007,0.149,0.049,-2.68,-4.48,240,7962,-2952,0,0,9419,0.0823,-0.027,0.047,-0.053,-2.32,-4.84,251,3653,-4168,0,0
1.32,10.1,464.17,33.35,313.96,33.8,0.46,0.39,0,1,0,0.52,1,2425,637.8,1.37,-12.61,-0.27,3.44,289,48,6750,0.0609,0.116,0.013,-0.087,-0.35,-6.81,242,1283,464,0,0,4172,0.0473,-0.222,0.02,-0.08,-0.18,-6.98,242,1350,394,0,0,8837,0.0649,0.155,0.038,-0.062,0.5,-6.66,248,4796,512,0,0,7708,0.0665,-0.132,0.046,-0.054,0.51,-6.65,248,4920,469,0,0
1.44,11.3,463.38,33.6,314.77,35.4,0.39,0.05,-0.15,1,0,0.61,1,2529,661.7,1.39,-13.25,-0.43,-1.37,320,53,5459,0.0588,-0.018,0.016,-0.084,-3.05,-4.11,252,1574,-1275,0,0,5389,0.0476,0.003,0.017,-0.083,-2.22,-4.94,253,1557,-817,0,0,8635,0.0683,0.029,0.035,-0.065,-0.03,-7.13,258,5286,57,0,0,9293,0.0675,0.009,0.031,-0.069,-0.03,-7.14,257,5432,13,0,0
1.56,12.5,462.53,33.88,315.59,36.8,0.32,-0.5,0,1,0,0.71,1,2705,692.8,1.44,-13.63,-0.74,-21.45,342,57,9896,0.0496,-0.077,0.053,-0.047,4.95,-2.21,258,4054,3764,0,0,6654,0.052,0.036,0.029,-0.071,4.8,-2.36,272,2203,3537,0,0,7266,0.0564,-0.099,0.104,0.004,-1.1,-6.06,274,7160,-1007,0,0,8893,0.0746,0.059,0.047,-0.053,-1.05,-6.11,277,6019,-1413,0,0
1.68,13.7,461.65,34.18,316.44,38.6,0.43,0.16,-0.06,1,0,0.79,1,2759,701.2,1.45,-14.04,-0.48,1.08,384,63,5795,0.0528,0.027,0.013,-0.087,-0.22,-6.94,275,1405,-98,0,0,5060,0.05,-0.017,0.012,-0.088,-0.07,-7.1,274,1452,89,0,0,8585,0.0636,0.06,0.04,-0.06,0.03,-7.13,283,5227,-93,0,0,8650,0.0707,-0.032,0.041,-0.059,0.03,-7.13,282,5347,-93,0,0
1.8,15.1,460.67,34.51,317.32,42.4,0.88,-0.48,0,1,0,1,1,3305,802,1.58,-14.4,-0.66,-26.93,447,76,4066,0.0454,-0.062,0.08,-0.02,5.11,-2.05,307,3722,-2057,0,0,6153,0.046,-0.033,0.019,-0.081,4.92,-2.24,310,3335,-1991,0,0,7582,0.0593,-0.036,0.216,0.116,-1.27,-5.9,350,8491,-656,0,0,14227,0.0753,0.039,0.177,0.077,-1.19,-5.97,342,12125,-1243,0,0
1.92,16.6,459.57,34.88,318.28,46.7,1.03,0.03,-0.06,1,0,1,1,3369,812.3,1.59,-14.71,-0.3,-4.37,541,92,5520,0.0427,-0.022,0.014,-0.086,0.14,-7.02,331,1481,411,0,0,3014,0.0336,-0.103,0.033,-0.067,0.25,-6.91,341,1191,319,0,0,8243,0.0665,0.061,0.057,-0.043,-0.74,-6.42,345,5670,-1585,0,0,9675,0.0807,0.045,0.048,-0.052,-0.74,-6.43,346,5581,-1796,0,0
2.04,18.2,458.37,35.28,319.27,47.9,0.27,-0.6,-0.42,0.28,0,1,1,3302,73.6,0.47,-14.67,-0.54,-24.57,577,97,4680,0.0377,-0.042,0.002,-0.098,-13,5.84,326,309,-5281,0,0,6410,0.0476,0.116,-0.015,-0.085,-9.43,2.27,341,-264,-6746,0,0,5873,0.0573,-0.077,-0.041,-0.059,-1.01,-6.16,349,1301,-1122,0,0,9840,0.0792,-0.013,-0.068,-0.032,-0.95,-6.21,354,-2987,-1637,0,0
2.16,19.8,457.13,35.67,320.18,48.9,0.24,-0.24,0,1,0,1,1,3715,875.5,1.68,-14.39,-0.11,-11.27,614,101,5621,0.0468,0.076,0.038,-0.062,0.86,-6.3,350,3269,1728,0,0,4106,0.0523,0.04,0.049,-0.051,0.98,-6.18,364,2611,1346,0,0,8313,0.0513,-0.05,0.164,0.064,-1.75,-5.41,389,8980,-1574,0,0,9607,0.0701,-0.076,0.126,0.026,-1.7,-5.46,387,9853,-2057,0,0
