===== VEHICLE DYNAMICS BENCHMARK REPORT =====
Test Weight: 1320 kg
0-100 km/h Time: 3.66 sec
Braking Distance (100-0): 50.1 meters
Peak Acceleration: 2.75 G
Peak Braking: 3.03 G
Peak Lateral Grip: 1.87 G
Peak Downforce Generated: 42694 N (approx 4352 kg)
Peak Engine Speed: 8061 RPM
Peak Manifold Pressure: 3.49 Bar
Top Speed Reached: 309.6 km/h
=============================================

Time,TestStage,SpeedKmh,Accel_Long_G,Accel_Lat_G,Steer,Throttle,Brake,Clutch,Gear,RPM,Torque_Nm,Boost_Bar,Pitch,Roll,YawRate,Aero_Downforce_N,Aero_Drag_N,FL_Load_N,FL_Travel_m,FL_Slip,FL_SlipAng_deg,FL_RPM,FL_LongForce_N,FL_LatForce_N,FL_BrakeTrq_Nm,FL_ABS_Active,FR_Load_N,FR_Travel_m,FR_Slip,FR_SlipAng_deg,FR_RPM,FR_LongForce_N,FR_LatForce_N,FR_BrakeTrq_Nm,FR_ABS_Active,RL_Load_N,RL_Travel_m,RL_Slip,RL_SlipAng_deg,RL_RPM,RL_LongForce_N,RL_LatForce_N,RL_BrakeTrq_Nm,RL_ABS_Active,RR_Load_N,RR_Travel_m,RR_Slip,RR_SlipAng_deg,RR_RPM,RR_LongForce_N,RR_LatForce_N,RR_BrakeTrq_Nm,RR_ABS_Active
4.840,Launching,0.3,0.00,0.00,0.00,1.00,0.00,0.00,0,876,0.0,0.29,-0.03,0.00,-0.01,0,0,3126,-0.001,-0.512,-0.03,5,-184,0,1800,1,3126,-0.001,0.512,-0.03,-9,184,0,1800,1,3348,0.001,-0.513,0.03,5,-198,0,1800,1,3348,0.001,0.513,0.03,-9,198,0,1800,1
4.860,Launching,0.3,0.00,0.00,0.00,1.00,0.00,0.00,0,921,104.4,0.30,-0.03,0.00,-0.08,0,0,3126,-0.001,0.236,-0.03,3,-688,-100,0,0,3126,-0.001,-0.236,-0.03,-7,688,-100,0,0,3348,0.001,0.311,0.03,4,-586,100,0,0,3348,0.001,-0.311,0.03,-8,586,100,0,0
4.880,Launching,0.3,0.00,0.00,0.00,1.00,0.00,0.00,0,1043,204.1,0.31,-0.03,0.00,-0.21,0,0,3126,-0.001,-0.064,0.31,-1,-840,-106,0,0,3126,-0.001,0.064,0.31,-3,840,-106,0,0,3348,0.001,0.106,-0.29,1,-805,106,0,0,3348,0.001,-0.106,-0.29,-6,806,106,0,0
4.900,Launching,0.3,0.00,0.00,0.00,1.00,0.00,0.00,0,1215,229.6,0.33,-0.03,0.00,-0.22,0,0,3127,-0.001,-0.296,0.40,-4,-645,-25,0,0,3126,-0.001,0.297,0.39,0,645,-25,0,0,3348,0.001,-0.096,-0.37,-1,-844,24,0,0,3348,0.001,0.096,-0.37,-3,844,24,0,0
4.920,Launching,0.3,0.00,0.00,0.00,1.00,0.00,0.00,0,1394,239.2,0.34,-0.03,0.00,-0.02,0,0,3127,-0.001,-0.377,-0.06,-7,-223,65,0,0,3126,-0.001,0.378,-0.06,3,222,65,0,0,3348,0.001,-0.258,0.06,-4,-716,-64,0,0,3348,0.001,0.259,0.06,0,716,-64,0,0
4.940,Launching,0.3,0.00,0.00,0.00,1.00,0.00,0.00,0,1581,249.2,0.36,-0.03,0.00,0.25,0,0,3126,-0.001,-0.298,-0.74,-7,225,81,0,0,3126,-0.001,0.297,-0.74,2,-226,81,0,0,3348,0.001,-0.354,0.69,-6,-456,-80,0,0,3348,0.001,0.354,0.69,1,455,-80,0,0
4.960,Launching,0.3,0.00,0.00,0.00,1.00,0.00,0.00,0,1775,259.6,0.38,-0.03,0.00,0.37,0,0,3126,-0.001,-0.116,-1.03,-5,511,18,0,0,3127,-0.001,0.115,-1.03,1,-511,18,0,0,3348,0.001,-0.369,0.96,-7,-121,-18,0,0,3349,0.001,0.369,0.96,3,121,-18,0,0
4.980,Launching,0.3,0.00,0.00,0.00,1.00,0.00,0.00,0,1978,270.5,0.39,-0.03,0.00,0.24,0,0,3126,-0.001,0.080,-0.63,-2,551,-54,0,0,3127,-0.001,-0.080,-0.63,-2,-552,-55,0,0,3348,0.001,-0.307,0.57,-7,210,54,0,0,3349,0.001,0.307,0.57,3,-210,54,0,0
5.000,Launching,0.3,0.02,0.00,0.00,1.00,0.00,0.05,1,2174,279.6,0.41,-0.03,0.00,-0.10,0,0,3121,-0.001,0.340,0.30,2,658,-64,0,0,3122,-0.001,0.046,0.30,0,208,-65,0,0,3355,0.001,-0.088,-0.29,-3,558,63,0,0,3356,0.001,0.462,-0.29,5,358,63,0,0
5.020,Launching,0.0,0.35,0.00,0.00,1.00,0.00,0.15,1,2276,284.3,0.42,-0.05,0.00,-0.99,0,0,3006,-0.001,0.277,2.73,4,1209,94,0,0,3007,-0.001,0.074,2.73,2,1864,86,0,0,3502,0.001,0.058,-2.53,1,167,-110,0,0,3502,0.001,0.326,-2.53,6,2885,-84,0,0
