===== VEHICLE DYNAMICS BENCHMARK REPORT =====
Test Weight: 1320 kg
0-100 km/h Time: 3.45 sec
Braking Distance (100-0): 51.1 meters
Peak Acceleration: 1.48 G
Peak Braking: 2.35 G
Peak Lateral Grip: 1.32 G
Peak Downforce Generated: 52716 N (approx 5374 kg)
Peak Engine Speed: 8248 RPM
Peak Manifold Pressure: 3.50 Bar
Top Speed Reached: 344.2 km/h
=============================================

Time,TestStage,SpeedKmh,Accel_Long_G,Accel_Lat_G,Steer,Throttle,Brake,Clutch,Gear,RPM,Torque_Nm,Boost_Bar,Pitch,Roll,YawRate,Aero_Downforce_N,Aero_Drag_N,FL_Load_N,FL_Travel_m,FL_Slip,FL_SlipAng_deg,FL_RPM,FL_LongForce_N,FL_LatForce_N,FL_BrakeTrq_Nm,FL_ABS_Active,FR_Load_N,FR_Travel_m,FR_Slip,FR_SlipAng_deg,FR_RPM,FR_LongForce_N,FR_LatForce_N,FR_BrakeTrq_Nm,FR_ABS_Active,RL_Load_N,RL_Travel_m,RL_Slip,RL_SlipAng_deg,RL_RPM,RL_LongForce_N,RL_LatForce_N,RL_BrakeTrq_Nm,RL_ABS_Active,RR_Load_N,RR_Travel_m,RR_Slip,RR_SlipAng_deg,RR_RPM,RR_LongForce_N,RR_LatForce_N,RR_BrakeTrq_Nm,RR_ABS_Active
10.940,Launching,0.4,0.64,0.00,0.00,1.00,0.00,0.25,1,2264,284.1,0.44,-0.06,0.00,-1.56,0,0,3088,-0.001,0.340,4.55,7,1953,476,0,0,3087,-0.001,0.321,4.45,9,2721,396,0,0,3385,0.001,0.040,-4.25,3,823,-542,0,0,3384,0.001,0.961,-4.26,17,4225,-216,0,0
10.960,Launching,1.1,0.91,-0.02,0.00,1.00,0.00,0.23,1,2179,280.3,0.45,-0.10,0.00,-2.02,0,0,3001,-0.002,-0.795,6.30,-3,2005,998,0,0,2997,-0.002,0.028,6.48,6,3866,373,0,0,3466,0.002,-0.050,-5.15,5,1537,-1129,0,0,3461,0.001,1.123,-5.17,20,4614,-239,0,0
10.980,Launching,1.6,0.73,-0.01,0.00,1.00,0.00,0.20,1,2156,278.9,0.46,-0.13,0.00,-1.72,1,0,2862,-0.003,-0.201,6.43,7,1917,1514,0,0,2864,-0.002,-1.209,6.62,1,1071,1717,0,0,3579,0.002,0.004,-4.65,7,1352,-1778,0,0,3581,0.002,-1.324,-4.79,-4,4105,-979,0,0
11.000,Launching,2.0,0.57,-0.05,0.00,1.00,0.00,0.19,1,2150,278.5,0.48,-0.15,-0.01,0.88,2,0,2724,-0.003,-0.050,-0.33,13,1748,1546,0,0,2731,-0.003,0.086,-0.29,12,3313,804,0,0,3676,0.003,-0.269,3.59,6,2251,-1460,0,0,3683,0.003,0.683,3.75,19,4685,-574,0,0
11.020,Launching,2.4,0.60,0.01,0.00,1.00,0.00,0.19,1,2149,278.5,0.49,-0.16,-0.01,1.84,2,0,2616,-0.004,-0.092,-2.25,17,1276,1417,0,0,2647,-0.004,-0.678,-2.35,7,1750,1353,0,0,3722,0.003,0.247,4.51,17,2014,-873,0,0,3754,0.003,0.607,4.85,30,2493,-808,0,0
11.040,Launching,2.9,0.60,0.09,0.00,1.00,0.00,0.19,1,2149,278.7,0.50,-0.16,0.00,2.18,3,1,2569,-0.004,0.005,-4.32,20,1902,853,0,0,2614,-0.004,0.313,-4.69,23,2930,556,0,0,3738,0.003,0.197,3.49,25,-154,-204,0,0,3783,0.004,0.095,3.78,21,3922,-57,0,0
11.060,Launching,3.3,0.63,0.10,0.00,1.00,0.00,0.19,1,2149,278.9,0.51,-0.15,0.01,0.93,4,1,2594,-0.004,0.156,-3.11,28,1273,545,0,0,2608,-0.004,-0.341,-3.25,16,2044,417,0,0,3757,0.003,-0.044,0.05,23,-280,79,0,0,3770,0.004,-0.030,0.06,22,3974,123,0,0
11.080,Launching,3.7,0.59,0.06,0.00,1.00,0.00,0.19,1,2149,278.9,0.53,-0.14,0.02,-0.34,6,1,2653,-0.004,0.043,-1.67,26,1784,231,0,0,2612,-0.004,0.276,-1.69,32,2640,110,0,0,3778,0.004,-0.055,-2.35,24,114,-139,0,0,3737,0.003,0.009,-2.32,26,4026,-18,0,0
11.100,Launching,4.2,0.61,-0.02,0.00,1.00,0.00,0.19,1,2149,278.9,0.54,-0.14,0.02,-1.72,7,1,2718,-0.003,0.169,0.59,33,1460,185,0,0,2633,-0.004,-0.110,0.57,27,2167,79,0,0,3785,0.004,0.007,-3.66,28,105,-668,0,0,3699,0.003,0.034,-3.51,31,3881,-347,0,0
11.120,Launching,4.6,0.60,-0.09,0.00,1.00,0.00,0.19,1,2149,278.8,0.55,-0.13,0.01,-2.09,8,1,2759,-0.003,0.013,1.86,32,1603,333,0,0,2667,-0.004,0.203,1.77,39,2461,205,0,0,3772,0.004,-0.010,-3.01,31,134,-1216,0,0,3679,0.003,0.038,-2.87,34,3814,-705,0,0
11.140,Launching,5.0,0.61,-0.11,0.00,1.00,0.00,0.19,1,2149,278.6,0.56,-0.13,0.00,-1.88,10,2,2769,-0.003,0.045,2.47,36,1547,611,0,0,2715,-0.003,0.025,2.41,37,2198,471,0,0,3739,0.003,0.017,-1.63,35,221,-1524,0,0,3685,0.003,0.082,-1.59,39,3774,-928,0,0
11.160,Launching,5.4,0.60,-0.08,0.00,1.00,0.00,0.19,1,2148,278.4,0.57,-0.12,-0.02,-1.02,12,2,2750,-0.003,0.006,2.09,38,1587,863,0,0,2769,-0.003,0.147,2.08,44,2432,689,0,0,3689,0.003,0.021,-0.09,38,133,-1512,0,0,3708,0.003,0.085,-0.09,42,3764,-948,0,0
11.180,Launching,5.9,0.61,-0.03,0.00,1.00,0.00,0.19,1,2148,278.3,0.58,-0.12,-0.03,-0.17,14,2,2725,-0.003,0.018,1.38,42,1544,1015,0,0,2816,-0.003,0.051,1.43,43,2247,899,0,0,3642,0.003,0.013,0.87,41,115,-1234,0,0,3734,0.003,0.079,0.86,44,3813,-770,0,0
11.200,Launching,6.3,0.61,0.02,0.00,1.00,0.00,0.19,1,2148,278.2,0.59,-0.12,-0.03,0.43,16,3,2706,-0.004,0.017,0.55,45,1601,1016,0,0,2842,-0.003,0.073,0.62,47,2446,892,0,0,3617,0.003,0.009,1.11,45,76,-827,0,0,3753,0.003,0.069,1.12,47,3847,-499,0,0
11.220,Launching,6.7,0.61,0.07,0.00,1.00,0.00,0.19,1,2148,278.3,0.60,-0.12,-0.02,0.51,18,3,2708,-0.004,0.031,0.00,49,1541,933,0,0,2841,-0.003,0.015,0.06,48,2341,844,0,0,3621,0.003,-0.003,0.68,47,63,-475,0,0,3754,0.003,0.051,0.69,49,3873,-259,0,0
11.240,Launching,7.2,0.61,0.08,0.00,1.00,0.00,0.19,1,2148,278.3,0.61,-0.12,-0.01,0.20,21,4,2731,-0.003,0.041,-0.30,52,1605,767,0,0,2822,-0.003,0.041,-0.24,52,2428,676,0,0,3648,0.003,-0.006,-0.04,50,101,-318,0,0,3739,0.003,0.046,-0.05,52,3874,-158,0,0
11.260,Launching,7.6,0.61,0.06,0.00,1.00,0.00,0.19,1,2148,278.4,0.62,-0.12,0.01,-0.35,23,4,2765,-0.003,0.044,-0.23,55,1555,612,0,0,2788,-0.003,0.010,-0.17,54,2390,529,0,0,3689,0.003,-0.007,-0.75,52,127,-399,0,0,3712,0.003,0.042,-0.74,55,3845,-213,0,0
11.280,Launching,8.0,0.61,0.02,0.00,1.00,0.00,0.19,1,2148,278.3,0.63,-0.13,0.02,-0.84,26,5,2794,-0.003,0.034,0.04,58,1593,500,0,0,2752,-0.003,0.034,0.09,58,2402,424,0,0,3726,0.003,-0.006,-1.11,55,171,-642,0,0,3684,0.003,0.044,-1.10,59,3807,-373,0,0
11.300,Launching,8.4,0.61,-0.03,0.00,1.00,0.00,0.19,1,2148,278.2,0.64,-0.13,0.02,-1.12,29,5,2808,-0.003,0.028,0.40,60,1570,477,0,0,2725,-0.003,0.027,0.45,61,2386,404,0,0,3749,0.003,0.000,-1.09,59,210,-908,0,0,3666,0.003,0.052,-1.08,62,3761,-547,0,0
11.320,Launching,8.9,0.60,-0.05,0.01,1.00,0.00,0.19,1,2148,278.1,0.65,-0.13,0.01,-1.10,31,6,2805,-0.003,0.020,0.66,63,1580,528,0,0,2718,-0.003,0.047,0.72,65,2356,457,0,0,3754,0.003,0.006,-0.79,62,224,-1074,0,0,3667,0.003,0.060,-0.78,66,3725,-662,0,0
11.340,Launching,9.3,0.60,-0.05,0.01,1.00,0.00,0.19,1,2148,278.0,0.66,-0.13,0.00,-0.88,35,6,2791,-0.003,0.020,0.77,66,1580,614,0,0,2730,-0.003,0.052,0.84,69,2349,543,0,0,3745,0.003,0.012,-0.39,65,237,-1085,0,0,3685,0.003,0.068,-0.40,70,3708,-684,0,0
11.360,Launching,9.7,0.61,-0.03,0.01,1.00,0.00,0.19,1,2148,277.9,0.67,-0.13,0.00,-0.62,38,7,2772,-0.003,0.020,0.74,69,1572,690,0,0,2754,-0.003,0.058,0.83,72,2333,632,0,0,3721,0.003,0.008,-0.11,68,199,-968,0,0,3703,0.003,0.061,-0.11,72,3710,-616,0,0
11.380,Launching,10.2,0.61,0.00,0.01,1.00,0.00,0.19,1,2148,277.8,0.67,-0.13,-0.01,-0.45,41,7,2754,-0.003,0.020,0.63,72,1580,729,0,0,2776,-0.003,0.051,0.72,75,2354,685,0,0,3699,0.003,0.008,-0.03,71,223,-800,0,0,3721,0.003,0.062,-0.03,75,3721,-510,0,0
11.400,Launching,10.6,0.61,0.02,0.01,1.00,0.00,0.19,1,2148,277.8,0.68,-0.13,-0.01,-0.41,45,8,2743,-0.003,0.023,0.49,75,1578,727,0,0,2787,-0.003,0.045,0.59,77,2358,698,0,0,3689,0.003,0.006,-0.10,74,203,-661,0,0,3733,0.003,0.057,-0.10,78,3717,-422,0,0
11.420,Launching,11.0,0.61,0.03,0.01,1.00,0.00,0.19,1,2148,277.8,0.69,-0.13,-0.01,-0.47,49,9,2743,-0.003,0.025,0.37,79,1578,691,0,0,2791,-0.003,0.042,0.47,80,2364,676,0,0,3688,0.003,0.002,-0.27,77,214,-601,0,0,3736,0.003,0.052,-0.27,81,3722,-384,0,0
11.440,Launching,11.4,0.61,0.03,0.01,0.99,0.00,0.19,1,2148,277.7,0.70,-0.13,0.00,-0.59,52,9,2754,-0.003,0.030,0.30,82,1583,639,0,0,2783,-0.003,0.037,0.42,83,2375,632,0,0,3700,0.003,0.001,-0.43,80,236,-625,0,0,3729,0.003,0.051,-0.43,84,3715,-401,0,0
11.460,Launching,11.9,0.60,0.01,0.01,0.99,0.00,0.19,1,2148,277.6,0.70,-0.13,0.00,-0.68,56,10,2770,-0.003,0.030,0.30,85,1575,591,0,0,2773,-0.003,0.039,0.41,86,2364,594,0,0,3716,0.003,0.001,-0.51,83,248,-699,0,0,3718,0.003,0.050,-0.51,87,3700,-449,0,0
11.480,Launching,12.3,0.61,0.00,0.01,0.99,0.00,0.19,1,2148,277.6,0.71,-0.13,0.01,-0.73,60,11,2783,-0.003,0.026,0.34,88,1577,559,0,0,2765,-0.003,0.039,0.46,89,2370,568,0,0,3725,0.003,0.001,-0.51,86,260,-775,0,0,3707,0.003,0.050,-0.51,90,3686,-500,0,0
11.500,Launching,12.7,0.60,-0.01,0.01,0.99,0.00,0.19,1,2148,277.5,0.72,-0.13,0.01,-0.74,65,11,2787,-0.003,0.025,0.39,91,1576,547,0,0,2762,-0.003,0.042,0.51,93,2354,567,0,0,3728,0.003,0.003,-0.46,89,280,-821,0,0,3703,0.003,0.053,-0.46,94,3670,-533,0,0
11.520,Launching,13.1,0.60,-0.02,0.01,0.99,0.00,0.18,1,2148,277.4,0.73,-0.13,0.00,-0.71,69,12,2788,-0.003,0.024,0.43,94,1578,554,0,0,2765,-0.003,0.043,0.56,96,2357,582,0,0,3731,0.003,0.006,-0.39,92,287,-827,0,0,3708,0.003,0.055,-0.39,97,3652,-541,0,0
11.540,Launching,13.6,0.60,-0.01,0.01,0.99,0.00,0.18,1,2148,277.3,0.73,-0.13,0.00,-0.67,74,13,2780,-0.003,0.022,0.46,97,1576,569,0,0,2769,-0.003,0.043,0.59,99,2351,606,0,0,3730,0.003,0.006,-0.33,95,291,-798,0,0,3720,0.003,0.056,-0.33,100,3641,-526,0,0
11.560,Launching,14.0,0.60,-0.01,0.01,0.99,0.00,0.18,1,2148,277.3,0.74,-0.13,0.00,-0.63,78,14,2770,-0.003,0.023,0.45,100,1580,580,0,0,2776,-0.003,0.044,0.59,102,2350,628,0,0,3725,0.003,0.006,-0.31,98,292,-755,0,0,3732,0.003,0.055,-0.31,103,3635,-502,0,0
11.580,Launching,14.4,0.61,0.00,0.01,0.99,0.00,0.18,1,2148,277.2,0.74,-0.13,0.00,-0.61,83,15,2764,-0.003,0.023,0.42,103,1579,582,0,0,2779,-0.003,0.041,0.57,105,2359,638,0,0,3724,0.003,0.004,-0.32,101,287,-719,0,0,3739,0.003,0.052,-0.31,106,3634,-479,0,0
11.600,Launching,14.9,0.60,0.01,0.01,0.99,0.00,0.18,1,2148,277.1,0.75,-0.13,0.00,-0.62,88,16,2766,-0.003,0.025,0.41,106,1580,577,0,0,2779,-0.003,0.041,0.56,108,2353,642,0,0,3729,0.003,0.004,-0.33,104,306,-699,0,0,3742,0.003,0.052,-0.33,109,3633,-466,0,0
11.620,Launching,15.3,0.60,0.01,0.01,0.99,0.00,0.18,1,2148,277.1,0.76,-0.13,0.00,-0.63,93,17,2767,-0.003,0.024,0.39,109,1575,567,0,0,2779,-0.003,0.041,0.55,111,2355,640,0,0,3731,0.003,0.004,-0.36,107,306,-697,0,0,3743,0.003,0.051,-0.36,112,3622,-467,0,0
11.640,Launching,15.7,0.60,0.00,0.01,0.99,0.00,0.18,1,2148,277.0,0.76,-0.13,0.00,-0.63,99,17,2769,-0.003,0.025,0.37,112,1581,553,0,0,2781,-0.003,0.042,0.54,114,2349,637,0,0,3733,0.003,0.004,-0.38,110,319,-709,0,0,3744,0.003,0.051,-0.38,115,3616,-477,0,0
11.660,Launching,16.1,0.60,0.00,0.01,0.99,0.00,0.18,1,2148,276.9,0.77,-0.13,0.00,-0.63,104,18,2772,-0.003,0.024,0.37,115,1575,540,0,0,2779,-0.003,0.040,0.54,117,2357,630,0,0,3738,0.003,0.004,-0.38,113,326,-723,0,0,3746,0.003,0.051,-0.38,119,3606,-488,0,0
11.680,Launching,16.6,0.60,0.00,0.01,0.99,0.00,0.18,1,2148,276.9,0.77,-0.13,0.00,-0.61,110,19,2774,-0.003,0.025,0.36,118,1579,528,0,0,2779,-0.003,0.041,0.54,121,2348,628,0,0,3741,0.003,0.003,-0.37,116,328,-732,0,0,3746,0.003,0.050,-0.37,122,3599,-496,0,0
11.700,Launching,17.0,0.60,0.00,0.01,0.99,0.00,0.18,1,2148,276.8,0.78,-0.13,0.00,-0.58,115,20,2777,-0.003,0.024,0.37,121,1576,521,0,0,2779,-0.003,0.040,0.55,124,2354,627,0,0,3745,0.003,0.004,-0.36,119,341,-731,0,0,3747,0.003,0.050,-0.36,125,3593,-496,0,0
11.720,Launching,17.4,0.60,0.00,0.01,0.99,0.00,0.18,1,2148,276.7,0.78,-0.13,0.00,-0.55,121,21,2779,-0.003,0.025,0.36,124,1577,513,0,0,2781,-0.003,0.042,0.55,127,2343,630,0,0,3744,0.003,0.003,-0.35,122,338,-722,0,0,3746,0.003,0.049,-0.34,128,3585,-491,0,0
11.740,Launching,17.8,0.60,0.00,0.01,0.99,0.00,0.18,1,2148,276.7,0.79,-0.13,0.00,-0.53,127,23,2785,-0.003,0.025,0.36,127,1578,508,0,0,2784,-0.003,0.041,0.55,130,2349,631,0,0,3745,0.003,0.003,-0.34,125,351,-708,0,0,3744,0.003,0.049,-0.34,131,3581,-481,0,0
11.760,Launching,18.3,0.60,0.00,0.01,0.99,0.00,0.18,1,2148,276.6,0.79,-0.13,0.00,-0.53,133,24,2787,-0.003,0.024,0.36,130,1573,504,0,0,2789,-0.003,0.042,0.56,133,2339,638,0,0,3744,0.003,0.004,-0.34,128,361,-697,0,0,3746,0.003,0.050,-0.34,134,3570,-476,0,0
11.780,Launching,18.7,0.60,0.00,0.01,0.99,0.00,0.18,1,2148,276.6,0.80,-0.13,0.00,-0.53,140,25,2784,-0.003,0.023,0.35,133,1578,500,0,0,2792,-0.003,0.041,0.56,136,2350,640,0,0,3743,0.003,0.005,-0.35,131,367,-694,0,0,3751,0.003,0.050,-0.34,137,3560,-477,0,0
11.800,Launching,19.1,0.60,0.00,0.01,0.99,0.00,0.18,1,2147,276.5,0.80,-0.13,0.00,-0.52,146,26,2784,-0.003,0.025,0.35,136,1580,496,0,0,2791,-0.003,0.040,0.56,139,2346,644,0,0,3746,0.003,0.004,-0.35,134,362,-694,0,0,3753,0.003,0.049,-0.35,140,3554,-478,0,0
11.820,Launching,19.5,0.60,0.00,0.01,0.99,0.00,0.18,1,2147,276.5,0.81,-0.13,0.00,-0.50,153,27,2782,-0.003,0.023,0.35,139,1574,492,0,0,2789,-0.003,0.040,0.56,142,2349,644,0,0,3748,0.003,0.004,-0.35,137,381,-694,0,0,3755,0.003,0.049,-0.34,143,3551,-479,0,0
11.840,Launching,20.0,0.60,0.00,0.01,0.99,0.00,0.18,1,2147,276.4,0.81,-0.13,0.00,-0.48,159,28,2783,-0.003,0.024,0.34,143,1581,486,0,0,2790,-0.003,0.041,0.56,145,2343,646,0,0,3749,0.003,0.004,-0.34,140,376,-692,0,0,3756,0.003,0.048,-0.34,146,3542,-479,0,0
11.860,Launching,20.4,0.60,0.00,0.01,0.99,0.00,0.18,1,2147,276.4,0.82,-0.13,0.00,-0.46,166,29,2785,-0.003,0.024,0.34,146,1575,481,0,0,2791,-0.003,0.041,0.56,148,2344,647,0,0,3750,0.003,0.004,-0.34,143,387,-689,0,0,3756,0.003,0.048,-0.34,149,3538,-477,0,0
11.880,Launching,20.8,0.60,0.00,0.02,0.99,0.00,0.18,1,2147,276.3,0.82,-0.13,0.00,-0.44,173,31,2785,-0.003,0.023,0.36,148,1576,491,0,0,2792,-0.003,0.041,0.57,151,2342,653,0,0,3753,0.003,0.005,-0.34,146,398,-686,0,0,3759,0.003,0.049,-0.34,153,3530,-477,0,0
11.900,Launching,21.2,0.60,0.00,0.02,0.99,0.00,0.18,1,2147,276.3,0.83,-0.13,0.00,-0.40,180,32,2776,-0.003,0.022,0.43,151,1579,528,0,0,2783,-0.003,0.039,0.57,154,2354,650,0,0,3753,0.003,0.004,-0.33,149,388,-680,0,0,3760,0.003,0.048,-0.33,155,3521,-474,0,0
11.920,Launching,21.7,0.60,0.00,0.02,0.99,0.00,0.18,1,2147,276.3,0.83,-0.13,0.00,-0.39,188,33,2761,-0.003,0.024,0.31,155,1587,488,0,0,2779,-0.003,0.041,0.54,157,2344,640,0,0,3750,0.003,0.006,-0.34,152,416,-677,0,0,3768,0.004,0.049,-0.34,159,3521,-474,0,0
11.940,Launching,22.1,0.60,0.00,0.02,0.99,0.00,0.18,1,2147,276.2,0.83,-0.13,0.00,-0.37,195,35,2753,-0.003,0.023,0.32,157,1574,467,0,0,2771,-0.003,0.039,0.58,160,2353,645,0,0,3755,0.003,0.005,-0.34,155,401,-678,0,0,3773,0.004,0.048,-0.34,162,3508,-478,0,0
11.960,Launching,22.5,0.60,0.00,0.02,0.99,0.00,0.18,1,2148,276.1,0.84,-0.13,0.00,-0.36,203,36,2756,-0.003,0.025,0.34,161,1585,464,0,0,2761,-0.003,0.040,0.58,163,2347,643,0,0,3765,0.004,0.004,-0.33,158,406,-677,0,0,3770,0.004,0.046,-0.33,164,3510,-475,0,0
11.980,Launching,22.9,0.58,0.00,0.02,0.99,0.00,0.19,1,2152,276.1,0.84,-0.13,0.00,-0.30,211,37,2773,-0.003,0.023,0.34,163,1467,476,0,0,2771,-0.003,0.035,0.58,166,2191,680,0,0,3776,0.004,0.002,-0.32,160,323,-673,0,0,3774,0.004,0.039,-0.32,166,3342,-491,0,0
12.000,Launching,23.3,0.57,0.01,0.02,0.99,0.00,0.25,1,2204,278.4,0.85,-0.13,0.00,-0.16,217,39,2798,-0.003,0.028,0.27,167,1534,444,0,0,2792,-0.003,0.046,0.56,170,2241,677,0,0,3783,0.004,0.004,-0.30,163,420,-656,0,0,3778,0.004,0.046,-0.30,170,3379,-475,0,0
12.020,Launching,23.7,0.59,0.00,0.02,0.99,0.00,0.29,1,2235,279.7,0.85,-0.13,0.01,-0.14,226,40,2807,-0.003,0.022,0.37,169,1553,470,0,0,2793,-0.003,0.037,0.51,172,2338,630,0,0,3787,0.004,0.004,-0.30,166,434,-634,0,0,3773,0.004,0.047,-0.30,173,3468,-448,0,0
12.040,Launching,24.1,0.58,0.01,0.02,0.99,0.00,0.34,1,2277,281.5,0.85,-0.13,0.00,-0.15,233,41,2825,-0.003,0.028,0.29,173,1551,445,0,0,2801,-0.003,0.041,0.52,176,2249,632,0,0,3796,0.004,0.003,-0.30,169,381,-626,0,0,3772,0.004,0.043,-0.30,176,3403,-447,0,0
12.060,Launching,24.6,0.59,0.00,0.02,0.99,0.00,0.39,1,2318,283.3,0.86,-0.13,0.01,-0.18,241,43,2826,-0.003,0.022,0.29,175,1554,423,0,0,2805,-0.003,0.041,0.53,178,2339,614,0,0,3796,0.004,0.005,-0.31,172,467,-625,0,0,3774,0.004,0.048,-0.31,180,3469,-441,0,0
12.080,Launching,25.0,0.60,0.00,0.02,0.99,0.00,0.44,1,2356,284.9,0.86,-0.13,0.00,-0.23,250,44,2825,-0.003,0.024,0.30,178,1588,417,0,0,2801,-0.003,0.039,0.56,181,2335,621,0,0,3798,0.004,0.005,-0.32,175,431,-635,0,0,3775,0.004,0.046,-0.32,183,3462,-448,0,0
12.100,Launching,25.4,0.60,0.00,0.02,0.99,0.00,0.49,1,2398,286.7,0.86,-0.13,0.00,-0.25,258,46,2827,-0.003,0.024,0.36,181,1570,450,0,0,2806,-0.003,0.041,0.54,185,2327,626,0,0,3801,0.004,0.005,-0.32,178,456,-646,0,0,3780,0.004,0.047,-0.32,186,3468,-457,0,0
12.120,Launching,25.8,0.60,0.00,0.02,0.99,0.00,0.54,1,2438,288.4,0.87,-0.13,0.00,-0.25,267,47,2813,-0.003,0.022,0.35,184,1601,459,0,0,2802,-0.003,0.040,0.62,187,2381,656,0,0,3800,0.004,0.006,-0.32,181,483,-651,0,0,3789,0.004,0.049,-0.32,189,3495,-460,0,0
12.140,Launching,26.3,0.61,0.00,0.02,0.99,0.00,0.59,1,2479,290.1,0.87,-0.13,0.00,-0.23,276,49,2798,-0.003,0.023,0.28,187,1592,431,0,0,2811,-0.003,0.042,0.60,191,2346,682,0,0,3790,0.004,0.006,-0.33,184,458,-658,0,0,3803,0.004,0.047,-0.33,192,3485,-470,0,0
