===== VEHICLE DYNAMICS BENCHMARK REPORT =====
Test Weight: 1320 kg
0-100 km/h Time: 2.86 sec
Braking Distance (100-0): 53.5 meters
Peak Acceleration: 1.44 G
Peak Braking: 2.17 G
Peak Lateral Grip: 1.82 G
Peak Downforce Generated: 52529 N (approx 5355 kg)
Peak Engine Speed: 8287 RPM
Peak Manifold Pressure: 2.50 Bar
Top Speed Reached: 317.2 km/h
=============================================

Time,TestStage,SpeedKmh,Accel_Long_G,Accel_Lat_G,Steer,Throttle,Brake,Clutch,Gear,RPM,Torque_Nm,Boost_Bar,Pitch,Roll,YawRate,Aero_Downforce_N,Aero_Drag_N,FL_Load,FL_Slip,FL_SlipAng,FL_Trav,FL_RPM,FR_Load,FR_Slip,FR_SlipAng,FR_Trav,FR_RPM,RL_Load,RL_Slip,RL_SlipAng,RL_Trav,RL_RPM,RR_Load,RR_Slip,RR_SlipAng,RR_Trav,RR_RPM
4.620,Launching,0.0,0.00,0.00,0.00,1.00,0.00,0.00,1,891,0.0,0.12,-0.05,0.00,0.00,0,0,3126,0.000,0.00,0.037,0,3126,0.000,0.00,0.037,0,3349,0.000,0.00,0.039,0,3349,0.000,0.00,0.039,0
4.640,Launching,0.0,0.04,0.00,0.00,1.00,0.00,0.00,1,994,219.2,1.00,-0.05,0.00,0.00,0,0,3131,0.096,0.00,0.037,-5,3131,0.096,0.00,0.037,-5,3343,0.105,0.00,0.039,-5,3343,0.105,0.00,0.039,-5
4.660,Launching,0.0,-0.08,0.00,0.00,1.00,0.00,0.00,1,1167,233.8,1.03,-0.05,0.00,0.00,0,0,3119,-0.097,0.00,0.037,5,3119,-0.097,0.00,0.037,5,3355,-0.103,0.00,0.039,6,3355,-0.103,0.00,0.039,6
4.680,Launching,0.0,0.08,0.00,0.00,1.00,0.00,0.00,1,1352,250.9,1.05,-0.05,0.00,0.00,0,0,3133,0.095,0.00,0.037,-5,3133,0.095,0.00,0.037,-5,3342,0.105,0.00,0.039,-5,3342,0.105,0.00,0.039,-5
4.700,Launching,0.0,-0.08,0.00,0.00,1.00,0.00,0.00,1,1551,269.5,1.08,-0.05,0.00,0.00,0,0,3120,-0.097,0.00,0.037,5,3120,-0.097,0.00,0.037,5,3355,-0.103,0.00,0.039,5,3355,-0.103,0.00,0.039,5
4.720,Launching,0.0,0.08,0.00,0.00,1.00,0.00,0.00,1,1766,289.9,1.11,-0.05,0.00,0.00,0,0,3133,0.095,0.00,0.037,-5,3133,0.095,0.00,0.037,-5,3342,0.105,0.00,0.039,-5,3342,0.105,0.00,0.039,-5
4.740,Launching,0.0,-0.08,0.00,0.00,1.00,0.00,0.00,1,1996,312.3,1.14,-0.05,0.00,0.00,0,0,3120,-0.097,0.00,0.037,5,3120,-0.097,0.00,0.037,5,3354,-0.103,0.00,0.039,5,3354,-0.103,0.00,0.039,5
4.760,Launching,0.0,0.08,0.00,0.00,1.00,0.00,0.00,1,2243,334.3,1.17,-0.05,0.00,0.00,0,0,3134,0.095,0.00,0.037,-5,3133,0.095,0.00,0.037,-5,3342,0.105,0.00,0.039,-5,3342,0.105,0.00,0.039,-5
4.780,Launching,0.0,-0.08,0.00,0.00,1.00,0.00,0.00,1,2508,358.1,1.20,-0.05,0.00,0.00,0,0,3120,-0.097,0.00,0.037,5,3120,-0.097,0.00,0.037,5,3354,-0.103,0.00,0.039,5,3354,-0.103,0.00,0.039,5
4.800,Launching,0.0,0.08,0.00,0.00,1.00,0.00,0.00,1,2793,384.3,1.23,-0.05,0.00,0.00,0,0,3134,0.095,0.00,0.037,-5,3133,0.095,0.00,0.037,-5,3342,0.105,0.00,0.039,-5,3342,0.105,0.00,0.039,-5
4.820,Launching,0.0,-0.08,0.00,0.00,1.00,0.00,0.00,1,3097,411.3,1.26,-0.05,0.00,0.00,0,0,3120,-0.097,0.00,0.037,5,3120,-0.097,0.00,0.037,5,3354,-0.103,0.00,0.039,5,3354,-0.103,0.00,0.039,5
4.840,Launching,0.0,0.08,0.00,0.00,1.00,0.00,0.00,1,3421,434.7,1.30,-0.05,0.00,0.00,0,0,3133,0.095,0.00,0.037,-5,3133,0.095,0.00,0.037,-5,3342,0.105,0.00,0.039,-5,3342,0.105,0.00,0.039,-5
4.860,Launching,0.0,0.01,0.00,0.00,1.00,0.00,0.07,1,3731,459.5,1.34,-0.05,0.00,-0.17,0,0,3111,-0.043,0.07,0.037,7,3111,-0.029,0.07,0.037,7,3362,-0.089,-0.06,0.039,7,3362,-0.011,-0.06,0.039,6
4.880,Launching,0.4,0.49,0.00,0.00,1.00,0.00,0.17,1,3948,482.7,1.38,-0.06,0.00,-0.37,0,0,3057,0.101,0.37,0.037,2,3058,0.055,0.38,0.037,4,3406,0.145,-0.34,0.040,-1,3407,0.045,-0.34,0.040,8
4.900,Launching,0.9,0.73,0.00,0.00,1.00,0.00,0.27,1,4067,502.2,1.42,-0.08,0.00,-0.70,0,0,2946,0.024,0.40,0.036,10,2949,0.092,0.40,0.036,13,3505,-0.038,-0.34,0.040,16,3507,0.321,-0.34,0.040,25
4.920,Launching,1.6,1.01,0.00,0.00,1.00,0.00,0.31,1,4119,519.6,1.47,-0.11,0.00,-0.50,1,0,2825,0.061,0.43,0.035,15,2830,0.286,0.43,0.035,29,3621,0.211,-0.35,0.041,15,3625,0.579,-0.35,0.041,46
4.940,Launching,2.4,1.07,0.00,0.00,1.00,0.00,0.33,1,4157,537.2,1.51,-0.15,0.00,-0.44,2,0,2716,0.083,0.29,0.035,23,2720,0.667,0.29,0.035,56,3738,0.003,-0.21,0.042,24,3742,0.696,-0.21,0.042,56
4.960,Launching,3.2,1.12,0.00,0.00,1.00,0.00,0.34,1,4189,554.7,1.56,-0.19,0.00,-0.39,4,0,2632,0.159,0.24,0.034,33,2636,1.174,0.25,0.034,90,3837,-0.010,-0.16,0.043,34,3840,0.752,-0.16,0.043,65
4.980,Launching,4.0,1.17,0.00,0.00,1.00,0.00,0.36,1,4218,572.4,1.60,-0.22,0.00,-0.25,6,1,2575,0.394,0.27,0.033,53,2578,1.758,0.28,0.033,129,3914,0.111,-0.19,0.044,30,3916,0.795,-0.19,0.044,75
5.000,Launching,4.8,1.16,0.00,0.00,1.00,0.00,0.37,1,4244,590.2,1.65,-0.25,0.00,-0.25,8,1,2538,0.847,0.22,0.032,85,2540,2.429,0.24,0.032,172,3969,0.032,-0.14,0.044,39,3971,0.874,-0.14,0.044,84
5.020,Launching,5.6,1.19,0.00,0.00,1.00,0.00,0.38,1,4269,608.1,1.69,-0.28,0.00,-0.19,11,1,2519,1.476,0.22,0.031,126,2520,3.207,0.24,0.031,221,4002,0.095,-0.15,0.045,44,4003,0.922,-0.15,0.045,94
5.040,Launching,6.5,1.19,0.00,0.00,1.00,0.00,0.40,1,4294,626.2,1.74,-0.30,0.00,-0.18,15,2,2511,2.249,0.17,0.031,175,2511,4.093,0.19,0.031,276,4019,0.027,-0.11,0.046,54,4019,0.995,-0.11,0.046,103
5.060,Launching,7.3,1.22,0.00,0.00,1.00,0.00,0.41,1,4318,644.4,1.78,-0.31,0.00,-0.12,19,2,2513,3.118,0.15,0.030,231,2512,5.018,0.18,0.030,337,4020,0.078,-0.11,0.046,58,4019,1.042,-0.11,0.046,114
5.080,Launching,8.2,1.24,0.00,0.00,1.00,0.00,0.42,1,4343,662.7,1.83,-0.32,0.00,-0.10,24,3,2518,3.690,0.11,0.030,295,2516,5.455,0.15,0.030,405,4012,0.058,-0.08,0.046,66,4010,1.002,-0.08,0.046,125
5.100,Launching,9.1,1.26,0.00,0.00,1.00,0.00,0.43,1,4367,681.1,1.88,-0.33,0.00,-0.07,30,4,2523,4.235,0.09,0.030,364,2521,5.883,0.12,0.030,477,3999,0.069,-0.06,0.046,74,3996,0.978,-0.06,0.046,137
5.120,Launching,10.0,1.27,0.00,0.00,1.00,0.00,0.44,1,4392,699.8,1.92,-0.33,0.00,-0.03,36,4,2527,4.757,0.06,0.029,439,2523,6.304,0.09,0.029,556,3984,0.085,-0.04,0.046,82,3981,0.964,-0.04,0.046,149
5.140,Launching,10.9,1.29,0.00,0.00,1.00,0.00,0.48,1,4659,723.1,1.97,-0.34,0.00,0.02,42,5,2531,5.280,0.03,0.029,523,2526,6.750,0.06,0.029,645,3971,0.118,-0.03,0.046,93,3966,0.999,-0.03,0.046,166
5.160,Launching,11.8,1.27,0.00,0.00,1.00,0.00,0.58,1,5409,743.8,2.03,-0.33,0.00,-0.10,50,6,2540,5.677,0.10,0.029,603,2535,7.163,0.13,0.029,738,3954,0.226,-0.09,0.046,110,3950,1.054,-0.09,0.046,191
5.180,Launching,12.6,1.16,0.00,0.00,1.00,0.00,0.68,1,5785,759.8,2.10,-0.33,0.00,-0.34,57,7,2561,5.605,0.22,0.029,640,2559,7.178,0.25,0.029,794,3924,0.199,-0.18,0.046,115,3922,0.991,-0.18,0.046,204
5.200,Launching,13.5,1.16,0.00,0.00,1.00,0.00,0.78,1,6221,771.9,2.17,-0.32,0.00,-0.35,65,8,2582,5.706,0.21,0.029,694,2582,7.386,0.25,0.029,869,3897,0.252,-0.17,0.045,133,3897,1.259,-0.17,0.045,245
5.220,Launching,14.2,1.12,0.00,0.00,1.00,0.00,0.88,1,6693,771.5,2.27,-0.32,0.00,-0.40,72,9,2605,5.676,0.22,0.029,679,2607,7.508,0.26,0.029,880,3870,0.343,-0.17,0.045,99,3872,1.467,-0.17,0.045,228
5.240,Launching,15.0,1.06,0.00,0.00,1.00,0.00,0.98,1,6842,799.9,2.39,-0.31,0.00,-0.54,80,10,2632,5.348,0.28,0.029,676,2635,7.318,0.33,0.029,904,3842,0.306,-0.22,0.045,99,3845,1.474,-0.22,0.045,241
5.260,Launching,15.8,1.07,0.00,0.00,1.00,0.00,1.00,1,7096,818.1,2.50,-0.30,0.00,-0.56,88,11,2653,5.133,0.28,0.030,687,2658,7.195,0.33,0.030,936,3822,0.367,-0.22,0.045,113,3827,1.544,-0.22,0.045,262
5.280,Launching,16.5,1.11,0.00,0.00,1.00,0.00,1.00,1,7296,782.2,2.50,-0.29,0.00,-0.49,97,12,2664,4.961,0.24,0.030,702,2670,7.017,0.29,0.030,962,3815,0.359,-0.19,0.044,121,3821,1.504,-0.19,0.044,271
5.300,Launching,17.3,1.12,0.00,0.00,1.00,0.00,1.00,1,7465,751.7,2.50,-0.29,0.00,-0.44,107,13,2670,4.819,0.22,0.030,720,2675,6.824,0.28,0.030,985,3818,0.341,-0.18,0.044,127,3823,1.436,-0.18,0.044,277
5.320,Launching,18.1,1.13,0.00,0.00,1.00,0.00,0.92,1,7585,724.1,2.50,-0.28,0.00,-0.42,117,15,2671,4.672,0.21,0.030,738,2675,6.582,0.26,0.030,1001,3828,0.304,-0.17,0.044,134,3832,1.292,-0.17,0.044,274
5.340,Launching,19.0,1.24,0.00,0.00,1.00,0.00,0.79,1,7812,678.7,2.50,-0.28,0.00,-0.10,129,16,2657,4.742,0.11,0.030,840,2659,6.424,0.17,0.030,1081,3856,0.308,-0.09,0.044,195,3858,1.041,-0.09,0.044,308
5.360,Launching,19.9,1.24,0.01,0.00,1.00,0.00,0.65,1,8015,541.2,2.17,-0.29,0.00,-0.15,141,18,2639,4.667,0.07,0.030,865,2636,6.095,0.14,0.030,1078,3892,-0.018,-0.06,0.044,173,3890,0.669,-0.06,0.044,258
5.380,Launching,20.8,1.26,0.00,0.00,1.00,0.00,0.52,1,8078,128.3,0.68,-0.29,0.00,-0.04,154,19,2626,4.896,0.08,0.030,922,2623,6.047,0.15,0.030,1098,3918,0.112,-0.08,0.044,167,3915,0.592,-0.08,0.044,236
5.400,Launching,21.5,1.04,0.00,0.01,1.00,0.00,0.39,1,7734,-19.9,0.20,-0.30,0.00,-0.76,166,21,2634,4.594,0.26,0.030,913,2633,5.491,0.32,0.030,1060,3919,0.010,-0.23,0.044,166,3918,0.157,-0.23,0.044,195
5.420,Launching,22.2,1.00,-0.01,0.01,1.00,0.00,0.25,1,7571,262.1,1.05,-0.30,0.00,-0.88,177,22,2647,4.445,0.29,0.030,913,2652,5.092,0.36,0.030,1024,3904,0.009,-0.25,0.044,170,3909,0.103,-0.25,0.044,186
5.440,Launching,22.8,0.88,-0.01,0.01,1.00,0.00,0.12,1,7594,333.5,1.28,-0.29,0.00,-0.77,186,23,2676,4.111,0.26,0.030,877,2685,4.555,0.34,0.030,955,3871,0.003,-0.23,0.044,173,3880,0.029,-0.23,0.044,178
5.460,Launching,23.3,0.64,0.01,0.01,1.00,0.00,0.02,2,7815,395.1,1.56,-0.28,0.00,-0.11,193,24,2737,3.436,0.13,0.030,773,2742,3.732,0.22,0.030,825,3808,-0.001,-0.11,0.044,176,3814,-0.001,-0.11,0.044,177
5.480,Launching,23.8,0.74,0.01,0.01,1.00,0.00,0.32,2,7932,412.6,1.68,-0.27,0.00,-0.24,201,25,2789,2.838,0.14,0.030,688,2788,3.071,0.23,0.030,731,3752,0.005,-0.13,0.044,181,3752,0.055,-0.13,0.044,192
5.500,Launching,24.6,1.04,0.00,0.01,1.00,0.00,0.62,2,7623,251.9,1.04,-0.26,0.00,-0.54,213,27,2785,2.645,0.20,0.031,678,2785,2.981,0.29,0.031,744,3754,0.031,-0.20,0.043,192,3755,0.248,-0.20,0.043,236
5.520,Launching,25.5,1.28,0.00,0.01,1.00,0.00,0.92,2,6969,368.0,1.23,-0.26,0.00,-0.03,229,29,2743,2.881,0.10,0.031,755,2743,3.408,0.20,0.031,859,3806,0.161,-0.11,0.043,228,3807,0.624,-0.11,0.043,319
5.540,Launching,26.4,1.35,0.01,0.01,1.00,0.00,1.00,2,6148,449.6,1.33,-0.27,0.00,0.37,248,31,2695,3.457,0.03,0.030,901,2691,4.161,0.12,0.030,1042,3878,0.583,-0.03,0.044,323,3873,1.112,-0.03,0.044,429
5.560,Launching,27.4,1.36,0.01,0.01,1.00,0.00,1.00,2,6044,486.7,1.41,-0.28,0.00,0.56,267,33,2652,3.559,-0.01,0.030,956,2642,4.296,0.09,0.030,1107,3950,0.485,0.00,0.044,314,3939,0.987,0.00,0.044,418
5.580,Launching,28.3,1.36,0.01,0.01,1.00,0.00,1.00,2,6062,521.9,1.50,-0.30,0.00,0.62,287,36,2614,3.627,-0.02,0.030,1004,2600,4.349,0.07,0.030,1157,4014,0.330,0.01,0.044,290,4000,0.780,0.01,0.044,389
5.600,Launching,29.3,1.33,0.01,0.01,1.00,0.00,1.00,2,6037,549.6,1.58,-0.31,0.00,0.48,308,38,2586,3.576,0.00,0.029,1025,2569,4.296,0.08,0.029,1184,4063,0.085,-0.01,0.045,246,4046,0.496,-0.02,0.045,340
5.620,Launching,30.1,1.24,0.00,0.01,1.00,0.00,1.00,2,6212,575.6,1.66,-0.33,0.00,0.15,328,41,2575,3.686,0.06,0.029,1080,2559,4.375,0.15,0.029,1238,4085,0.092,-0.07,0.045,252,4068,0.446,-0.07,0.045,341
5.640,Launching,31.0,1.17,-0.01,0.01,1.00,0.00,1.00,2,6364,595.1,1.75,-0.34,0.00,-0.30,346,43,2577,3.672,0.13,0.029,1105,2565,4.349,0.21,0.028,1266,4081,0.058,-0.14,0.045,251,4070,0.360,-0.14,0.045,332
5.660,Launching,31.8,1.20,-0.01,0.01,1.00,0.00,1.00,2,6501,621.8,1.85,-0.34,0.00,-0.40,366,45,2579,3.743,0.15,0.028,1142,2572,4.376,0.24,0.028,1293,4071,0.073,-0.15,0.045,258,4064,0.324,-0.15,0.045,310
5.680,Launching,32.6,1.13,-0.01,0.01,1.00,0.00,1.00,2,6383,667.3,1.94,-0.34,0.00,-0.63,384,48,2591,3.702,0.18,0.028,1160,2589,4.156,0.26,0.028,1273,4047,0.016,-0.17,0.045,251,4046,0.111,-0.17,0.045,275
5.700,Launching,33.4,1.05,-0.01,0.01,1.00,0.00,1.00,2,6435,698.9,2.04,-0.34,0.00,-0.86,402,50,2615,3.653,0.23,0.028,1174,2619,4.025,0.32,0.028,1270,4008,0.018,-0.21,0.045,257,4012,0.119,-0.21,0.045,284
5.720,Launching,34.1,1.08,-0.01,0.01,1.00,0.00,1.00,2,6513,729.2,2.14,-0.33,0.00,-0.90,420,52,2635,3.601,0.24,0.028,1187,2644,3.937,0.34,0.028,1277,3974,0.021,-0.22,0.045,264,3983,0.134,-0.22,0.045,294
5.740,Launching,34.9,1.10,-0.01,0.01,1.00,0.00,1.00,2,6614,758.8,2.24,-0.33,0.00,-0.86,439,54,2650,3.557,0.22,0.028,1203,2663,3.880,0.32,0.028,1291,3951,0.025,-0.22,0.045,271,3964,0.148,-0.22,0.045,304
5.760,Launching,35.7,1.13,0.00,0.01,1.00,0.00,1.00,2,6739,788.1,2.35,-0.32,0.00,-0.73,459,57,2662,3.526,0.22,0.028,1223,2676,3.847,0.34,0.028,1312,3941,0.028,-0.21,0.044,278,3955,0.163,-0.21,0.044,315
5.780,Launching,36.5,1.15,0.00,0.01,1.00,0.00,1.00,2,6888,817.5,2.47,-0.32,0.00,-0.57,480,60,2669,3.512,0.20,0.028,1247,2683,3.835,0.33,0.029,1339,3943,0.032,-0.19,0.044,285,3957,0.177,-0.19,0.044,326
5.800,Launching,37.3,1.17,0.00,0.01,1.00,0.00,1.00,2,7044,809.7,2.50,-0.32,0.00,-0.43,502,62,2673,3.509,0.18,0.028,1275,2685,3.834,0.30,0.029,1368,3955,0.034,-0.18,0.044,292,3968,0.180,-0.18,0.044,334
5.820,Launching,38.2,1.17,0.00,0.01,1.00,0.00,1.00,2,7168,786.9,2.50,-0.32,0.00,-0.35,525,65,2675,3.496,0.18,0.029,1299,2686,3.813,0.31,0.029,1392,3973,0.031,-0.17,0.044,298,3984,0.165,-0.17,0.044,337
5.840,Launching,39.0,1.15,0.00,0.01,1.00,0.00,1.00,2,7273,767.8,2.50,-0.32,0.00,-0.35,547,68,2679,3.471,0.18,0.029,1319,2688,3.778,0.32,0.029,1411,3991,0.028,-0.18,0.044,303,4000,0.150,-0.18,0.044,340
5.860,Launching,39.8,1.14,0.00,0.01,1.00,0.00,1.00,2,7361,751.6,2.50,-0.32,0.00,-0.39,571,71,2683,3.437,0.18,0.029,1336,2691,3.731,0.32,0.029,1426,4007,0.025,-0.18,0.044,309,4015,0.138,-0.18,0.044,343
5.880,Launching,40.6,1.13,0.00,0.01,1.00,0.00,1.00,2,7437,737.8,2.50,-0.32,0.00,-0.42,594,74,2687,3.394,0.19,0.029,1349,2695,3.677,0.34,0.029,1438,4020,0.024,-0.19,0.044,315,4028,0.128,-0.19,0.044,347
5.900,Launching,41.4,1.12,0.00,0.01,1.00,0.00,1.00,2,7500,726.1,2.50,-0.32,0.00,-0.45,617,77,2692,3.344,0.20,0.029,1360,2699,3.616,0.34,0.029,1446,4031,0.022,-0.20,0.044,320,4037,0.121,-0.20,0.045,351
5.920,Launching,42.1,1.11,0.00,0.01,1.00,0.00,1.00,2,7554,716.3,2.50,-0.32,0.00,-0.48,641,79,2696,3.288,0.20,0.029,1368,2703,3.551,0.34,0.029,1453,4038,0.021,-0.20,0.045,326,4045,0.114,-0.20,0.045,356
5.940,Launching,42.9,1.10,0.00,0.01,1.00,0.00,1.00,2,7599,708.0,2.50,-0.32,0.00,-0.48,665,82,2701,3.228,0.21,0.028,1373,2708,3.482,0.36,0.029,1457,4044,0.021,-0.21,0.045,332,4051,0.109,-0.21,0.045,361
5.960,Launching,43.7,1.09,0.00,0.01,1.00,0.00,1.00,2,7636,701.2,2.50,-0.32,0.00,-0.46,689,85,2705,3.164,0.21,0.028,1377,2712,3.411,0.37,0.029,1460,4048,0.020,-0.21,0.045,338,4054,0.105,-0.21,0.045,366
5.980,Launching,44.5,1.09,0.00,0.01,1.00,0.00,0.87,2,7667,695.6,2.50,-0.33,0.00,-0.46,714,88,2709,3.098,0.21,0.028,1379,2716,3.338,0.36,0.029,1461,4051,0.020,-0.21,0.045,343,4057,0.102,-0.21,0.045,371
6.000,Launching,45.2,1.09,0.00,0.01,1.00,0.00,0.73,2,7692,691.0,2.50,-0.33,0.00,-0.42,739,92,2713,3.029,0.21,0.028,1379,2719,3.263,0.38,0.029,1460,4054,0.019,-0.21,0.045,349,4060,0.099,-0.21,0.045,377
6.020,Launching,46.0,1.08,0.00,0.01,1.00,0.00,0.60,2,7712,687.3,2.50,-0.33,0.00,-0.39,764,95,2718,2.960,0.21,0.028,1378,2723,3.189,0.38,0.029,1459,4058,0.019,-0.21,0.045,355,4063,0.097,-0.21,0.045,383
6.040,Launching,46.8,1.08,0.00,0.01,1.00,0.00,0.47,2,7728,684.3,2.50,-0.33,0.00,-0.36,790,98,2721,2.890,0.20,0.028,1376,2726,3.114,0.38,0.029,1457,4062,0.019,-0.21,0.045,361,4067,0.095,-0.21,0.045,388
6.060,Launching,47.5,1.04,0.00,0.01,1.00,0.00,0.33,2,7837,626.5,2.37,-0.33,0.00,-0.31,815,101,2729,2.784,0.21,0.028,1358,2733,2.990,0.39,0.028,1432,4064,0.012,-0.21,0.045,364,4067,0.058,-0.21,0.045,380
6.080,Launching,48.1,0.88,0.00,0.01,1.00,0.00,0.20,2,7968,510.4,2.03,-0.32,0.00,-0.08,835,104,2755,2.587,0.19,0.028,1302,2757,2.751,0.37,0.029,1361,4044,0.005,-0.19,0.045,366,4046,0.028,-0.19,0.045,374
6.100,Launching,48.6,0.72,0.01,0.01,1.00,0.00,0.07,2,7963,-70.7,0.10,-0.31,0.00,0.43,851,106,2800,2.290,0.14,0.029,1204,2796,2.404,0.32,0.029,1244,4001,0.001,-0.14,0.044,369,3997,0.009,-0.14,0.044,371
6.120,Launching,49.1,0.61,0.02,0.01,1.00,0.00,0.14,3,7817,-113.4,0.00,-0.30,0.00,1.00,863,108,2857,1.907,0.08,0.029,1073,2844,1.988,0.26,0.029,1101,3942,0.001,-0.08,0.044,372,3930,0.010,-0.08,0.044,376
6.140,Launching,49.6,0.81,0.02,0.01,1.00,0.00,0.44,3,7528,231.9,0.93,-0.29,0.00,0.83,880,110,2886,1.631,0.10,0.030,985,2863,1.726,0.28,0.030,1021,3917,0.008,-0.09,0.044,380,3893,0.045,-0.09,0.044,394
6.160,Launching,50.4,1.04,0.01,0.01,1.00,0.00,0.74,3,7066,341.2,1.17,-0.28,0.01,0.37,906,113,2876,1.510,0.12,0.030,957,2848,1.663,0.28,0.030,1017,3946,0.022,-0.13,0.044,391,3919,0.111,-0.13,0.044,426
6.180,Launching,51.2,1.23,0.01,0.01,1.00,0.00,1.00,3,6335,423.0,1.29,-0.29,0.01,0.39,939,117,2837,1.553,0.11,0.030,995,2809,1.785,0.27,0.030,1086,4021,0.058,-0.13,0.044,413,3993,0.230,-0.13,0.044,480
6.200,Launching,52.2,1.37,0.01,0.01,1.00,0.00,1.00,3,5539,481.4,1.37,-0.30,0.01,0.82,979,122,2789,1.678,0.08,0.030,1064,2759,1.963,0.24,0.030,1176,4121,0.096,-0.08,0.044,435,4090,0.286,-0.08,0.044,509
6.220,Launching,53.2,1.39,0.01,0.01,1.00,0.00,1.00,3,5213,513.0,1.43,-0.32,0.01,1.09,1021,127,2746,1.756,0.05,0.029,1116,2711,2.038,0.20,0.029,1228,4221,0.068,-0.04,0.045,428,4186,0.199,-0.04,0.045,488
6.240,Launching,54.0,1.23,0.01,0.01,1.00,0.00,1.00,3,5159,536.9,1.49,-0.34,0.01,0.65,1060,131,2725,1.759,0.08,0.029,1127,2687,2.012,0.22,0.029,1226,4288,0.022,-0.07,0.046,421,4249,0.123,-0.07,0.045,448
6.260,Launching,54.8,1.14,0.01,0.01,1.00,0.00,1.00,3,5222,559.1,1.54,-0.35,0.01,0.17,1096,135,2716,1.745,0.13,0.028,1145,2679,1.976,0.27,0.028,1242,4317,0.024,-0.11,0.046,424,4280,0.089,-0.11,0.046,464
6.280,Launching,55.7,1.14,0.00,0.01,1.00,0.00,1.00,3,5278,581.0,1.60,-0.37,0.01,-0.18,1131,139,2707,1.751,0.14,0.028,1157,2676,1.976,0.27,0.028,1250,4324,0.020,-0.14,0.046,432,4293,0.115,-0.14,0.046,460
6.300,Launching,56.4,1.13,0.00,0.01,1.00,0.00,1.00,3,5270,604.7,1.67,-0.38,0.01,-0.37,1165,143,2701,1.725,0.16,0.028,1162,2677,1.932,0.29,0.027,1250,4316,0.018,-0.16,0.046,434,4292,0.065,-0.16,0.046,451
6.320,Launching,57.1,0.91,-0.01,0.01,1.00,0.00,1.00,3,5105,631.9,1.72,-0.38,0.01,-0.41,1192,146,2721,1.599,0.16,0.027,1121,2704,1.764,0.29,0.027,1192,4270,0.009,-0.17,0.046,436,4253,0.041,-0.17,0.046,451
6.340,Launching,57.7,0.92,0.00,0.01,1.00,0.00,1.00,3,4973,656.4,1.78,-0.37,0.01,-0.41,1217,149,2744,1.471,0.17,0.027,1077,2732,1.616,0.31,0.027,1141,4213,0.009,-0.17,0.046,442,4201,0.044,-0.17,0.046,457
6.360,Launching,58.4,0.93,0.00,0.01,1.00,0.00,1.00,3,4847,675.1,1.83,-0.37,0.01,-0.41,1243,153,2763,1.343,0.17,0.027,1033,2756,1.481,0.32,0.027,1095,4164,0.010,-0.18,0.046,447,4157,0.046,-0.18,0.045,463
6.380,Launching,59.1,0.95,0.00,0.01,1.00,0.00,1.00,3,4726,692.9,1.89,-0.36,0.01,-0.42,1269,156,2780,1.220,0.17,0.028,990,2777,1.355,0.31,0.027,1051,4129,0.011,-0.18,0.045,452,4126,0.048,-0.18,0.045,470
6.400,Launching,59.7,0.96,0.00,0.01,1.00,0.00,1.00,3,4611,710.1,1.94,-0.35,0.00,-0.40,1297,160,2795,1.101,0.18,0.028,948,2796,1.236,0.33,0.028,1009,4110,0.011,-0.19,0.045,458,4110,0.050,-0.19,0.045,476
6.420,Launching,60.4,0.98,0.00,0.01,1.00,0.00,1.00,3,4501,726.6,1.99,-0.34,0.00,-0.40,1326,164,2809,0.988,0.17,0.028,907,2812,1.123,0.32,0.028,969,4106,0.012,-0.19,0.045,463,4110,0.052,-0.19,0.045,482
6.440,Launching,61.1,0.99,0.00,0.01,1.00,0.00,1.00,3,4397,742.6,2.03,-0.34,0.00,-0.36,1357,167,2820,0.881,0.18,0.028,868,2826,1.017,0.33,0.028,932,4117,0.012,-0.19,0.045,469,4123,0.054,-0.19,0.045,488
6.460,Launching,61.8,1.00,0.00,0.01,1.00,0.00,1.00,3,4299,758.1,2.08,-0.34,0.00,-0.33,1389,171,2830,0.780,0.18,0.028,831,2836,0.916,0.34,0.028,895,4138,0.013,-0.19,0.045,475,4145,0.055,-0.19,0.045,495
6.480,Launching,62.6,1.01,0.00,0.01,1.00,0.00,1.00,3,4206,773.1,2.13,-0.34,0.00,-0.31,1422,175,2836,0.684,0.17,0.028,795,2845,0.822,0.33,0.028,861,4166,0.013,-0.19,0.045,480,4175,0.056,-0.19,0.045,501
6.500,Launching,63.3,1.02,0.00,0.01,1.00,0.00,1.00,3,4120,787.9,2.17,-0.34,0.00,-0.28,1456,179,2841,0.595,0.18,0.028,762,2850,0.734,0.35,0.028,829,4198,0.013,-0.19,0.045,486,4207,0.057,-0.19,0.045,507
6.520,Launching,64.0,1.03,0.00,0.01,1.00,0.00,1.00,3,4041,802.4,2.21,-0.34,0.00,-0.25,1491,184,2843,0.512,0.18,0.028,731,2852,0.652,0.35,0.028,799,4231,0.014,-0.19,0.045,492,4240,0.058,-0.19,0.045,513
6.540,Launching,64.7,1.04,0.00,0.01,1.00,0.00,1.00,3,3969,815.8,2.26,-0.35,0.00,-0.24,1527,188,2842,0.435,0.18,0.028,701,2852,0.576,0.35,0.028,771,4262,0.014,-0.19,0.045,497,4271,0.059,-0.19,0.046,520
