===== VEHICLE DYNAMICS BENCHMARK REPORT =====
Test Weight: 1320 kg
0-100 km/h Time: 3.63 sec
Braking Distance (100-0): 50.3 meters
Peak Acceleration: 3.38 G
Peak Braking: 11.44 G
Peak Lateral Grip: 8.05 G
Peak Downforce Generated: 44923 N (approx 4579 kg)
Peak Engine Speed: 8080 RPM
Peak Manifold Pressure: 3.49 Bar
Top Speed Reached: 310.4 km/h
=============================================

Time,TestStage,SpeedKmh,Accel_Long_G,Accel_Lat_G,Steer,Throttle,Brake,Clutch,Gear,RPM,Torque_Nm,Boost_Bar,Pitch,Roll,YawRate,Aero_Downforce_N,Aero_Drag_N,FL_Load_N,FL_Travel_m,FL_Slip,FL_SlipAng_deg,FL_RPM,FL_LongForce_N,FL_LatForce_N,FL_BrakeTrq_Nm,FL_ABS_Active,FR_Load_N,FR_Travel_m,FR_Slip,FR_SlipAng_deg,FR_RPM,FR_LongForce_N,FR_LatForce_N,FR_BrakeTrq_Nm,FR_ABS_Active,RL_Load_N,RL_Travel_m,RL_Slip,RL_SlipAng_deg,RL_RPM,RL_LongForce_N,RL_LatForce_N,RL_BrakeTrq_Nm,RL_ABS_Active,RR_Load_N,RR_Travel_m,RR_Slip,RR_SlipAng_deg,RR_RPM,RR_LongForce_N,RR_LatForce_N,RR_BrakeTrq_Nm,RR_ABS_Active
5.660,Launching,0.0,0.00,0.00,0.00,1.00,0.00,0.00,0,876,0.0,0.29,-0.05,0.00,0.00,0,0,3125,-0.001,0.000,0.00,0,3,0,6000,0,3125,-0.001,0.000,0.00,0,3,0,6000,0,3349,0.001,0.000,0.00,0,3,0,6000,0,3349,0.001,0.000,0.00,0,3,0,6000,0
5.680,Launching,0.0,0.00,0.00,0.00,1.00,0.00,0.00,0,921,104.4,0.30,-0.05,0.00,0.00,0,0,3126,-0.001,0.001,0.00,0,2,0,0,0,3126,-0.001,0.001,0.00,0,2,0,0,0,3349,0.001,0.001,0.00,0,2,0,0,0,3349,0.001,0.001,0.00,0,2,0,0,0
5.700,Launching,0.0,0.00,0.00,0.00,1.00,0.00,0.00,0,1043,204.1,0.31,-0.05,0.00,0.00,0,0,3126,-0.001,0.001,0.00,0,1,0,0,0,3126,-0.001,0.001,0.00,0,1,0,0,0,3349,0.001,0.001,0.00,0,2,0,0,0,3349,0.001,0.001,0.00,0,2,0,0,0
5.720,Launching,0.0,0.00,0.00,0.00,1.00,0.00,0.00,0,1215,229.6,0.33,-0.05,0.00,0.00,0,0,3126,-0.001,0.001,0.00,0,0,0,0,0,3126,-0.001,0.001,0.00,0,0,0,0,0,3348,0.001,0.001,0.00,0,1,0,0,0,3348,0.001,0.001,0.00,0,1,0,0,0
5.740,Launching,0.0,0.00,0.00,0.00,1.00,0.00,0.00,0,1394,239.2,0.34,-0.05,0.00,0.00,0,0,3126,-0.001,0.001,0.00,0,-1,0,0,0,3126,-0.001,0.001,0.00,0,-1,0,0,0,3348,0.001,0.001,0.00,0,0,0,0,0,3348,0.001,0.001,0.00,0,0,0,0,0
5.760,Launching,0.0,0.00,0.00,0.00,1.00,0.00,0.00,0,1581,249.2,0.36,-0.05,0.00,0.00,0,0,3126,-0.001,0.000,0.00,0,-1,0,0,0,3126,-0.001,0.000,0.00,0,-1,0,0,0,3348,0.001,0.001,0.00,0,-1,0,0,0,3348,0.001,0.001,0.00,0,-1,0,0,0
5.780,Launching,0.0,0.00,0.00,0.00,1.00,0.00,0.00,0,1775,259.7,0.38,-0.05,0.00,0.00,0,0,3127,-0.001,0.000,0.00,0,-1,0,0,0,3127,-0.001,0.000,0.00,0,-1,0,0,0,3348,0.001,0.001,0.00,0,-1,0,0,0,3348,0.001,0.001,0.00,0,-1,0,0,0
5.800,Launching,0.0,0.00,0.00,0.00,1.00,0.00,0.00,0,1978,270.5,0.39,-0.05,0.00,0.00,0,0,3127,-0.001,-0.001,0.00,0,-1,0,0,0,3127,-0.001,-0.001,0.00,0,-1,0,0,0,3348,0.001,0.000,0.00,0,-2,0,0,0,3348,0.001,0.000,0.00,0,-2,0,0,0
5.820,Launching,0.0,0.02,0.00,0.00,1.00,0.00,0.05,1,2175,279.6,0.41,-0.05,0.00,-0.05,0,0,3121,-0.001,0.157,0.10,2,353,2,0,0,3121,-0.001,0.229,0.10,4,516,2,0,0,3352,0.001,0.078,-0.09,1,152,-2,0,0,3352,0.001,0.294,-0.09,4,751,-2,0,0
5.840,Launching,0.3,0.35,0.00,0.00,1.00,0.00,0.15,1,2276,284.3,0.42,-0.07,0.00,-0.82,0,0,3008,-0.001,0.134,2.23,4,1209,129,0,0,3009,-0.001,0.202,2.23,6,1807,120,0,0,3442,0.001,0.058,-2.07,3,149,-146,0,0,3443,0.001,0.345,-2.07,8,2869,-111,0,0
5.860,Launching,0.7,0.69,-0.01,0.00,1.00,0.00,0.25,1,2264,284.1,0.44,-0.11,0.00,-1.73,0,0,2789,-0.002,0.161,5.09,8,2229,433,0,0,2794,-0.002,0.519,5.09,14,3151,298,0,0,3627,0.002,0.053,-4.47,6,657,-653,0,0,3631,0.002,0.817,-4.48,19,4528,-259,0,0
5.880,Launching,1.4,0.93,-0.04,0.00,1.00,0.00,0.23,1,2179,280.1,0.45,-0.18,-0.01,-2.12,1,0,2493,-0.003,0.072,7.33,10,2765,602,0,0,2535,-0.003,1.289,7.35,29,3365,246,0,0,3869,0.003,-0.169,-4.72,8,1222,-1360,0,0,3904,0.003,0.769,-4.72,20,5214,-266,0,0
5.900,Launching,2.0,0.82,-0.07,0.00,1.00,0.00,0.20,1,2156,278.8,0.46,-0.26,-0.02,-2.49,2,0,2256,-0.005,-0.111,9.75,15,1313,1402,0,0,2375,-0.005,0.025,8.63,16,3170,305,0,0,4056,0.005,0.190,-3.64,17,328,-1997,0,0,4156,0.005,-1.363,-3.21,-8,5360,-640,0,0
5.920,Launching,2.4,0.59,-0.15,0.00,1.00,0.00,0.19,1,2150,278.3,0.48,-0.33,-0.05,-0.69,2,0,2112,-0.007,0.152,7.11,20,1970,1312,0,0,2386,-0.006,-0.577,6.94,7,3115,567,0,0,4108,0.006,0.554,3.58,29,835,-1895,0,0,4341,0.007,1.165,3.46,39,4200,-1300,0,0
5.940,Launching,2.9,0.74,0.00,0.00,1.00,0.00,0.19,1,2149,278.1,0.49,-0.38,-0.07,0.12,4,1,2033,-0.009,-0.119,4.16,20,1464,1600,0,0,2307,-0.007,-0.696,4.24,8,2426,1325,0,0,4216,0.008,0.082,4.24,29,-1561,-1063,0,0,4463,0.009,-0.621,4.25,11,3511,-805,0,0
5.960,Launching,3.3,0.59,0.16,0.00,1.00,0.00,0.19,1,2148,278.1,0.50,-0.42,-0.06,1.56,5,1,2142,-0.010,0.199,-1.26,31,1754,1546,0,0,2218,-0.008,0.494,-1.26,38,2158,1371,0,0,4320,0.009,-0.271,3.24,19,244,-279,0,0,4414,0.011,-0.018,3.40,23,4485,-60,0,0
5.980,Launching,3.8,0.64,0.17,0.00,1.00,0.00,0.19,1,2148,278.3,0.51,-0.44,-0.02,1.13,6,1,2258,-0.011,-0.067,-2.92,27,2088,1316,0,0,2130,-0.009,0.406,-2.97,39,2730,538,0,0,4411,0.010,0.060,0.09,30,571,34,0,0,4330,0.012,0.202,0.09,34,4134,143,0,0
6.000,Launching,4.3,0.67,0.14,0.00,1.00,0.00,0.19,1,2148,278.4,0.53,-0.45,0.02,0.34,7,1,2344,-0.011,-0.052,-3.22,32,1424,1377,0,0,2071,-0.010,0.117,-3.21,36,2702,332,0,0,4470,0.011,0.020,-2.34,34,-227,-239,0,0,4227,0.012,0.042,-2.37,34,4123,-52,0,0
6.020,Launching,4.7,0.66,0.04,0.00,1.00,0.00,0.19,1,2148,278.4,0.54,-0.46,0.06,-0.13,9,2,2406,-0.011,0.078,-2.68,38,1863,921,0,0,2083,-0.011,0.021,-2.63,36,2704,235,0,0,4464,0.012,-0.037,-3.01,34,152,-897,0,0,4145,0.011,0.039,-3.00,37,4269,-462,0,0
6.040,Launching,5.2,0.66,-0.07,0.00,1.00,0.00,0.19,1,2148,278.4,0.55,-0.45,0.07,-0.24,11,2,2412,-0.010,-0.031,-1.43,38,1524,687,0,0,2161,-0.012,-0.087,-1.38,36,2735,182,0,0,4389,0.012,0.022,-2.01,40,154,-1403,0,0,4126,0.011,0.078,-2.00,42,4188,-801,0,0
6.060,Launching,5.6,0.65,-0.12,0.00,1.00,0.00,0.19,1,2148,278.4,0.56,-0.44,0.07,-0.21,13,2,2385,-0.010,0.075,-0.05,46,1676,498,0,0,2256,-0.012,-0.115,0.00,38,2570,199,0,0,4255,0.012,-0.008,-0.57,42,32,-1517,0,0,4141,0.010,0.037,-0.56,44,4193,-914,0,0
