Time_s,Speed_Kmh,YawRate_deg,Pitch_deg,Roll_deg,EngineRPM,Gear,NetTorque,FL_Load_N,FL_Travel_m,FL_SlipLong,FL_SlipAngle_deg,FL_DynamicToe_deg,FL_ForceLong_N,FL_ForceLat_N,FR_Load_N,FR_Travel_m,FR_SlipLong,FR_SlipAngle_deg,FR_DynamicToe_deg,FR_ForceLong_N,FR_ForceLat_N,RL_Load_N,RL_Travel_m,RL_SlipLong,RL_SlipAngle_deg,RL_DynamicToe_deg,RL_ForceLong_N,RL_ForceLat_N,RR_Load_N,RR_Travel_m,RR_SlipLong,RR_SlipAngle_deg,RR_DynamicToe_deg,RR_ForceLong_N,RR_ForceLat_N
7.040,11.1,-0.385,0.080,0.009,1579,1,134.1,3192,0.0023,-0.0001,0.0957,-0.2639,-82,213,3172,0.0019,0.0011,0.1101,0.2213,-73,259,2974,-0.0020,0.0369,-0.1847,-0.3501,1759,-305,2957,-0.0024,0.0953,-0.0398,0.4141,3045,-176
7.060,11.3,-0.337,0.066,0.007,1579,1,134.1,3172,0.0019,-0.0004,0.0827,-0.2223,-82,186,3159,0.0017,0.0002,0.1825,0.1939,-97,253,2995,-0.0016,0.0426,-0.1290,-0.2703,1752,-259,2984,-0.0018,0.0851,-0.0880,0.3130,3005,-152
7.080,11.6,-0.314,0.053,0.003,1579,1,134.1,3156,0.0017,-0.0005,0.0740,-0.1891,-84,159,3147,0.0015,-0.0020,0.0770,0.1693,-83,208,3008,-0.0013,0.0343,-0.1494,-0.2183,1754,-230,3001,-0.0014,0.0867,-0.1566,0.2481,3038,-139
7.100,11.9,-0.350,0.041,-0.001,1579,1,134.1,3142,0.0014,-0.0008,0.0651,-0.1596,-81,134,3137,0.0013,-0.0008,0.2765,0.1492,-91,246,3023,-0.0010,0.0362,-0.2048,-0.1640,1759,-225,3019,-0.0010,0.0816,-0.1227,0.1796,3036,-123
7.120,12.1,-0.439,0.034,-0.003,1579,1,134.1,3129,0.0012,-0.0006,0.1002,-0.1328,-82,130,3131,0.0012,-0.0014,0.1770,0.1365,-75,236,3036,-0.0007,0.0358,-0.2006,-0.1130,1750,-216,3037,-0.0006,0.0810,-0.1890,0.1075,3026,-127
7.140,12.4,-0.466,0.028,-0.006,1579,1,134.1,3121,0.0010,-0.0008,0.1546,-0.1151,-90,148,3125,0.0011,-0.0001,0.1220,0.1238,-72,208,3043,-0.0005,0.0283,-0.2671,-0.0876,1753,-237,3046,-0.0004,0.0768,-0.1776,0.0746,3069,-124
7.160,12.6,-0.504,0.023,-0.009,1579,1,134.1,3113,0.0009,-0.0014,0.0888,-0.0986,-78,135,3122,0.0010,0.0000,0.1983,0.1173,-93,219,3049,-0.0004,0.0312,-0.2479,-0.0642,1753,-246,3056,-0.0002,0.0736,-0.2407,0.0361,3042,-146
7.180,12.9,-0.527,0.020,-0.010,1579,1,134.1,3107,0.0008,-0.0005,0.1664,-0.0860,-86,157,3120,0.0010,-0.0017,0.0949,0.1141,-82,185,3054,-0.0003,0.0301,-0.2563,-0.0430,1758,-257,3065,0.0000,0.0754,-0.2723,0.0009,3049,-168
7.200,13.1,-0.528,0.020,-0.011,1579,1,134.1,3104,0.0007,-0.0011,0.1124,-0.0800,-82,148,3119,0.0010,-0.0008,0.1190,0.1106,-80,170,3057,-0.0002,0.0270,-0.2595,-0.0323,1757,-268,3069,0.0001,0.0714,-0.2596,-0.0136,3069,-179
7.220,13.4,-0.568,0.022,-0.008,1579,1,133.9,3102,0.0007,-0.0008,0.1206,-0.0759,-82,146,3118,0.0010,-0.0007,0.1599,0.1091,-88,177,3056,-0.0002,0.0197,-0.2400,-0.0352,1702,-267,3069,0.0001,0.0560,-0.1553,-0.0146,3050,-159
7.240,13.7,-0.558,0.024,-0.008,1596,1,134.5,3103,0.0007,-0.0011,0.1405,-0.0789,-88,153,3116,0.0009,-0.0014,0.1444,0.1040,-85,175,3052,-0.0003,0.0238,-0.2311,-0.0509,1706,-263,3062,-0.0001,0.0597,-0.2050,0.0131,3000,-164
7.260,13.9,-0.574,0.028,-0.005,1631,1,135.5,3104,0.0007,-0.0015,0.1387,-0.0803,-86,159,3115,0.0009,-0.0012,0.1600,0.1033,-86,182,3049,-0.0004,0.0256,-0.2019,-0.0648,1713,-246,3058,-0.0002,0.0655,-0.1826,0.0302,2996,-156
7.280,14.1,-0.897,0.034,-0.001,1716,1,137.2,3107,0.0008,-0.0007,0.2294,-0.0865,-58,180,3114,0.0009,-0.0008,0.2321,0.1005,-68,196,3044,-0.0005,0.0711,-0.3246,-0.0828,579,-276,3049,-0.0004,0.0961,-0.3261,0.0618,2792,-192
7.300,14.3,-0.962,0.040,0.002,1763,1,139.3,3113,0.0009,-0.0015,0.2654,-0.0990,-90,236,3114,0.0009,-0.0013,0.3395,0.1007,-96,278,3038,-0.0006,0.0829,-0.3581,-0.1050,2284,-279,3039,-0.0006,0.1114,-0.3850,0.1025,3130,-195
7.320,14.5,-1.150,0.045,0.005,1831,1,141.5,3119,0.0010,-0.0012,0.2916,-0.1117,-59,268,3116,0.0009,-0.0019,0.2733,0.1042,-69,287,3031,-0.0008,-0.1194,-0.4377,-0.1316,661,-361,3028,-0.0008,0.0198,-0.4444,0.1429,3259,-178
7.340,14.7,-1.586,0.050,0.007,1886,1,143.1,3125,0.0011,-0.0002,0.3341,-0.1246,-60,305,3118,0.0010,-0.0005,0.4168,0.1092,-76,354,3025,-0.0009,-0.1151,-0.5849,-0.1541,463,-440,3019,-0.0010,0.0919,-0.5834,0.1772,3275,-155
7.360,15.0,-1.249,0.051,0.006,1906,1,143.4,3132,0.0012,-0.0016,0.2552,-0.1389,-116,347,3122,0.0010,-0.0015,0.2049,0.1170,-87,355,3022,-0.0010,0.0695,-0.5783,-0.1680,2643,-427,3013,-0.0012,0.1982,-0.5566,0.2008,3203,-145
7.380,15.3,-0.651,0.050,0.002,1835,1,141.2,3134,0.0012,-0.0018,0.0883,-0.1428,-94,291,3126,0.0011,-0.0009,0.0238,0.1251,-83,266,3021,-0.0010,0.0098,-0.3651,-0.1716,1806,-485,3014,-0.0012,0.1306,-0.3967,0.1981,3222,-151
7.400,15.6,-0.394,0.046,-0.003,1829,1,141.1,3132,0.0012,-0.0016,0.1471,-0.1381,-97,258,3128,0.0011,-0.0011,0.0413,0.1307,-96,195,3022,-0.0010,0.0271,-0.2752,-0.1680,1903,-424,3019,-0.0010,0.0679,-0.2443,0.1791,3282,-178
7.420,15.8,-0.387,0.044,-0.005,1829,1,141.0,3127,0.0011,-0.0013,-0.0112,-0.1274,-61,148,3131,0.0012,-0.0016,-0.0093,0.1372,-81,110,3024,-0.0009,0.0246,-0.1069,-0.1595,1695,-317,3028,-0.0008,0.0376,-0.1362,0.1447,3158,-199
7.440,16.1,-0.457,0.045,-0.004,1892,1,142.7,3124,0.0011,0.0003,0.0855,-0.1212,-81,124,3131,0.0012,-0.0008,0.1878,0.1353,-94,149,3026,-0.0009,0.0301,-0.1296,-0.1515,1768,-246,3032,-0.0008,0.0699,-0.0340,0.1302,2992,-149
7.460,16.3,-0.511,0.046,-0.004,1949,1,144.3,3123,0.0010,-0.0010,0.1079,-0.1187,-97,121,3128,0.0011,-0.0016,0.0797,0.1303,-78,123,3022,-0.0010,0.0310,-0.2031,-0.1658,1907,-229,3027,-0.0009,0.0940,-0.2098,0.1484,3130,-136
7.480,16.6,-0.618,0.045,-0.004,1977,1,145.1,3120,0.0010,-0.0018,0.1009,-0.1140,-87,116,3126,0.0011,-0.0006,0.1188,0.1260,-84,126,3019,-0.0010,0.0287,-0.2105,-0.1793,1921,-220,3023,-0.0009,0.0916,-0.2233,0.1613,3194,-129
7.500,16.9,-0.730,0.043,-0.006,2004,1,145.9,3118,0.0009,-0.0011,0.1435,-0.1088,-83,135,3123,0.0010,-0.0009,0.1393,0.1196,-90,139,3019,-0.0010,0.0299,-0.2111,-0.1794,1911,-215,3023,-0.0009,0.0855,-0.2207,0.1632,3192,-129
7.520,17.2,-0.821,0.043,-0.007,2037,1,146.8,3113,0.0009,-0.0009,0.1466,-0.0996,-84,153,3122,0.0010,-0.0013,0.2026,0.1165,-97,183,3019,-0.0010,0.0302,-0.2226,-0.1795,1912,-215,3025,-0.0009,0.0852,-0.2780,0.1542,3179,-148
7.540,17.4,-0.839,0.041,-0.007,2075,1,147.8,3110,0.0008,-0.0010,0.1374,-0.0918,-91,165,3120,0.0010,-0.0016,0.1608,0.1134,-86,194,3017,-0.0011,0.0307,-0.2273,-0.1866,1944,-219,3025,-0.0009,0.0909,-0.2989,0.1543,3190,-162
7.560,17.7,-0.804,0.037,-0.007,2113,1,148.9,3108,0.0008,-0.0014,0.1710,-0.0873,-96,188,3117,0.0009,-0.0010,0.1149,0.1070,-79,178,3019,-0.0010,0.0325,-0.2725,-0.1780,1965,-245,3027,-0.0009,0.0938,-0.2652,0.1484,3209,-159
7.580,18.0,-0.792,0.031,-0.006,2144,1,149.7,3105,0.0007,-0.0014,0.0934,-0.0819,-80,163,3115,0.0009,-0.0007,0.1440,0.1023,-93,183,3024,-0.0009,0.0318,-0.1247,-0.1581,1979,-191,3032,-0.0007,0.0940,-0.2561,0.1275,3222,-155
7.600,18.1,-2.230,0.033,0.003,2258,1,154.1,3103,0.0007,0.0020,0.4292,-0.0772,-11,243,3112,0.0008,-0.0002,0.4393,0.0966,-64,259,3034,-0.0007,-0.3027,-0.6049,-0.1201,-3011,-199,3042,-0.0005,0.0707,-0.6577,0.0910,3226,-100
7.620,18.1,-4.494,0.043,0.020,2305,1,153.5,3112,0.0008,0.0002,0.7307,-0.0973,-39,446,3109,0.0008,-0.0008,0.6878,0.0897,-50,438,3039,-0.0006,0.0689,-1.4518,-0.1005,-3101,-444,3036,-0.0007,0.1979,-1.4442,0.1120,3270,-260
7.640,18.1,-5.359,0.061,0.035,2402,1,155.3,3137,0.0013,-0.0028,0.8593,-0.1489,-68,702,3109,0.0008,-0.0008,0.7805,0.0899,-55,658,3039,-0.0006,0.1939,-1.8791,-0.1035,-29,-1263,3015,-0.0011,0.4169,-1.8684,0.1920,3181,-358
7.660,18.2,-4.792,0.081,0.041,2563,1,159.8,3167,0.0018,-0.0010,0.6090,-0.2102,-39,780,3116,0.0009,-0.0008,0.7718,0.1046,-74,827,3027,-0.0009,0.0115,-1.7517,-0.1462,-1916,-1367,2986,-0.0018,0.5202,-1.8137,0.3046,2844,-227
7.680,18.2,-5.142,0.098,0.052,2515,1,160.4,3188,0.0022,0.0000,0.4688,-0.2546,-22,727,3129,0.0012,-0.0021,0.6577,0.1324,-55,841,3006,-0.0013,-0.1982,-2.0484,-0.2275,-2973,-1049,2958,-0.0024,0.1555,-2.0310,0.4107,2836,-263
7.700,18.2,-5.069,0.113,0.057,2575,1,161.2,3213,0.0027,-0.0001,0.4264,-0.3076,-54,681,3139,0.0013,-0.0010,0.4440,0.1531,-25,747,2993,-0.0016,0.0489,-2.2257,-0.2791,-1146,-1845,2932,-0.0030,0.3949,-2.1547,0.5109,2784,-277
7.720,18.3,-3.606,0.126,0.044,2767,1,163.7,3237,0.0031,0.0011,0.1318,-0.3579,-60,525,3155,0.0016,0.0011,0.2041,0.1867,-42,593,2982,-0.0019,-0.3115,-1.7101,-0.3210,-1972,-1675,2914,-0.0034,0.4874,-1.6809,0.5778,2533,-164
7.740,18.4,-2.589,0.136,0.020,2859,1,164.0,3245,0.0033,-0.0029,0.0276,-0.3736,-111,361,3182,0.0021,-0.0012,0.0373,0.2415,-74,403,2963,-0.0023,-0.0006,-1.2010,-0.3921,680,-1698,2911,-0.0034,0.7668,-1.3074,0.5902,2499,-134
7.760,18.5,-2.023,0.142,-0.009,3041,1,170.1,3240,0.0032,-0.0019,0.0265,-0.3631,-41,216,3211,0.0026,-0.0012,0.0647,0.3019,-59,261,2938,-0.0028,-0.2623,-0.8718,-0.4860,-1647,-1323,2914,-0.0034,0.7009,-0.9077,0.5776,2368,-73
7.780,18.6,-1.862,0.144,-0.034,3218,1,178.5,3226,0.0029,-0.0001,0.1304,-0.3339,-70,189,3239,0.0031,-0.0008,0.1278,0.3604,-63,215,2915,-0.0034,0.1723,-0.8108,-0.5759,909,-1194,2925,-0.0031,1.1375,-0.8036,0.5362,2321,-51
7.800,18.7,-1.504,0.141,-0.057,3352,1,196.1,3211,0.0026,-0.0010,0.1915,-0.3033,-86,219,3260,0.0035,-0.0007,0.1663,0.4056,-69,222,2900,-0.0037,-0.1870,-0.6262,-0.6341,467,-1010,2940,-0.0028,0.9829,-0.5941,0.4806,2289,-35
7.820,18.9,-1.238,0.136,-0.073,3513,1,218.5,3194,0.0023,-0.0017,0.0962,-0.2673,-65,188,3276,0.0038,-0.0009,0.2472,0.4378,-83,277,2891,-0.0039,0.0674,-0.5082,-0.6655,856,-817,2958,-0.0024,1.2453,-0.4492,0.4097,2274,-24
7.840,19.0,-0.861,0.128,-0.085,3578,1,246.4,3178,0.0020,-0.0012,0.0749,-0.2341,-84,170,3283,0.0039,-0.0018,0.0941,0.4522,-70,233,2888,-0.0040,0.0129,-0.3708,-0.6794,1331,-637,2973,-0.0020,1.2409,-0.3103,0.3523,2278,-18
7.860,19.2,-0.532,0.119,-0.091,3761,1,283.0,3161,0.0017,-0.0011,0.0077,-0.1986,-72,114,3284,0.0040,-0.0008,0.0033,0.4543,-61,147,2890,-0.0039,0.0342,-0.2559,-0.6693,1295,-488,2991,-0.0017,1.3769,-0.1797,0.2858,2257,-10
7.880,19.5,-0.178,0.108,-0.091,4057,1,333.0,3146,0.0015,-0.0008,-0.0263,-0.1679,-80,64,3277,0.0038,-0.0003,-0.0257,0.4407,-78,83,2896,-0.0038,-0.0165,-0.1426,-0.6465,2710,-266,3004,-0.0014,1.4468,-0.1027,0.2372,2235,-6
7.900,19.8,0.421,0.095,-0.092,4452,1,384.8,3133,0.0012,-0.0008,-0.1125,-0.1406,-96,-2,3265,0.0036,-0.0008,-0.0839,0.4149,-95,22,2906,-0.0035,0.2783,0.0141,-0.6093,3139,-102,3014,-0.0012,1.8432,0.0596,0.1978,2207,-1
7.920,20.1,0.873,0.079,-0.089,4764,1,427.3,3118,0.0009,-0.0011,-0.2033,-0.1088,-87,-104,3250,0.0034,-0.0013,-0.1962,0.3841,-84,-91,2920,-0.0032,0.4488,0.2218,-0.5566,3113,-2,3028,-0.0008,1.9870,0.2100,0.1437,2197,4
7.940,20.3,1.071,0.062,-0.082,5121,1,462.0,3103,0.0007,-0.0008,-0.1728,-0.0789,-85,-160,3232,0.0030,-0.0008,-0.1427,0.3468,-86,-138,2940,-0.0028,0.5564,0.3770,-0.4787,2864,31,3046,-0.0004,1.9860,0.2977,0.0768,2195,6
7.960,20.6,1.102,0.046,-0.074,5582,1,490.0,3093,0.0005,-0.0008,-0.1211,-0.0572,-82,-172,3212,0.0027,-0.0008,-0.1216,0.3044,-79,-164,2965,-0.0022,0.3291,0.4182,-0.3833,2668,34,3062,-0.0001,1.9143,0.3792,0.0126,2192,8
7.980,20.9,1.072,0.034,-0.067,6049,1,498.0,3086,0.0004,-0.0009,-0.0342,-0.0425,-83,-131,3192,0.0023,-0.0006,-0.0472,0.2631,-81,-136,2992,-0.0016,0.7364,0.4383,-0.2827,2521,29,3078,0.0003,2.2394,0.4286,-0.0482,2186,9
8.000,21.1,1.019,0.026,-0.056,6422,1,503.9,3080,0.0003,-0.0010,0.0391,-0.0303,-85,-61,3177,0.0020,-0.0008,0.0027,0.2311,-85,-85,3010,-0.0012,0.9795,0.4739,-0.2108,2413,25,3089,0.0005,2.3265,0.5025,-0.0906,2185,11
8.020,21.4,1.073,0.020,-0.049,7043,1,489.7,3080,0.0003,-0.0011,0.0245,-0.0307,-77,-28,3161,0.0017,-0.0011,0.0794,0.1994,-89,-8,3026,-0.0009,1.3747,0.4721,-0.1504,2335,20,3092,0.0006,2.7417,0.6467,-0.1026,2168,12
8.040,21.6,1.131,0.016,-0.042,7512,1,-180.9,3080,0.0003,-0.0008,0.0335,-0.0310,-80,-1,3152,0.0016,-0.0012,0.0342,0.1792,-76,10,3038,-0.0006,1.2899,0.5533,-0.1069,2289,20,3096,0.0007,2.6876,0.5445,-0.1155,2158,10
8.060,21.8,1.231,0.017,-0.034,7459,1,478.2,3083,0.0003,-0.0011,0.0899,-0.0362,-92,50,3143,0.0014,-0.0008,0.1302,0.1622,-91,81,3048,-0.0004,1.3861,0.5371,-0.0670,2289,20,3098,0.0007,2.5854,0.5561,-0.1220,2167,11
8.080,22.1,1.368,0.019,-0.029,7441,1,-180.6,3088,0.0004,-0.0014,0.0080,-0.0470,-76,26,3137,0.0013,-0.0014,0.0209,0.1494,-73,50,3051,-0.0003,1.4441,0.5744,-0.0550,2282,20,3091,0.0006,2.5629,0.6265,-0.0987,2168,12
8.100,22.3,1.481,0.022,-0.026,7463,1,-180.7,3093,0.0005,-0.0009,0.0803,-0.0562,-88,55,3135,0.0013,-0.0007,0.0215,0.1440,-78,32,3050,-0.0003,1.4406,0.5991,-0.0580,2280,21,3085,0.0004,2.4524,0.6742,-0.0737,2171,14
8.120,22.5,1.550,0.028,-0.022,7482,1,-180.8,3096,0.0006,-0.0013,0.0347,-0.0636,-80,42,3134,0.0012,-0.0010,0.0634,0.1430,-92,48,3048,-0.0004,1.3507,0.6453,-0.0682,2272,22,3079,0.0003,2.2535,0.7482,-0.0508,2175,16
8.140,22.8,1.630,0.034,-0.019,7446,1,-180.7,3102,0.0007,-0.0011,0.0389,-0.0753,-81,35,3133,0.0012,-0.0015,0.0403,0.1407,-82,39,3040,-0.0006,1.5026,0.6754,-0.0975,2252,22,3066,0.0000,2.2424,0.6576,-0.0006,2170,14
8.160,23.0,1.661,0.040,-0.013,7429,1,-180.6,3106,0.0007,-0.0011,0.0147,-0.0850,-79,15,3133,0.0012,-0.0011,0.0199,0.1411,-76,20,3031,-0.0008,1.4186,0.6904,-0.1313,2247,22,3053,-0.0003,2.0956,0.7055,0.0471,2172,16
8.180,23.2,1.717,0.045,-0.008,7403,1,-180.6,3113,0.0009,-0.0011,0.1261,-0.0979,-97,74,3132,0.0012,-0.0009,0.0339,0.1381,-81,20,3025,-0.0009,1.5526,0.6951,-0.1553,2233,22,3041,-0.0006,2.0378,0.7081,0.0950,2172,17
8.200,23.5,1.791,0.052,-0.005,7331,1,-180.4,3119,0.0010,-0.0016,0.0430,-0.1110,-74,52,3130,0.0012,-0.0012,0.0972,0.1346,-91,59,3020,-0.0010,1.5873,0.9337,-0.1738,2224,28,3029,-0.0008,1.9832,0.7509,0.1384,2174,18
8.220,23.7,1.848,0.057,-0.001,7463,1,507.3,3123,0.0010,-0.0009,0.0927,-0.1199,-83,73,3131,0.0012,-0.0014,0.0424,0.1354,-78,45,3010,-0.0012,1.5331,0.7504,-0.2118,2223,24,3016,-0.0011,1.8428,0.7778,0.1884,2178,20
8.240,23.9,1.921,0.058,0.003,7501,1,-180.8,3128,0.0011,-0.0011,0.0553,-0.1296,-81,58,3129,0.0012,-0.0010,0.0597,0.1330,-80,48,3004,-0.0014,1.5343,0.8147,-0.2354,2218,25,3005,-0.0013,1.7391,0.8119,0.2303,2184,22
8.260,24.2,1.971,0.062,0.006,7427,1,-180.6,3132,0.0012,-0.0011,0.0673,-0.1374,-83,58,3128,0.0011,-0.0011,0.1068,0.1296,-89,78,3004,-0.0014,1.2660,0.8747,-0.2354,2253,31,3001,-0.0014,1.3918,0.9607,0.2471,2222,30
8.280,24.4,2.043,0.063,0.009,7409,2,-180.6,3135,0.0013,-0.0012,0.0583,-0.1449,-85,54,3126,0.0011,-0.0014,0.1374,0.1262,-89,113,3000,-0.0015,0.7377,0.8098,-0.2525,2367,42,2992,-0.0016,0.7921,0.8317,0.2807,2334,40
8.300,24.7,2.089,0.062,0.009,7321,2,-180.4,3137,0.0013,-0.0012,0.0719,-0.1490,-90,60,3124,0.0011,-0.0013,0.0781,0.1226,-79,91,2999,-0.0015,0.3181,0.8295,-0.2562,2635,78,2988,-0.0017,0.4469,0.8601,0.2957,2558,70
8.320,25.0,2.101,0.058,0.011,7356,2,516.7,3136,0.0013,-0.0013,0.0669,-0.1470,-93,62,3123,0.0010,-0.0009,0.0909,0.1190,-92,92,3000,-0.0015,0.3099,0.8328,-0.2507,2891,129,2989,-0.0017,0.5987,0.8358,0.2927,2631,80
8.340,25.2,2.193,0.053,0.014,7400,2,513.5,3134,0.0012,-0.0011,0.0885,-0.1431,-91,78,3118,0.0010,-0.0010,0.0519,0.1090,-83,68,3007,-0.0013,0.8106,0.8230,-0.2222,2610,73,2994,-0.0016,1.2696,0.8587,0.2735,2354,42
8.360,25.5,2.300,0.049,0.017,7297,2,520.0,3132,0.0012,-0.0011,0.0766,-0.1389,-80,73,3112,0.0008,-0.0009,0.0469,0.0963,-79,48,3015,-0.0011,1.7952,0.8876,-0.1942,2237,29,2998,-0.0015,2.3338,0.8721,0.2582,2146,20
8.380,25.7,2.429,0.044,0.016,7199,2,526.4,3132,0.0012,-0.0010,0.1231,-0.1373,-85,98,3107,0.0007,-0.0009,0.0653,0.0856,-79,48,3023,-0.0009,2.8606,0.9037,-0.1619,2116,17,3003,-0.0014,3.4165,1.0942,0.2395,2071,16
8.400,25.9,2.539,0.039,0.015,7420,2,-180.5,3129,0.0012,-0.0011,0.0826,-0.1323,-74,83,3106,0.0007,-0.0011,0.1343,0.0848,-88,94,3030,-0.0008,3.1956,1.0580,-0.1343,2093,16,3012,-0.0012,3.8032,1.0115,0.2056,2057,13
8.420,26.2,2.662,0.037,0.012,7369,2,518.4,3128,0.0011,-0.0008,0.1063,-0.1308,-79,91,3107,0.0007,-0.0012,0.1031,0.0856,-73,93,3040,-0.0006,3.0155,1.0366,-0.0990,2104,17,3022,-0.0010,3.6787,1.0165,0.1668,2066,13
8.440,26.4,2.759,0.036,0.013,7402,2,-180.6,3127,0.0011,-0.0010,0.1058,-0.1288,-80,94,3110,0.0008,-0.0009,0.1020,0.0921,-74,92,3043,-0.0005,2.9729,1.1371,-0.0863,2106,18,3029,-0.0008,3.6494,1.0980,0.1413,2070,14
8.460,26.6,2.905,0.037,0.013,7467,2,-180.8,3130,0.0012,-0.0011,0.1569,-0.1338,-89,130,3111,0.0008,-0.0009,0.1201,0.0947,-81,104,3046,-0.0004,2.9318,1.0880,-0.0734,2111,18,3031,-0.0008,3.6072,1.1008,0.1321,2073,15
8.480,26.8,3.065,0.038,0.012,7359,2,519.4,3132,0.0012,-0.0012,0.1071,-0.1381,-74,112,3114,0.0009,-0.0012,0.1645,0.1002,-86,139,3046,-0.0004,2.8993,1.1505,-0.0739,2115,19,3031,-0.0008,3.5697,1.1715,0.1306,2076,16
8.500,27.0,3.252,0.038,0.010,7396,2,-180.6,3134,0.0012,-0.0009,0.1722,-0.1421,-87,148,3117,0.0009,-0.0012,0.1209,0.1063,-73,125,3046,-0.0004,2.8633,1.2127,-0.0746,2114,20,3032,-0.0007,3.5391,1.3029,0.1282,2076,18
8.520,27.3,3.461,0.039,0.008,7459,2,-180.8,3135,0.0013,-0.0012,0.1216,-0.1443,-79,131,3120,0.0010,-0.0011,0.2932,0.1137,-100,237,3047,-0.0004,2.8279,1.2489,-0.0715,2117,21,3035,-0.0007,3.4944,1.2700,0.1175,2080,17
8.540,27.5,3.675,0.042,0.004,7349,2,520.2,3136,0.0013,-0.0010,0.1379,-0.1464,-82,130,3124,0.0011,-0.0015,0.1165,0.1212,-59,161,3046,-0.0004,2.8011,1.4029,-0.0764,2120,24,3036,-0.0007,3.4574,1.3474,0.1142,2083,19
8.560,27.7,3.865,0.044,0.003,7390,2,-180.6,3135,0.0013,-0.0012,0.2416,-0.1450,-97,202,3129,0.0011,-0.0005,0.1534,0.1318,-74,154,3040,-0.0006,2.7660,1.4134,-0.0994,2115,24,3034,-0.0007,3.4254,1.3958,0.1193,2082,20
8.580,27.9,4.066,0.046,0.003,7459,2,-180.8,3136,0.0013,-0.0014,0.1894,-0.1469,-77,193,3132,0.0012,-0.0010,0.1329,0.1377,-81,134,3036,-0.0007,2.7344,1.4377,-0.1120,2116,25,3033,-0.0007,3.3914,1.4580,0.1259,2082,21
8.600,28.1,4.272,0.049,0.004,7353,2,520.1,3137,0.0013,-0.0010,0.2259,-0.1493,-82,215,3133,0.0012,-0.0012,0.1964,0.1407,-87,168,3033,-0.0007,2.7060,1.5003,-0.1240,2117,27,3030,-0.0008,3.3610,1.5652,0.1369,2082,22
8.620,28.4,4.544,0.053,0.005,7397,2,-180.6,3139,0.0013,-0.0012,0.3444,-0.1533,-99,308,3133,0.0012,-0.0012,0.1581,0.1404,-74,158,3029,-0.0008,2.6804,1.6327,-0.1410,2113,29,3024,-0.0009,3.3324,1.6069,0.1603,2078,23
8.640,28.6,4.801,0.057,0.005,7423,2,-180.5,3141,0.0014,-0.0013,0.1695,-0.1568,-59,218,3134,0.0012,-0.0010,0.1712,0.1415,-79,157,3022,-0.0010,2.7321,1.6756,-0.1680,2109,30,3016,-0.0011,3.3513,1.6934,0.1909,2074,24
8.660,28.8,4.978,0.061,0.007,7335,2,519.2,3141,0.0014,-0.0005,0.1717,-0.1570,-69,177,3134,0.0013,-0.0011,0.1878,0.1433,-79,163,3015,-0.0011,2.5929,1.7295,-0.1935,2112,32,3010,-0.0012,3.2478,1.8974,0.2139,2074,28
8.680,29.0,5.185,0.064,0.008,7365,2,-180.6,3143,0.0014,-0.0008,0.2101,-0.1613,-87,185,3133,0.0012,-0.0010,0.2130,0.1399,-77,180,3009,-0.0013,2.5755,1.8579,-0.2162,2105,34,3001,-0.0014,3.2130,1.8474,0.2484,2068,27
8.700,29.2,5.475,0.063,0.009,7325,2,519.7,3144,0.0014,-0.0014,0.3202,-0.1633,-104,272,3132,0.0012,-0.0010,0.2657,0.1386,-83,230,3003,-0.0014,2.4449,2.0194,-0.2409,2107,38,2993,-0.0016,3.1130,2.0719,0.2779,2066,31
8.720,29.4,5.774,0.064,0.010,7398,2,-180.6,3144,0.0014,-0.0015,0.2505,-0.1631,-68,255,3131,0.0012,-0.0012,0.2847,0.1357,-80,262,3005,-0.0014,2.6005,2.0414,-0.2330,2105,37,2994,-0.0016,3.2062,2.0562,0.2742,2065,31
8.740,29.7,6.129,0.063,0.010,7497,2,-180.6,3144,0.0014,-0.0009,0.3975,-0.1634,-96,355,3130,0.0012,-0.0010,0.2531,0.1340,-71,253,3004,-0.0014,2.6709,2.0943,-0.2365,2104,38,2992,-0.0016,3.2715,2.1677,0.2805,2064,32
8.760,29.9,6.490,0.062,0.010,7493,2,-180.6,3144,0.0014,-0.0013,0.3227,-0.1635,-75,337,3129,0.0012,-0.0009,0.2655,0.1329,-77,254,3005,-0.0013,2.6407,2.2172,-0.2307,2108,41,2993,-0.0016,3.2417,2.2531,0.2766,2066,34
8.780,30.1,6.819,0.063,0.013,7490,2,-180.6,3144,0.0014,-0.0008,0.3188,-0.1632,-75,323,3129,0.0012,-0.0010,0.2874,0.1327,-80,266,3006,-0.0013,2.6097,2.3081,-0.2278,2110,44,2994,-0.0016,3.2159,2.4199,0.2735,2068,37
8.800,30.3,7.178,0.060,0.015,7453,2,-180.7,3146,0.0015,-0.0009,0.3039,-0.1670,-78,302,3127,0.0011,-0.0011,0.3130,0.1286,-77,285,3007,-0.0013,2.4704,2.5000,-0.2242,2112,47,2992,-0.0016,3.0776,2.5566,0.2817,2068,39
8.820,30.5,7.587,0.058,0.016,7500,2,-180.7,3147,0.0015,-0.0010,0.3439,-0.1696,-88,325,3125,0.0011,-0.0012,0.4752,0.1238,-101,410,3013,-0.0012,2.5560,2.5601,-0.2001,2116,49,2995,-0.0016,3.0867,2.6263,0.2688,2073,41
