Time_s,Speed_Kmh,YawRate_deg,Pitch_deg,Roll_deg,EngineRPM,Gear,NetTorque,FL_Load_N,FL_Travel_m,FL_SlipLong,FL_SlipAngle_deg,FL_DynamicToe_deg,FL_ForceLong_N,FL_ForceLat_N,FR_Load_N,FR_Travel_m,FR_SlipLong,FR_SlipAngle_deg,FR_DynamicToe_deg,FR_ForceLong_N,FR_ForceLat_N,RL_Load_N,RL_Travel_m,RL_SlipLong,RL_SlipAngle_deg,RL_DynamicToe_deg,RL_ForceLong_N,RL_ForceLat_N,RR_Load_N,RR_Travel_m,RR_SlipLong,RR_SlipAngle_deg,RR_DynamicToe_deg,RR_ForceLong_N,RR_ForceLat_N
16.400,17.8,-206.332,0.371,1.084,0,4,85.0,5044,0.0233,0.0017,0.3076,1875.5530,155,-4696,2537,-0.0062,0.0030,24.0404,2389.7490,135,2620,3608,0.0064,0.8563,-27.9895,1.0969,2178,-1743,1101,-0.0231,1.3662,-60.6394,3.9728,560,-604
16.420,17.6,-201.879,0.349,1.012,0,4,85.0,4984,0.0226,-0.0001,2.2958,1879.5950,111,-2441,2572,-0.0058,0.0014,25.6716,2394.8380,89,2545,3595,0.0062,0.8424,-25.7113,1.0710,2237,-1668,1183,-0.0221,1.3276,-57.9541,3.8063,607,-645
16.440,17.5,-196.064,0.315,0.894,0,4,85.0,4868,0.0212,0.0007,4.0236,1879.7510,18,1168,2616,-0.0053,0.0066,26.5009,2394.8970,106,2511,3563,0.0058,0.8468,-23.3905,1.0052,2288,-1572,1311,-0.0206,1.3739,-55.1788,3.5478,681,-706
16.460,17.4,-189.005,0.263,0.722,0,4,85.0,4674,0.0189,-0.0016,5.0514,1882.3670,0,3286,2683,-0.0045,-0.0023,26.8104,2397.9840,82,2526,3496,0.0051,0.8491,-21.2001,0.8706,2314,-1459,1506,-0.0184,1.3845,-52.2158,3.1549,790,-801
16.480,17.4,-181.371,0.195,0.496,0,4,85.0,4377,0.0154,-0.0012,5.9862,1882.7680,-42,4017,2769,-0.0035,-0.0034,26.7401,2398.0990,63,2576,3393,0.0039,0.8440,-18.9676,0.6624,2314,-1327,1786,-0.0151,1.3249,-48.1132,2.5886,949,-933
16.500,17.4,-173.743,0.112,0.226,0,4,85.0,3970,0.0106,-0.0037,6.9446,1883.3160,-85,4032,2867,-0.0023,-0.0050,26.8160,2398.2310,43,2646,3241,0.0021,0.8593,-17.0504,0.3541,2271,-1179,2137,-0.0109,1.3402,-44.3447,1.8769,1153,-1092
16.520,17.3,-166.424,0.019,-0.074,0,4,85.0,3473,0.0048,-0.0031,7.7715,1884.9640,-49,3683,2969,-0.0011,-0.0011,26.8852,2399.6150,50,2725,3054,-0.0001,0.8702,-14.8947,-0.0244,2197,-1020,2550,-0.0061,1.2963,-40.1459,1.0436,1393,-1272
16.540,17.2,-159.580,-0.074,-0.389,0,4,85.0,2907,-0.0019,-0.0067,8.8492,1885.7270,-76,3162,3073,0.0001,-0.0033,27.2128,2399.7540,50,2806,2835,-0.0027,0.8727,-12.6721,-0.4657,2092,-855,3001,-0.0008,1.1736,-35.0954,0.1315,1663,-1461
16.560,17.1,-153.353,-0.161,-0.701,0,4,85.0,2314,-0.0088,-0.0068,9.9521,1887.5180,-74,2551,3180,0.0013,-0.0081,27.8557,2401.1600,26,2887,2591,-0.0056,0.8972,-10.2687,-0.9600,1957,-683,3457,0.0046,1.1263,-29.8693,-0.7911,1949,-1634
16.580,17.0,-147.727,-0.235,-0.997,0,4,85.0,1716,-0.0159,-0.0104,11.2509,1888.3250,-66,1902,3275,0.0025,-0.0035,28.6791,2401.2880,31,2954,2317,-0.0088,0.9177,-7.9212,-1.5134,1786,-518,3876,0.0095,1.0173,-25.0164,-1.6395,2227,-1778
16.600,16.9,-142.712,-0.288,-1.265,0,4,85.0,1156,-0.0225,-0.0151,12.7801,1890.5100,-57,1278,3375,0.0036,-0.0043,29.6942,2403.2430,37,3021,2036,-0.0121,0.9695,-5.3607,-2.0829,1596,-368,4255,0.0140,1.0724,-19.2011,-2.4042,2500,-1884
16.620,16.8,-138.247,-0.317,-1.494,0,4,85.0,677,-0.0281,-0.0237,14.1901,1891.1560,-51,742,3492,0.0050,-0.0062,30.8934,2403.4020,35,3098,1755,-0.0154,0.9839,-2.9780,-2.6499,1394,-244,4571,0.0177,0.9181,-12.9411,-3.0437,2759,-1948
16.640,16.7,-134.280,-0.316,-1.673,0,4,85.0,309,-0.0324,-0.0361,15.7514,1893.3490,-33,335,3635,0.0067,-0.0091,32.2502,2405.7560,20,3191,1495,-0.0185,0.9985,-0.2389,-3.1754,1200,-143,4821,0.0207,0.7462,-5.5091,-3.5503,3010,-1957
16.660,16.6,-130.620,-0.285,-1.801,0,4,85.0,69,-0.0353,-0.0544,17.5145,1893.6730,-10,73,3794,0.0086,-0.0047,33.5697,2405.9690,33,3293,1253,-0.0213,1.0323,2.2686,-3.6662,1011,-67,4977,0.0225,0.6240,1.8776,-3.8654,3236,-1902
16.680,16.4,-127.254,-0.232,-1.876,0,4,85.0,0,-0.0363,-0.0757,18.9506,1895.6230,0,0,3988,0.0109,-0.0100,35.0142,2408.5590,22,3421,1046,-0.0238,1.0662,4.8177,-4.0835,846,-13,5055,0.0234,0.4818,9.4847,-4.0236,3447,-1783
16.700,16.3,-124.103,-0.158,-1.898,0,4,85.0,34,-0.0357,-0.0943,20.5717,1895.5490,-11,36,4210,0.0135,-0.0080,36.3429,2408.8580,25,3567,901,-0.0255,1.0968,7.4138,-4.3772,727,24,5077,0.0237,0.3417,18.2877,-4.0677,3668,-1573
16.720,16.1,-121.054,-0.074,-1.876,0,4,85.0,220,-0.0335,-0.0735,22.0240,1895.2980,-48,225,4447,0.0162,-0.0100,37.6413,2409.1770,20,3723,810,-0.0265,1.0544,9.8180,-4.5610,652,52,5036,0.0232,-0.1549,26.1283,-3.9853,3903,-1287
16.740,16.0,-118.073,0.016,-1.820,0,4,85.0,499,-0.0302,-0.0445,23.2262,1898.1580,-63,500,4675,0.0189,-0.0062,38.5996,2413.6030,40,3871,777,-0.0269,0.8637,12.1389,-4.6274,628,82,4953,0.0222,-1.4696,33.8572,-3.8175,4849,-852
16.760,15.7,-115.719,0.093,-1.751,0,4,85.0,850,-0.0261,-0.0204,23.7691,1897.6850,-54,837,4902,0.0216,-0.0123,39.1243,2413.9090,24,4020,789,-0.0268,0.8419,13.0836,-4.6030,644,125,4842,0.0209,1.0442,36.9193,-3.5919,3464,3666
16.780,15.3,-115.302,0.161,-1.676,0,4,85.0,1191,-0.0221,-0.0118,24.3847,1900.4390,-32,1156,5088,0.0238,-0.0152,40.2143,2418.2520,13,4138,845,-0.0261,0.7462,12.9916,-4.4912,687,163,4742,0.0197,-0.2672,39.2986,-3.3898,142,4959
16.800,14.9,-114.308,0.209,-1.603,0,4,85.0,1512,-0.0183,-0.0136,24.7147,1900.0060,-23,1450,5244,0.0256,-0.0155,40.8318,2418.4610,-6,4234,911,-0.0253,0.7287,12.7345,-4.3561,743,205,4643,0.0186,0.2477,40.4249,-3.1898,1179,4539
16.820,14.6,-113.011,0.236,-1.537,2,4,85.0,1768,-0.0153,-0.0215,25.1331,1905.5550,-43,1678,5336,0.0267,-0.0079,41.2164,2426.0860,10,4287,985,-0.0245,0.5655,12.3871,-4.2070,808,253,4554,0.0175,-0.4416,40.5861,-3.0101,217,4459
16.840,14.2,-111.112,0.242,-1.479,47,4,84.9,1948,-0.0131,-0.0150,25.1259,1905.3120,-35,1838,5368,0.0271,-0.0076,41.4404,2426.1300,22,4298,1064,-0.0235,0.3834,12.2425,-4.0468,884,333,4485,0.0167,-0.0974,41.1262,-2.8702,-435,4243
16.860,13.8,-109.374,0.230,-1.430,125,3,84.7,2055,-0.0119,-0.0173,25.1359,1905.1680,-40,1932,5347,0.0268,-0.0116,41.6861,2426.1000,19,4274,1148,-0.0226,0.0097,11.8644,-3.8780,957,543,4440,0.0162,0.2191,41.4499,-2.7791,81,4129
16.880,13.4,-108.172,0.209,-1.389,19,3,84.9,2090,-0.0115,-0.4823,58.6106,1.3146,-691,1601,5274,0.0260,1.0420,84.6065,2.9772,-2558,2816,1230,-0.0216,0.4454,11.3922,-3.7114,1007,682,4414,0.0159,0.9702,42.3472,-2.7264,257,4015
16.900,12.9,-107.770,0.189,-1.351,0,3,85.0,2082,-0.0116,-0.1725,59.1735,1.3260,-512,1624,5174,0.0248,5.0898,84.5841,2.8420,1401,3583,1301,-0.0208,0.8922,10.6456,-3.5686,1092,462,4393,0.0156,1.5204,43.5557,-2.6834,1990,3222
16.920,12.4,-108.748,0.182,-1.304,0,3,85.0,2059,-0.0118,0.0137,60.3825,1.3569,-296,1648,5067,0.0235,-2.1284,84.5413,2.6982,1804,3219,1352,-0.0202,0.9116,9.5322,-3.4652,1116,346,4360,0.0152,0.8495,41.2817,-2.6176,2268,2827
16.940,11.9,-107.860,0.185,-1.259,4,3,85.0,2060,-0.0118,0.0997,61.5447,1.3560,-115,1662,4963,0.0223,-3.4865,84.4344,2.5576,-1270,3404,1379,-0.0198,0.8729,9.3072,-3.4116,1132,310,4282,0.0143,1.2188,38.5491,-2.4588,2377,2530
16.960,11.4,-106.061,0.190,-1.218,0,3,85.0,2075,-0.0117,0.1084,62.3055,1.3355,6,1668,4876,0.0213,1.4736,84.3198,2.4407,-1310,3303,1382,-0.0198,0.8864,9.1674,-3.4051,1130,280,4183,0.0131,0.7694,35.7316,-2.2592,2322,2446
16.980,10.9,-104.426,0.201,-1.183,4,3,85.0,2096,-0.0114,0.0464,63.2101,1.3071,57,1675,4807,0.0205,2.8811,84.1816,2.3479,487,3502,1386,-0.0198,0.8813,8.9466,-3.3965,1130,263,4097,0.0121,0.6186,33.7036,-2.0860,2207,2475
17.000,10.4,-103.411,0.216,-1.153,21,3,85.0,2126,-0.0111,-0.0451,64.3043,1.2663,49,1691,4760,0.0199,-0.7481,84.0611,2.2840,890,3358,1376,-0.0199,0.9414,7.7353,-3.4177,1124,247,4009,0.0111,0.5404,27.0780,-1.9077,2105,2500
17.020,9.9,-102.061,0.231,-1.130,20,3,85.0,2171,-0.0105,-0.1254,65.2831,1.2067,5,1720,4737,0.0197,-2.8846,83.9060,2.2530,107,3473,1364,-0.0200,0.7916,6.6429,-3.4415,1120,233,3930,0.0102,0.8944,20.8181,-1.7481,1943,2615
17.040,9.4,-100.139,0.242,-1.120,0,3,85.0,2220,-0.0100,-0.1612,66.1552,1.1407,-46,1751,4736,0.0196,-1.4987,82.8159,2.2513,-645,3393,1356,-0.0201,0.7065,5.9644,-3.4582,1132,238,3872,0.0095,0.0283,14.1944,-1.6298,2028,2494
17.060,8.9,-98.189,0.247,-1.121,0,3,85.0,2253,-0.0096,-0.1471,66.8059,1.0952,-79,1771,4747,0.0198,0.4359,81.5443,2.2664,-628,3398,1348,-0.0202,0.7299,4.1257,-3.4724,1137,221,3842,0.0091,-0.5561,7.0880,-1.5699,1981,2579
17.080,8.4,-96.540,0.249,-1.132,24,3,85.0,2275,-0.0093,-0.1076,67.5494,1.0660,-88,1782,4770,0.0201,1.0181,80.0679,2.2976,-46,3477,1351,-0.0202,0.7796,2.3972,-3.4664,1148,198,3846,0.0092,0.3197,-1.1796,-1.5790,1858,2804
17.100,7.9,-95.356,0.251,-1.148,0,3,85.0,2281,-0.0092,-0.0647,68.3595,1.0579,-80,1784,4801,0.0204,0.2114,78.2202,2.3389,291,3480,1349,-0.0202,0.6183,-0.6581,-3.4722,1170,176,3868,0.0094,-0.2951,-8.0025,-1.6232,1866,2948
17.120,7.4,-94.368,0.248,-1.169,0,3,85.0,2271,-0.0094,-0.0371,69.4022,1.0714,-64,1774,4826,0.0207,-0.5900,76.4303,2.3737,187,3504,1333,-0.0204,0.0439,-4.7992,-3.5034,1182,129,3889,0.0097,-0.4244,-14.5342,-1.6643,1801,3195
17.140,6.8,-93.467,0.244,-1.195,0,3,85.0,2243,-0.0097,-0.0032,69.9389,1.1087,-41,1752,4844,0.0209,-0.8714,74.7200,2.3979,-89,3521,1314,-0.0206,0.5342,-9.2791,-3.5430,1197,61,3915,0.0100,-0.6087,-20.1677,-1.7170,1871,3393
17.160,6.3,-92.651,0.235,-1.226,0,3,85.0,2211,-0.0101,0.0026,70.4722,1.1527,-21,1725,4870,0.0212,-0.6532,72.8020,2.4331,-333,3522,1297,-0.0208,0.1311,-14.9572,-3.5763,1210,-46,3957,0.0105,-0.0141,-24.9687,-1.8024,1592,3831
17.180,5.7,-91.926,0.226,-1.259,0,3,85.0,2169,-0.0106,-0.0146,71.1147,1.2091,-8,1692,4897,0.0215,-0.1882,70.9530,2.4685,-410,3532,1290,-0.0209,-0.0571,-20.8703,-3.5910,1240,-235,4018,0.0112,-0.1607,-28.4467,-1.9256,1767,3868
17.200,5.2,-89.859,0.211,-1.293,17,3,85.0,2120,-0.0111,0.0635,68.9904,144.7194,21,1654,4923,0.0219,0.3891,72.5256,185.0695,-222,3571,1276,-0.0211,0.3701,-25.9983,-3.6192,1176,-399,4079,0.0119,-0.1035,-30.8093,-2.0493,-1218,1862
17.220,5.0,-83.491,0.193,-1.318,34,3,84.9,2052,-0.0119,-0.0419,69.8740,144.8108,27,1602,4930,0.0219,0.4503,72.3289,185.0788,83,3585,1264,-0.0212,0.5353,-24.3288,-3.6425,1106,-505,4142,0.0127,-0.1273,-28.0338,-2.1771,-339,-3262
17.240,5.0,-74.683,0.174,-1.327,61,3,84.9,1984,-0.0127,-0.2044,71.5483,144.9030,6,1550,4916,0.0218,0.0937,72.4807,185.0602,203,3572,1261,-0.0212,0.6834,-17.7113,-3.6491,1066,-523,4194,0.0133,0.0609,-18.8109,-2.2811,172,-4314
17.260,5.0,-65.743,0.157,-1.321,57,3,84.9,1924,-0.0134,-0.0826,68.3691,427.2269,7,1505,4877,0.0213,-0.2608,79.3513,544.2271,266,3538,1274,-0.0211,0.6838,-6.3894,-3.6233,1068,-497,4227,0.0137,0.0202,-7.8353,-2.3485,101,-4451
17.280,5.0,-56.827,0.143,-1.303,46,3,84.9,1889,-0.0138,-0.1163,67.9974,560.1232,3,1479,4829,0.0207,-0.7275,79.3757,713.2422,80,3515,1300,-0.0208,0.5120,10.7657,-3.5704,1110,-449,4240,0.0138,0.0143,5.9407,-2.3751,211,-4416
17.300,5.0,-48.010,0.132,-1.275,22,3,85.0,1883,-0.0139,-0.0834,66.1453,783.6219,4,1475,4784,0.0202,-0.1210,78.6218,997.6245,21,3484,1347,-0.0202,-0.0655,32.1848,-3.4761,1220,-368,4247,0.0139,-0.0113,20.8794,-2.3900,119,-3926
17.320,4.8,-41.401,0.128,-1.239,0,3,85.0,1898,-0.0137,-0.2187,68.4710,783.6019,-17,1486,4736,0.0196,-0.1235,77.8023,997.5596,-10,3451,1406,-0.0195,-1.7078,40.4752,-3.3568,1523,-273,4244,0.0139,0.1841,29.4901,-2.3820,1572,-513
17.340,4.4,-39.639,0.122,-1.206,60,3,84.9,1934,-0.0133,-0.1709,68.8204,783.5527,-45,1513,4693,0.0191,-0.2353,77.1023,997.5015,-64,3421,1455,-0.0189,0.9322,33.1480,-3.2562,612,1180,4214,0.0135,-0.2079,23.2590,-2.3215,-1092,3225
17.360,3.9,-39.603,0.114,-1.184,34,3,84.9,1963,-0.0130,0.1076,63.8204,1032.1050,-24,1536,4647,0.0186,0.0611,76.2240,1313.8300,-5,3391,1508,-0.0183,0.2365,17.3361,-3.1491,1187,1200,4192,0.0133,-0.1945,10.7127,-2.2778,620,4083
17.380,3.3,-39.870,0.107,-1.175,39,3,84.9,1983,-0.0127,0.1496,63.1122,1032.0790,3,1553,4619,0.0183,-0.0823,75.1480,1313.7910,-4,3373,1556,-0.0178,-0.0245,-2.8777,-3.0534,804,1523,4191,0.0132,0.0605,-2.9481,-2.2762,1,4105
17.400,2.7,-39.998,0.103,-1.181,40,3,84.9,1983,-0.0127,-0.5360,72.2786,1.4599,-107,1545,4598,0.0180,-0.7865,62.7878,2.0664,-291,3352,1581,-0.0175,0.0269,-22.2296,-3.0015,1158,1194,4197,0.0133,-0.0037,-16.1379,-2.2880,169,3268
17.420,2.3,-37.751,0.103,-1.193,39,3,84.9,1970,-0.0129,-0.0791,70.0250,1.4769,-134,1532,4598,0.0180,-0.0975,60.1931,2.0655,-387,3348,1585,-0.0174,-0.0820,-29.2519,-2.9942,714,-62,4213,0.0135,-0.0131,-20.8285,-2.3195,72,417
17.440,2.2,-31.516,0.106,-1.198,49,3,84.9,1957,-0.0130,0.2508,67.0976,1.4952,-88,1525,4611,0.0182,0.6931,59.1172,2.0837,-208,3386,1570,-0.0176,0.0798,-18.8938,-3.0248,893,-1240,4224,0.0136,0.0031,-14.4584,-2.3435,460,-2467
17.460,2.2,-23.561,0.113,-1.191,47,3,84.9,1953,-0.0131,0.1172,63.4021,1.4999,-39,1526,4619,0.0183,0.8373,58.5430,2.0937,169,3405,1555,-0.0178,-0.0532,1.7127,-3.0545,704,-1432,4221,0.0136,0.0039,0.6601,-2.3360,504,-3164
17.480,2.1,-16.138,0.122,-1.171,50,3,84.9,1970,-0.0129,-0.1091,58.9601,1.4777,-30,1540,4619,0.0183,-0.0209,57.1936,2.0948,287,3405,1546,-0.0179,-0.0519,18.8951,-3.0731,511,-1146,4196,0.0133,-0.0042,17.8776,-2.2856,531,-1937
17.500,2.0,-11.494,0.133,-1.151,54,3,84.9,1996,-0.0126,-0.2187,53.4028,1.4427,-54,1563,4602,0.0181,-0.9220,53.3936,2.0713,46,3418,1539,-0.0180,-0.0266,21.6787,-3.0878,472,16,4145,0.0127,-0.0008,21.5983,-2.1831,530,1283
17.520,1.7,-9.964,0.140,-1.136,58,3,84.9,2030,-0.0122,-0.1282,46.0184,1.3957,-78,1594,4592,0.0180,-0.6799,45.9870,2.0574,-286,3411,1534,-0.0180,0.0221,9.9015,-3.0983,525,875,4095,0.0121,0.0187,9.9037,-2.0814,573,3037
17.540,1.4,-9.210,0.145,-1.132,58,3,84.9,2054,-0.0119,0.0288,35.2878,1.3635,-77,1622,4583,0.0179,0.2973,35.3344,2.0457,-315,3423,1531,-0.0181,-0.0103,-6.0398,-3.1042,512,843,4059,0.0117,0.0114,-6.0877,-2.0096,560,2880
17.560,1.3,-7.223,0.148,-1.137,59,3,84.9,2072,-0.0117,0.0937,19.9356,1.3392,-55,1652,4592,0.0180,0.7929,19.7927,2.0572,-15,3479,1529,-0.0181,-0.0125,-15.2365,-3.1071,452,60,4049,0.0116,0.0116,-15.2593,-1.9876,602,1032
17.580,1.4,-2.508,0.151,-1.143,83,3,84.8,2079,-0.0116,-0.0132,-0.1110,1.3303,-40,1682,4609,0.0182,0.1736,-0.2260,2.0801,233,3533,1526,-0.0181,-0.0671,-10.4938,-3.1134,285,-801,4056,0.0116,-0.0441,-10.3834,-2.0022,452,-1334
17.600,1.5,4.036,0.155,-1.145,152,3,84.7,2085,-0.0115,-0.1466,-20.3869,1.3222,-64,1726,4628,0.0184,-0.6132,-20.3429,2.1060,51,3637,1519,-0.0182,-0.0768,3.4029,-3.1273,-100,-966,4062,0.0117,-0.0327,3.4150,-2.0149,66,-1898
17.620,1.6,10.016,0.156,-1.145,180,2,84.6,2095,-0.0114,-0.1065,-33.7300,1.3084,-112,1790,4643,0.0186,-0.1921,-36.0211,2.1260,-292,3757,1516,-0.0182,0.3643,11.9915,-3.1341,881,-464,4063,0.0117,0.0978,12.9633,-2.0175,2214,-584
17.640,1.9,13.761,0.167,-1.147,139,2,84.7,2094,-0.0114,0.0290,-39.1371,1.3096,-141,1870,4641,0.0185,0.5164,-46.6130,2.1244,-104,3951,1510,-0.0183,0.1130,8.7995,-3.1456,1292,103,4057,0.0117,0.4214,11.0332,-2.0055,3101,972
17.660,2.3,16.362,0.179,-1.160,103,2,84.8,2111,-0.0112,0.1924,-46.8025,-149.4469,-67,2007,4664,0.0188,-0.2271,-55.0792,-116.2790,235,4235,1486,-0.0186,-0.2265,1.8991,-3.1942,-119,361,4040,0.0115,0.0942,2.7084,-1.9699,259,1856
17.680,2.7,19.604,0.186,-1.186,133,2,84.7,2119,-0.0111,-0.0055,-54.3281,-307.6813,128,2185,4700,0.0192,0.0846,-61.7127,-240.5489,-467,4651,1450,-0.0190,0.0724,-2.9201,-3.2677,569,209,4031,0.0114,0.0530,-4.8544,-1.9524,1415,1252
17.700,3.1,24.098,0.196,-1.223,123,2,84.7,2096,-0.0114,-0.2405,-59.0208,-434.8163,-268,2305,4735,0.0196,-0.4972,-66.6371,-340.4177,-34,4899,1398,-0.0196,-0.0959,-3.5990,-3.3715,27,-65,4037,0.0114,0.0017,-6.9212,-1.9646,1228,-10
17.720,3.2,26.276,0.202,-1.232,147,2,84.7,2060,-0.0118,0.2041,-59.2822,-434.7681,575,-167,4782,0.0202,-0.1427,-68.2294,-340.3542,-723,-3435,1328,-0.0204,0.0701,-1.9392,-3.5140,234,-258,4049,0.0116,0.0019,-4.2546,-1.9895,1453,-1083
17.740,2.9,21.235,0.199,-1.134,141,2,84.7,2053,-0.0119,-0.1249,-58.9718,-701.7356,-439,-2230,4794,0.0203,-0.0967,-63.7454,-550.1072,-385,-4993,1296,-0.0208,-0.0097,-0.1380,-3.5787,325,-319,4037,0.0114,0.0009,-0.6626,-1.9641,1349,-1481
17.760,2.7,15.901,0.187,-0.943,157,2,84.7,2151,-0.0108,0.1675,-51.6390,-701.8685,216,-2284,4676,0.0189,-0.0401,-56.1702,-550.2662,8,-4619,1406,-0.0195,0.0783,2.2209,-3.3563,322,-261,3930,0.0102,0.1157,4.0377,-1.7487,1174,-1068
17.780,2.4,10.279,0.167,-0.673,154,2,84.7,2341,-0.0085,-0.3293,-45.9104,-965.4405,-100,-2370,4439,0.0162,-0.1087,-45.9115,-757.4763,-236,-4211,1641,-0.0168,0.0491,3.2562,-2.8812,480,-72,3740,0.0079,0.1481,6.0964,-1.3629,1062,-80
17.800,2.3,4.164,0.136,-0.341,152,2,84.7,2591,-0.0056,0.1657,-36.2395,-1219.8520,-101,-2532,4088,0.0120,0.0612,-31.0301,-957.5806,-87,-3826,1966,-0.0129,0.0626,0.6641,-2.2228,649,106,3464,0.0047,0.1593,2.3468,-0.8048,913,580
17.820,2.2,-1.910,0.104,0.035,139,2,84.7,2862,-0.0024,0.0188,-15.3238,-1220.2190,84,-2765,3621,0.0065,-0.0953,-10.9581,-958.2103,-134,-3415,2353,-0.0084,-0.0077,-2.6935,-1.4420,832,110,3111,0.0005,0.0851,-2.7467,-0.0918,731,456
17.840,2.1,-7.033,0.070,0.439,127,2,84.7,3156,0.0011,-0.1658,2.8941,-1470.8210,-163,-3067,3078,0.0001,0.0161,2.8782,-1155.5330,-157,-2981,2768,-0.0035,-0.1379,-6.6048,-0.6018,988,-400,2689,-0.0044,0.0550,-4.6109,0.7607,889,2
17.860,2.1,-11.068,0.040,0.858,123,2,84.7,3452,0.0045,0.2020,22.9362,-1471.2190,-13,-3472,2474,-0.0070,0.0413,12.8927,-1156.3460,-81,-2502,3191,0.0015,-0.2017,-4.4270,0.2538,975,-972,2213,-0.0100,0.0860,-4.7453,1.7233,940,-427
17.880,2.1,-14.327,0.016,1.276,115,2,84.8,3761,0.0082,-0.1316,31.3429,-1736.1780,-136,-3947,1850,-0.0143,-0.0247,17.3897,-1365.0420,-65,-1963,3611,0.0064,-0.2149,-2.6993,1.1031,853,-1472,1701,-0.0161,0.0641,-0.7331,2.7600,990,-375
17.900,2.3,-17.355,0.008,1.680,127,2,84.7,4072,0.0118,-0.1411,58.3348,-1.3568,-765,-3808,1232,-0.0216,-0.0608,44.8075,-2.4720,127,-1379,4013,0.0111,-0.1533,3.6118,1.9154,712,-1071,1173,-0.0223,0.0893,2.9618,3.8278,878,-109
17.920,2.4,-16.689,0.013,2.012,162,2,84.7,4405,0.0158,0.4254,58.8111,-1.8058,-300,3785,666,-0.0282,-0.1090,45.9403,-3.2348,-137,-303,4376,0.0154,-0.0579,5.5799,2.6496,691,-79,637,-0.0286,0.3388,3.3873,4.9113,657,25
17.940,2.3,-11.479,0.028,2.210,231,2,84.5,4699,0.0192,0.1341,49.8128,-2.2024,-416,4922,220,-0.0335,0.0711,37.3929,-3.8362,-31,212,4649,0.0186,-0.0124,5.2065,3.2024,884,1093,170,-0.0341,1.0554,3.5807,5.8555,188,12
17.960,2.3,-6.712,0.051,2.272,294,2,84.4,4893,0.0215,-0.2903,33.3855,-2.4630,-158,4957,0,-0.0364,0.1448,25.3688,-4.1711,0,0,4787,0.0202,-0.0074,0.5154,3.4805,1100,1531,0,-0.0376,1.8184,0.3364,6.4707,0,0
17.980,2.3,-1.977,0.079,2.199,337,2,84.3,4999,0.0227,0.1920,9.2562,-2.6067,23,5011,0,-0.0368,0.2244,8.2527,-4.2139,0,0,4809,0.0205,0.0011,-3.3985,3.5259,1291,1145,0,-0.0390,2.4307,-2.7903,6.7049,0,0
18.000,2.2,1.889,0.100,2.011,487,2,84.1,5016,0.0229,-0.0795,-10.3988,-2.6298,-235,5116,120,-0.0347,0.1530,-10.7805,-3.9714,71,-15,4722,0.0195,0.8882,-6.1822,3.3499,-1252,268,0,-0.0381,4.6173,-7.0707,6.5518,0,0
18.020,2.3,6.217,0.121,1.730,550,2,84.0,4946,0.0221,0.0315,-28.9229,-298.7487,145,5189,469,-0.0306,-0.0775,-32.7590,-236.2406,-400,-314,4573,0.0177,1.1305,-4.7967,3.0477,1070,-811,96,-0.0349,6.6331,-6.9968,6.0058,73,-2
18.040,2.3,10.006,0.142,1.384,539,2,83.8,4805,0.0205,0.1612,-38.8140,-461.6972,-64,3980,955,-0.0248,-0.0330,-44.5101,-363.7655,731,-771,4354,0.0152,-0.6447,-2.3251,2.6044,37,-1320,504,-0.0301,6.3666,-1.9013,5.1809,359,-5
18.060,2.4,10.482,0.171,1.026,408,2,84.1,4600,0.0181,0.1945,-38.7998,-585.0717,149,-2624,1520,-0.0182,-0.8262,-45.6931,-460.1573,-973,-1259,4069,0.0118,-0.4673,2.6681,2.0285,2402,-909,988,-0.0244,4.8153,2.4794,4.2006,692,-7
18.080,2.3,4.720,0.190,0.715,467,2,84.1,4374,0.0154,0.1564,-26.3474,-584.7672,-128,-4492,2090,-0.0115,0.9600,-28.2085,-459.3888,866,-1935,3733,0.0079,1.4051,-0.4714,1.3499,136,-576,1449,-0.0190,4.4327,-1.4836,3.2695,1009,-5
18.100,2.5,-1.519,0.211,0.461,278,2,84.4,4146,0.0127,-0.0909,-9.2834,-839.8281,-336,-4392,2555,-0.0060,-1.3721,-6.0631,-659.4099,-461,-2561,3433,0.0043,-0.3012,-0.3144,0.7428,1842,-340,1842,-0.0144,1.7842,-1.2869,2.4743,1284,-7
18.120,2.5,-7.185,0.223,0.265,211,2,84.5,3952,0.0104,-0.0877,8.2259,-1120.9870,175,-4188,2927,-0.0016,0.7914,7.1550,-880.0239,-533,-2978,3165,0.0012,-0.0203,-0.9853,0.2005,1816,-257,2139,-0.0109,0.6531,-1.3290,1.8737,1500,-8
18.140,2.8,-14.198,0.229,0.137,132,2,84.7,3791,0.0085,0.1562,30.4601,-1120.7700,158,-3349,3202,0.0016,-0.6285,18.9176,-879.6520,752,-3341,2957,-0.0013,0.0499,-4.7068,-0.2191,1470,-404,2368,-0.0082,-0.2750,-2.8314,1.4101,1675,-11
18.160,2.8,-18.358,0.221,0.057,131,2,84.7,3677,0.0072,0.1411,37.3423,-1389.7320,153,941,3372,0.0036,0.3983,21.5297,-1090.8720,-1560,-3293,2819,-0.0029,-0.3044,-4.5669,-0.4995,-2349,-614,2513,-0.0065,-0.8387,-2.4409,1.1168,1802,-16
