Time_s,Speed_Kmh,YawRate_deg,Pitch_deg,Roll_deg,EngineRPM,Gear,NetTorque,FL_Load_N,FL_Travel_m,FL_SlipLong,FL_SlipAngle_deg,FL_DynamicToe_deg,FL_ForceLong_N,FL_ForceLat_N,FR_Load_N,FR_Travel_m,FR_SlipLong,FR_SlipAngle_deg,FR_DynamicToe_deg,FR_ForceLong_N,FR_ForceLat_N,RL_Load_N,RL_Travel_m,RL_SlipLong,RL_SlipAngle_deg,RL_DynamicToe_deg,RL_ForceLong_N,RL_ForceLat_N,RR_Load_N,RR_Travel_m,RR_SlipLong,RR_SlipAngle_deg,RR_DynamicToe_deg,RR_ForceLong_N,RR_ForceLat_N
0.020,0.0,0.000,-0.468,0.000,1057,0,100.6,2556,-0.0093,0.0003,0.0001,0.0000,21,0,2556,-0.0093,0.0003,0.0001,0.0000,21,0,3575,0.0113,0.0003,0.0003,0.0000,29,0,3575,0.0113,0.0003,0.0003,0.0000,29,0
0.040,0.0,0.000,-0.468,0.000,1192,0,109.8,2556,-0.0093,0.0003,0.0002,0.0000,21,0,2556,-0.0093,0.0003,0.0002,0.0000,21,0,3575,0.0113,0.0003,0.0002,0.0000,29,0,3575,0.0113,0.0003,0.0002,0.0000,29,0
0.060,0.0,0.000,-0.468,0.000,1338,0,119.9,2556,-0.0093,0.0003,0.0001,0.0000,21,0,2556,-0.0093,0.0003,0.0001,0.0000,21,0,3575,0.0113,0.0003,0.0000,0.0000,29,0,3575,0.0113,0.0003,0.0000,0.0000,29,0
0.080,0.0,0.000,-0.468,0.000,1498,0,131.0,2556,-0.0093,0.0003,-0.0002,0.0000,21,0,2556,-0.0093,0.0003,-0.0002,0.0000,21,0,3575,0.0113,0.0003,-0.0003,0.0000,29,0,3575,0.0113,0.0003,-0.0003,0.0000,29,0
0.100,0.0,0.000,-0.468,0.000,1669,0,136.3,2556,-0.0093,0.0003,-0.0003,0.0000,21,0,2556,-0.0093,0.0003,-0.0003,0.0000,21,0,3575,0.0113,0.0003,-0.0003,0.0000,29,0,3575,0.0113,0.0003,-0.0003,0.0000,29,0
0.120,0.0,0.000,-0.468,0.000,1846,0,141.2,2556,-0.0093,0.0003,-0.0001,0.0000,21,0,2556,-0.0093,0.0003,-0.0001,0.0000,21,0,3575,0.0113,0.0003,-0.0001,0.0000,29,0,3575,0.0113,0.0003,-0.0001,0.0000,29,0
0.140,0.0,0.000,-0.468,0.000,2029,0,146.3,2556,-0.0093,0.0003,0.0001,0.0000,21,0,2556,-0.0093,0.0003,0.0001,0.0000,21,0,3575,0.0113,0.0003,0.0001,0.0000,29,0,3575,0.0113,0.0003,0.0001,0.0000,29,0
0.160,0.0,0.000,-0.468,0.000,2219,0,151.6,2556,-0.0093,0.0003,0.0002,0.0000,21,0,2556,-0.0093,0.0003,0.0002,0.0000,21,0,3575,0.0113,0.0003,0.0001,0.0000,29,0,3575,0.0113,0.0003,0.0001,0.0000,29,0
0.180,0.0,0.000,-0.468,0.000,2416,0,157.0,2556,-0.0093,0.0003,0.0000,0.0000,21,0,2556,-0.0093,0.0003,0.0001,0.0000,21,0,3575,0.0113,0.0003,0.0000,0.0000,29,0,3575,0.0113,0.0003,0.0000,0.0000,29,0
0.200,0.0,0.000,-0.468,0.000,2619,0,161.1,2556,-0.0093,0.0003,-0.0001,0.0000,21,0,2556,-0.0093,0.0003,-0.0001,0.0000,21,0,3575,0.0113,0.0003,-0.0001,0.0000,29,0,3575,0.0113,0.0003,-0.0001,0.0000,29,0
0.220,0.0,-0.012,-0.468,0.000,2816,1,163.7,2556,-0.0093,-0.0020,0.0226,0.0000,18,0,2556,-0.0093,-0.0024,0.0227,0.0000,18,0,3575,0.0113,0.1216,-0.0165,0.0000,375,0,3575,0.0113,0.1513,-0.0163,0.0000,490,0
0.240,0.1,-0.181,-0.471,0.000,2949,1,165.5,2556,-0.0093,0.0067,0.4845,0.0000,-68,24,2556,-0.0093,0.0085,0.4863,0.0000,-65,24,3575,0.0113,0.1221,-0.3492,0.0000,1351,-23,3575,0.0113,0.1805,-0.3454,0.0000,1929,-22
0.260,0.3,-0.369,-0.481,0.000,3008,1,166.3,2551,-0.0094,0.0025,1.0392,0.0000,-84,107,2551,-0.0094,0.0046,1.0543,0.0000,-80,108,3578,0.0114,0.1539,-0.7827,0.0000,2277,-99,3578,0.0114,0.2711,-0.7722,0.0000,3106,-85
0.280,0.7,-0.263,-0.496,0.000,2991,1,166.1,2538,-0.0096,-0.0055,0.6960,0.0000,-100,198,2538,-0.0096,-0.0012,0.7667,0.0000,-90,204,3586,0.0116,0.4181,-0.7408,0.0000,3365,-156,3587,0.0116,0.7075,-0.7803,0.0000,3831,-103
0.300,1.1,0.252,-0.517,0.002,2896,1,165.0,2518,-0.0100,-0.0097,-1.1201,0.0000,-96,158,2518,-0.0100,-0.0073,-1.0167,0.0000,-83,171,3601,0.0119,2.0899,-0.0219,0.0000,3738,-57,3601,0.0119,2.6583,-0.0790,0.0000,3430,-34
0.320,1.4,0.475,-0.538,0.003,2723,1,162.8,2494,-0.0104,-0.0218,-2.0663,0.0000,-59,-45,2492,-0.0104,-0.0196,-2.0247,0.0000,-56,-29,3623,0.0124,10.9561,0.3492,0.0000,2465,-1,3621,0.0123,11.6070,0.2906,0.0000,2440,-1
0.340,1.7,0.230,-0.554,0.003,2865,1,164.3,2473,-0.0108,-0.0257,-0.9530,0.0000,-49,-201,2468,-0.0109,-0.0208,-0.7697,0.0000,-52,-169,3645,0.0129,13.0938,0.3251,0.0000,2368,1,3642,0.0128,13.3869,0.2736,0.0000,2362,1
0.360,1.9,-0.142,-0.568,0.001,2980,1,165.8,2457,-0.0111,-0.0249,0.7930,0.0000,-42,-179,2452,-0.0112,-0.0217,0.8423,0.0000,-45,-145,3665,0.0133,12.8607,0.2119,0.0000,2368,1,3662,0.0133,12.9707,0.2445,0.0000,2363,1
0.380,2.2,-0.314,-0.579,-0.001,3088,1,166.6,2444,-0.0113,-0.0133,1.4623,0.0000,-28,-34,2443,-0.0113,-0.0094,1.4615,0.0000,-28,-3,3682,0.0137,12.5537,0.1338,0.0000,2380,1,3681,0.0137,13.3395,0.1049,0.0000,2376,1
0.400,2.4,-0.199,-0.587,-0.002,3079,1,167.3,2436,-0.0115,0.0082,0.9414,0.0000,-25,95,2437,-0.0114,0.0105,0.9419,0.0000,-25,121,3696,0.0140,10.0957,0.1262,0.0000,2393,1,3698,0.0140,10.4407,0.1093,0.0000,2390,1
0.420,2.7,0.072,-0.592,-0.001,3247,1,169.2,2431,-0.0115,0.0219,-0.0209,0.0000,-60,127,2434,-0.0115,0.0210,-0.0209,0.0000,-62,150,3708,0.0143,9.7613,0.1577,0.0000,2404,1,3710,0.0143,9.9739,0.1503,0.0000,2402,1
0.440,2.9,0.308,-0.595,0.001,3353,1,176.1,2430,-0.0116,0.0071,-0.7259,0.0000,-109,69,2431,-0.0115,0.0048,-0.6548,0.0000,-108,98,3718,0.0145,7.1853,0.1931,0.0000,2415,1,3719,0.0145,8.7013,0.1920,0.0000,2411,1
0.460,3.2,0.381,-0.597,0.002,3478,1,202.6,2430,-0.0116,-0.0167,-0.8809,0.0000,-96,-23,2430,-0.0116,-0.0164,-0.8926,0.0000,-89,1,3725,0.0147,6.8153,0.2076,0.0000,2424,1,3725,0.0146,8.2281,0.2092,0.0000,2417,1
0.480,3.4,0.277,-0.598,0.003,3596,1,233.3,2431,-0.0115,-0.0053,-0.5680,0.0000,-41,-95,2428,-0.0116,-0.0033,-0.5600,0.0000,-46,-72,3730,0.0148,8.0689,0.1917,0.0000,2431,1,3727,0.0147,8.4668,0.1932,0.0000,2423,1
0.500,3.7,0.077,-0.598,0.002,3794,1,269.9,2432,-0.0115,0.0123,-0.0654,0.0000,-68,-115,2428,-0.0116,0.0104,-0.0366,0.0000,-75,-92,3732,0.0148,8.6211,0.1570,0.0000,2434,1,3729,0.0147,9.3232,0.1574,0.0000,2426,1
0.520,3.9,-0.108,-0.596,0.000,3975,1,319.2,2432,-0.0115,-0.0059,0.3483,0.0000,-103,-83,2430,-0.0116,-0.0059,0.3601,0.0000,-99,-62,3731,0.0148,7.7698,0.1193,0.0000,2436,1,3729,0.0147,8.0315,0.1185,0.0000,2429,1
0.540,4.2,-0.194,-0.594,-0.002,4262,1,373.1,2432,-0.0115,-0.0089,0.5099,0.0000,-58,-22,2432,-0.0115,-0.0074,0.5519,0.0000,-62,2,3728,0.0147,6.4881,0.0888,0.0000,2435,1,3728,0.0147,7.4503,0.0868,0.0000,2429,1
0.560,4.4,-0.152,-0.592,-0.003,4697,1,418.6,2432,-0.0115,0.0065,0.4002,0.0000,-61,36,2434,-0.0115,0.0046,0.4750,0.0000,-64,66,3724,0.0146,8.3087,0.0727,0.0000,2429,1,3726,0.0147,8.5207,0.0692,0.0000,2426,1
0.580,4.7,-0.012,-0.590,-0.003,5179,1,456.8,2432,-0.0115,-0.0007,0.1231,0.0000,-95,63,2435,-0.0115,-0.0005,0.1402,0.0000,-85,91,3720,0.0145,7.2021,0.0804,0.0000,2424,1,3723,0.0146,7.9523,0.0819,0.0000,2421,1
0.600,4.9,0.134,-0.588,-0.002,5680,1,481.9,2432,-0.0115,-0.0071,-0.1421,0.0000,-74,51,2436,-0.0114,-0.0052,-0.0995,0.0000,-75,80,3716,0.0145,8.7092,0.0891,0.0000,2418,1,3719,0.0145,9.0162,0.0825,0.0000,2416,1
0.620,5.2,0.225,-0.586,0.000,6176,1,492.1,2433,-0.0115,0.0014,-0.2888,0.0000,-60,11,2436,-0.0115,0.0000,-0.2879,0.0000,-62,37,3713,0.0144,9.4451,0.0989,0.0000,2412,1,3715,0.0144,9.6962,0.0989,0.0000,2410,1
0.640,5.4,0.230,-0.584,0.000,6656,1,495.0,2435,-0.0115,0.0008,-0.2819,0.0000,-85,-34,2435,-0.0115,0.0006,-0.2643,0.0000,-81,-9,3710,0.0143,9.9838,0.1066,0.0000,2408,1,3711,0.0143,10.4649,0.1102,0.0000,2405,1
0.660,5.7,0.159,-0.583,0.001,7123,1,476.7,2436,-0.0115,-0.0047,-0.1598,0.0000,-76,-62,2435,-0.0115,-0.0037,-0.1301,0.0000,-79,-37,3707,0.0143,9.0950,0.1045,0.0000,2405,1,3707,0.0142,9.8677,0.1066,0.0000,2401,1
0.680,5.9,0.062,-0.581,0.001,7399,1,-180.6,2436,-0.0114,-0.0004,-0.0105,0.0000,-63,-64,2435,-0.0115,-0.0022,0.1055,0.0000,-73,-24,3704,0.0142,9.9552,0.0929,0.0000,2401,1,3704,0.0142,10.2026,0.0940,0.0000,2398,1
0.700,6.2,-0.001,-0.580,0.000,7444,1,-180.7,2436,-0.0115,0.0004,0.0846,0.0000,-79,-45,2435,-0.0115,0.0000,0.1265,0.0000,-67,-6,3702,0.0141,8.7245,0.0878,0.0000,2402,1,3701,0.0141,9.2962,0.0886,0.0000,2399,1
0.720,6.4,-0.019,-0.580,0.000,7356,1,-180.5,2435,-0.0115,-0.0032,0.1136,0.0000,-78,-19,2435,-0.0115,0.0000,0.1208,0.0000,-76,14,3699,0.0141,8.4402,0.0858,0.0000,2404,1,3699,0.0141,9.0922,0.0861,0.0000,2401,1
0.740,6.7,-0.006,-0.579,-0.001,7460,1,-180.6,2435,-0.0115,-0.0016,0.0935,0.0000,-69,3,2435,-0.0115,-0.0022,0.0944,0.0000,-77,30,3697,0.0140,9.0410,0.0804,0.0000,2404,1,3698,0.0140,9.1821,0.0799,0.0000,2402,1
0.760,6.9,0.042,-0.579,-0.001,7430,1,-180.7,2434,-0.0115,0.0003,0.0316,0.0000,-70,13,2435,-0.0115,-0.0017,0.0586,0.0000,-70,40,3696,0.0140,7.9528,0.0813,0.0000,2407,1,3697,0.0140,8.4555,0.0815,0.0000,2405,1
0.780,7.2,0.094,-0.578,0.000,7422,1,503.8,2434,-0.0115,-0.0011,-0.0306,0.0000,-80,10,2435,-0.0115,-0.0005,-0.0281,0.0000,-72,32,3695,0.0140,8.1356,0.0853,0.0000,2410,1,3696,0.0140,8.3883,0.0855,0.0000,2408,1
0.800,7.4,0.134,-0.578,0.000,7481,1,502.8,2434,-0.0115,-0.0025,-0.0730,0.0000,-75,-3,2435,-0.0115,-0.0024,0.0510,0.0000,-86,39,3695,0.0140,7.9028,0.0867,0.0000,2412,1,3695,0.0140,8.1390,0.0869,0.0000,2410,1
0.820,7.7,0.146,-0.578,0.001,7563,1,499.9,2435,-0.0115,-0.0008,-0.0856,0.0000,-68,-19,2434,-0.0115,-0.0016,-0.0858,0.0000,-59,13,3695,0.0140,7.8078,0.0884,0.0000,2414,1,3694,0.0140,7.9617,0.0884,0.0000,2412,1
0.840,8.0,0.136,-0.578,0.001,7438,1,-180.7,2435,-0.0115,-0.0005,-0.0669,0.0000,-77,-31,2434,-0.0115,0.0010,-0.0005,0.0000,-78,8,3695,0.0140,7.1167,0.0906,0.0000,2418,1,3694,0.0140,7.2047,0.0903,0.0000,2416,1
0.860,8.2,0.106,-0.579,0.001,7352,1,-180.4,2435,-0.0115,-0.0023,-0.0300,0.0000,-80,-34,2434,-0.0115,-0.0025,-0.0273,0.0000,-80,-3,3695,0.0140,6.9267,0.0888,0.0000,2421,1,3694,0.0140,7.0539,0.0888,0.0000,2419,1
0.880,8.5,0.074,-0.579,0.001,7514,1,504.7,2435,-0.0115,-0.0012,0.0055,0.0000,-65,-29,2434,-0.0115,-0.0015,0.0060,0.0000,-68,-5,3696,0.0140,6.6499,0.0873,0.0000,2425,1,3695,0.0140,6.7302,0.0856,0.0000,2423,1
0.900,8.7,0.051,-0.579,0.000,7480,1,-180.7,2435,-0.0115,0.0000,0.0281,0.0000,-76,-18,2434,-0.0115,-0.0006,0.0796,0.0000,-79,12,3696,0.0140,6.6240,0.0817,0.0000,2426,1,3695,0.0140,6.6880,0.0818,0.0000,2425,1
0.920,9.0,0.060,-0.580,0.000,7457,1,-180.7,2434,-0.0115,-0.0023,0.0225,0.0000,-83,-8,2434,-0.0115,-0.0017,0.0514,0.0000,-72,22,3696,0.0140,6.0052,0.0817,0.0000,2433,1,3696,0.0140,6.0492,0.0813,0.0000,2432,1
0.940,9.2,0.077,-0.580,0.001,7425,1,-180.6,2434,-0.0115,-0.0019,0.0060,0.0000,-69,-3,2434,-0.0115,-0.0007,0.0052,0.0000,-72,19,3697,0.0140,5.0679,0.0794,0.0000,2446,1,3697,0.0140,5.0933,0.0782,0.0000,2445,1
0.960,9.5,0.102,-0.580,-0.001,7396,1,-180.5,2434,-0.0115,0.0001,-0.0080,0.0000,-70,-2,2433,-0.0115,-0.0018,0.0702,0.0000,-85,33,3697,0.0140,3.5339,0.0885,0.0000,2477,1,3696,0.0140,3.5430,0.1200,0.0000,2476,2
0.980,9.7,0.118,-0.579,-0.003,7368,2,517.5,2432,-0.0115,-0.0012,-0.0252,0.0000,-82,-7,2434,-0.0115,-0.0019,-0.0032,0.0000,-67,25,3696,0.0140,2.0993,0.0853,0.0000,2539,2,3698,0.0140,2.1323,0.1120,0.0000,2539,2
1.000,10.0,0.125,-0.579,-0.003,7407,2,514.5,2430,-0.0115,-0.0022,-0.0344,0.0000,-77,-13,2435,-0.0115,0.0001,-0.0156,0.0000,-74,15,3692,0.0139,1.9628,0.0803,0.0000,2598,2,3696,0.0140,2.0305,0.0804,0.0000,2595,3
1.020,10.3,0.122,-0.579,-0.008,7331,2,518.5,2429,-0.0116,-0.0011,-0.0177,0.0000,-75,-16,2434,-0.0115,-0.0014,-0.0106,0.0000,-83,6,3691,0.0139,3.0754,0.0923,0.0000,2559,2,3695,0.0140,3.1814,0.1478,0.0000,2554,3
1.040,10.5,0.102,-0.581,-0.014,7252,2,523.3,2425,-0.0117,-0.0007,-0.0025,0.0000,-72,-14,2437,-0.0114,-0.0020,0.0007,0.0000,-74,3,3688,0.0138,5.2554,0.0860,0.0000,2462,1,3698,0.0141,5.3796,0.1065,0.0000,2464,1
1.060,10.8,0.083,-0.581,-0.016,7158,2,529.3,2420,-0.0117,-0.0010,0.0037,0.0000,-75,-10,2440,-0.0114,-0.0008,0.0067,0.0000,-71,3,3687,0.0138,7.5381,0.0739,0.0000,2415,1,3703,0.0142,7.6531,0.0731,0.0000,2424,1
1.080,11.0,0.079,-0.583,-0.020,7339,2,518.2,2419,-0.0118,-0.0017,0.0093,0.0000,-77,-5,2442,-0.0113,-0.0010,0.0210,0.0000,-76,7,3688,0.0138,9.1460,0.0746,0.0000,2397,0,3707,0.0142,9.2336,0.1224,0.0000,2407,1
1.100,11.3,0.072,-0.584,-0.021,7418,2,517.8,2416,-0.0118,-0.0011,0.0062,0.0000,-68,-2,2445,-0.0113,-0.0017,0.0392,0.0000,-76,16,3689,0.0139,9.1104,0.0633,0.0000,2397,0,3712,0.0144,9.2522,0.0702,0.0000,2411,0
1.120,11.5,0.086,-0.583,-0.018,7556,2,511.1,2416,-0.0118,-0.0007,-0.0161,0.0000,-75,-3,2447,-0.0113,-0.0021,0.0905,0.0000,-81,40,3691,0.0139,9.1139,0.0495,0.0000,2399,0,3716,0.0144,9.2590,0.1174,0.0000,2413,1
1.140,11.8,0.117,-0.584,-0.016,7524,2,-180.9,2419,-0.0118,-0.0016,-0.0376,0.0000,-77,-11,2446,-0.0113,-0.0010,-0.0045,0.0000,-61,28,3692,0.0139,8.5979,0.0525,0.0000,2402,0,3714,0.0144,8.7995,0.0638,0.0000,2414,0
1.160,12.0,0.123,-0.584,-0.012,7421,2,-180.6,2422,-0.0117,-0.0014,-0.0405,0.0000,-71,-19,2445,-0.0113,0.0001,-0.0249,0.0000,-75,12,3695,0.0140,8.5388,0.0527,0.0000,2405,0,3713,0.0144,8.5845,0.0537,0.0000,2415,0
1.180,12.3,0.105,-0.585,-0.008,7506,2,-180.6,2426,-0.0116,-0.0010,-0.0289,0.0000,-74,-24,2443,-0.0113,-0.0019,-0.0050,0.0000,-82,5,3698,0.0141,8.5154,0.0501,0.0000,2408,0,3713,0.0144,8.6355,0.0472,0.0000,2416,0
1.200,12.6,0.097,-0.586,-0.006,7377,2,-180.6,2429,-0.0116,-0.0014,-0.0145,0.0000,-76,-23,2440,-0.0114,-0.0016,0.0335,0.0000,-69,11,3704,0.0142,8.1010,0.0567,0.0000,2414,0,3713,0.0144,8.1477,0.0839,0.0000,2418,1
1.220,12.8,0.097,-0.587,-0.005,7332,2,518.6,2431,-0.0115,-0.0012,-0.0085,0.0000,-72,-19,2440,-0.0114,-0.0009,0.0457,0.0000,-77,21,3708,0.0143,7.8803,0.0600,0.0000,2418,0,3714,0.0144,7.9371,0.0756,0.0000,2422,1
1.240,13.1,0.094,-0.588,-0.002,7586,2,509.7,2432,-0.0115,-0.0011,-0.0089,0.0000,-74,-16,2439,-0.0114,-0.0011,-0.0075,0.0000,-69,11,3711,0.0143,8.0180,0.0572,0.0000,2421,0,3717,0.0145,8.1034,0.0617,0.0000,2423,0
1.260,13.3,0.096,-0.589,-0.001,7508,2,-180.7,2434,-0.0115,-0.0013,-0.0045,0.0000,-75,-12,2437,-0.0114,-0.0011,0.0259,0.0000,-79,15,3715,0.0144,7.7947,0.0611,0.0000,2425,0,3717,0.0145,7.9075,0.0656,0.0000,2425,0
1.280,13.6,0.097,-0.588,0.001,7379,2,-180.6,2435,-0.0115,-0.0013,-0.0058,0.0000,-74,-10,2437,-0.0114,-0.0016,0.0181,0.0000,-74,16,3716,0.0144,7.4258,0.0585,0.0000,2428,0,3717,0.0145,7.4654,0.0965,0.0000,2428,1
1.300,13.8,0.117,-0.589,0.001,7336,2,-180.4,2437,-0.0114,-0.0012,-0.0073,0.0000,-75,-9,2435,-0.0115,-0.0008,-0.0068,0.0000,-68,8,3715,0.0144,7.2407,0.0709,0.0000,2430,1,3714,0.0144,7.3060,0.2000,0.0000,2428,2
1.320,14.1,0.117,-0.590,0.001,7492,2,515.4,2436,-0.0114,-0.0013,-0.0027,0.0000,-75,-8,2435,-0.0115,-0.0010,0.0101,0.0000,-78,8,3718,0.0145,7.2302,0.0724,0.0000,2432,1,3716,0.0145,7.3329,0.0731,0.0000,2431,1
1.340,14.3,0.126,-0.591,-0.001,7471,2,-180.7,2436,-0.0115,-0.0012,-0.0010,0.0000,-73,-6,2435,-0.0115,-0.0018,0.0160,0.0000,-78,10,3718,0.0145,7.0734,0.0786,0.0000,2434,1,3718,0.0145,7.1395,0.1501,0.0000,2432,1
1.360,14.6,0.143,-0.593,-0.003,7423,2,-180.6,2434,-0.0115,-0.0014,-0.0068,0.0000,-78,-5,2436,-0.0115,-0.0014,0.0679,0.0000,-73,30,3720,0.0145,6.8957,0.0810,0.0000,2437,1,3721,0.0146,6.9480,0.0930,0.0000,2436,1
1.380,14.8,0.178,-0.593,-0.002,7336,2,-180.5,2432,-0.0115,-0.0015,-0.0286,0.0000,-75,-10,2437,-0.0114,-0.0020,0.1278,0.0000,-87,66,3721,0.0146,6.4708,0.0772,0.0000,2440,1,3725,0.0146,6.6473,0.1181,0.0000,2441,1
1.400,15.1,0.210,-0.591,0.001,7476,2,516.5,2433,-0.0115,-0.0009,-0.0467,0.0000,-69,-21,2436,-0.0115,-0.0009,-0.0179,0.0000,-53,37,3722,0.0146,6.6558,0.0795,0.0000,2442,1,3724,0.0146,6.7575,0.1120,0.0000,2442,1
1.420,15.3,0.222,-0.591,0.003,7456,2,-180.7,2435,-0.0115,-0.0010,-0.0458,0.0000,-77,-31,2434,-0.0115,0.0002,0.0001,0.0000,-78,22,3720,0.0145,6.5275,0.0878,0.0000,2442,1,3720,0.0145,6.5800,0.1156,0.0000,2441,1
1.440,15.6,0.209,-0.592,0.007,7408,2,-180.5,2436,-0.0115,-0.0016,-0.0378,0.0000,-77,-34,2432,-0.0115,-0.0022,0.0315,0.0000,-85,23,3722,0.0146,6.3777,0.0867,0.0000,2445,1,3719,0.0145,6.4138,0.1001,0.0000,2442,1
1.460,15.8,0.198,-0.593,0.010,7321,2,-180.5,2439,-0.0114,-0.0013,-0.0238,0.0000,-72,-33,2429,-0.0116,-0.0012,-0.0235,0.0000,-62,3,3725,0.0146,5.9818,0.0929,0.0000,2450,1,3717,0.0145,6.1432,0.1162,0.0000,2443,1
1.480,16.1,0.197,-0.594,0.016,7492,2,-180.8,2442,-0.0113,-0.0011,-0.0196,0.0000,-75,-28,2427,-0.0116,-0.0016,0.1375,0.0000,-95,52,3730,0.0148,5.9956,0.0919,0.0000,2454,1,3717,0.0145,6.1339,0.1321,0.0000,2445,1
1.500,16.4,0.217,-0.593,0.022,7368,2,-180.6,2446,-0.0113,-0.0014,-0.0244,0.0000,-77,-27,2423,-0.0117,-0.0013,-0.0093,0.0000,-51,27,3734,0.0149,5.9570,0.0969,0.0000,2458,1,3715,0.0144,6.0094,0.1496,0.0000,2446,1
1.520,16.6,0.225,-0.590,0.028,7352,2,519.8,2450,-0.0112,-0.0021,-0.0162,0.0000,-87,-24,2419,-0.0118,0.0004,-0.0156,0.0000,-74,9,3737,0.0149,5.8044,0.1041,0.0000,2463,1,3711,0.0143,5.8569,0.2732,0.0000,2445,3
1.540,16.9,0.227,-0.589,0.031,7434,2,-180.7,2456,-0.0111,-0.0011,-0.0038,0.0000,-57,-19,2415,-0.0118,-0.0020,0.0029,0.0000,-88,3,3736,0.0149,5.8244,0.1188,0.0000,2462,1,3702,0.0142,5.8670,0.1690,0.0000,2440,2
1.560,17.1,0.236,-0.590,0.031,7381,2,518.1,2457,-0.0111,-0.0002,0.0039,0.0000,-76,-12,2414,-0.0119,-0.0017,0.0327,0.0000,-68,12,3735,0.0149,5.6229,0.1315,0.0000,2465,1,3699,0.0141,5.6833,0.1747,0.0000,2442,2
1.580,17.4,0.254,-0.591,0.029,7371,2,520.1,2458,-0.0111,-0.0017,0.0063,0.0000,-83,-6,2413,-0.0119,-0.0008,0.0313,0.0000,-74,18,3737,0.0149,5.5317,0.1387,0.0000,2468,1,3701,0.0141,5.5826,0.1413,0.0000,2445,1
1.600,17.6,0.285,-0.592,0.024,7378,2,518.1,2456,-0.0111,-0.0020,0.0066,0.0000,-81,-1,2415,-0.0118,-0.0013,0.0319,0.0000,-75,23,3736,0.0149,5.3983,0.1507,0.0000,2470,2,3703,0.0142,5.4493,0.1971,0.0000,2448,2
1.620,17.9,0.328,-0.593,0.018,7394,2,517.4,2452,-0.0112,-0.0007,-0.0045,0.0000,-60,-1,2417,-0.0118,-0.0021,0.1103,0.0000,-89,58,3735,0.0149,5.3097,0.1594,0.0000,2471,2,3707,0.0142,5.3546,0.2113,0.0000,2453,2
1.640,18.1,0.372,-0.593,0.012,7441,2,514.7,2447,-0.0112,-0.0008,-0.0172,0.0000,-84,-7,2421,-0.0117,-0.0012,0.0199,0.0000,-57,42,3734,0.0148,5.0918,0.1672,0.0000,2475,2,3712,0.0144,5.1249,0.1746,0.0000,2461,2
1.660,18.4,0.388,-0.594,0.007,7489,2,512.0,2443,-0.0113,-0.0016,-0.0206,0.0000,-73,-14,2426,-0.0116,-0.0002,-0.0007,0.0000,-75,23,3731,0.0148,4.6926,0.1707,0.0000,2482,2,3717,0.0145,4.7175,0.1716,0.0000,2472,2
1.680,18.7,0.383,-0.595,0.005,7480,2,-180.7,2439,-0.0114,-0.0012,-0.0150,0.0000,-78,-16,2429,-0.0116,-0.0018,0.0160,0.0000,-85,17,3729,0.0148,4.1218,0.1727,0.0000,2496,2,3721,0.0146,4.1333,0.1751,0.0000,2490,2
1.700,18.9,0.371,-0.595,0.002,7474,2,-180.7,2438,-0.0114,-0.0014,-0.0031,0.0000,-77,-14,2430,-0.0116,-0.0013,-0.0007,0.0000,-67,6,3731,0.0148,3.3617,0.1748,0.0000,2523,3,3725,0.0146,3.3721,0.1774,0.0000,2519,3
1.720,19.2,0.352,-0.594,0.000,7457,3,-180.7,2435,-0.0115,-0.0010,0.0073,0.0000,-70,-8,2432,-0.0115,-0.0008,0.0082,0.0000,-77,3,3728,0.0147,2.4555,0.1738,0.0000,2570,4,3726,0.0147,2.4644,0.1803,0.0000,2568,4
1.740,19.5,0.343,-0.593,0.002,7339,3,-180.4,2433,-0.0115,-0.0017,0.0108,0.0000,-91,-1,2433,-0.0115,-0.0016,0.0309,0.0000,-83,14,3724,0.0146,1.8262,0.1702,0.0000,2636,5,3724,0.0146,1.8460,0.2358,0.0000,2634,7
1.760,19.7,0.367,-0.593,0.003,7346,3,519.4,2434,-0.0115,-0.0014,0.0062,0.0000,-67,2,2431,-0.0115,-0.0020,0.0733,0.0000,-86,39,3722,0.0146,1.6373,0.1740,0.0000,2685,6,3720,0.0145,1.6709,0.1960,0.0000,2678,7
1.780,20.0,0.400,-0.593,0.006,7363,3,517.4,2433,-0.0115,-0.0006,-0.0056,0.0000,-77,-1,2429,-0.0116,-0.0010,0.0428,0.0000,-65,40,3722,0.0146,1.8918,0.1766,0.0000,2669,6,3718,0.0145,1.9340,0.1833,0.0000,2660,6
1.800,20.3,0.438,-0.595,0.005,7262,3,523.7,2433,-0.0115,-0.0015,-0.0079,0.0000,-83,-5,2425,-0.0117,-0.0006,0.0046,0.0000,-76,22,3723,0.0146,2.4134,0.1880,0.0000,2607,5,3716,0.0145,2.4659,0.2584,0.0000,2597,6
1.820,20.6,0.453,-0.597,0.004,7169,3,529.5,2431,-0.0115,-0.0016,-0.0035,0.0000,-77,-7,2424,-0.0117,-0.0015,0.0198,0.0000,-82,18,3725,0.0147,2.9451,0.1966,0.0000,2561,4,3719,0.0145,2.9959,0.2451,0.0000,2553,5
1.840,20.8,0.466,-0.601,0.002,7083,3,534.9,2429,-0.0116,-0.0011,0.0017,0.0000,-73,-5,2423,-0.0117,-0.0016,0.0222,0.0000,-76,17,3728,0.0147,3.4724,0.2048,0.0000,2530,4,3723,0.0146,3.5268,0.2785,0.0000,2524,5
