Time_s,TestPhase,Distance_m,PosX,PosY,PosZ,Speed_Kmh,Accel_Long_G,Accel_Lat_G,Raw_Steer,Raw_Throttle,Raw_Brake,Clutch,Gear,RPM,Torque_Nm,Boost_Bar,Pitch,Roll,YawRate,Aero_DownN,Aero_DragN,FL_Load_N,FL_Travel_m,FL_DamperVel_ms,FL_Slip,FL_SlipDelta,FL_SlipAng_deg,FL_LatDelta,FL_WheelRPM,FL_LongForce_N,FL_LatForce_N,FL_ActBrakeTrq_Nm,FL_ABS_Active,FR_Load_N,FR_Travel_m,FR_DamperVel_ms,FR_Slip,FR_SlipDelta,FR_SlipAng_deg,FR_LatDelta,FR_WheelRPM,FR_LongForce_N,FR_LatForce_N,FR_ActBrakeTrq_Nm,FR_ABS_Active,RL_Load_N,RL_Travel_m,RL_DamperVel_ms,RL_Slip,RL_SlipDelta,RL_SlipAng_deg,RL_LatDelta,RL_WheelRPM,RL_LongForce_N,RL_LatForce_N,RL_ActBrakeTrq_Nm,RL_ABS_Active,RR_Load_N,RR_Travel_m,RR_DamperVel_ms,RR_Slip,RR_SlipDelta,RR_SlipAng_deg,RR_LatDelta,RR_WheelRPM,RR_LongForce_N,RR_LatForce_N,RR_ActBrakeTrq_Nm,RR_ABS_Active
133.5,3,12624.8,619.82,0.01,12699.49,0.8,-0.66,0.0,1.0,0.5,0.0,0.0,1,835,0.0,0.26,0.77,0.02,0.05,0,0,4977,0.0176,-0.051,0.712,0.612,-0.85,-6.32,10,-2571,-38,1755,1,4935,0.0169,-0.044,-0.103,0.003,-0.17,-6.99,-28,-1976,45,5850,0,3320,-0.0128,0.038,-0.956,0.856,-0.07,-7.09,8,-3327,-40,945,1,3265,-0.0134,0.045,-0.056,-0.044,-0.24,-6.92,-8,-2840,-39,3150,0
133.52,3,12624.8,619.82,0.01,12699.49,0.8,0.0,0.06,1.0,0.5,0.0,0.0,1,894,159.2,0.53,0.69,0.02,0.78,0,0,4904,0.0164,-0.056,0.016,-0.084,13.68,6.52,11,-2059,1173,0,0,4865,0.0158,-0.053,-2.49,2.39,15.97,8.81,-32,2080,1587,0,0,3402,-0.0118,0.049,-2.283,2.183,0.73,-6.43,-16,-2489,28,0,0,3351,-0.0124,0.051,-1.952,1.852,0.26,-6.9,-18,-297,13,0,0
133.54,3,12624.8,619.82,0.01,12699.5,0.7,-0.16,0.13,1.0,0.5,0.0,0.0,1,1032,210.7,0.62,0.61,0.04,2.18,0,0,4782,0.0146,-0.094,-0.094,-0.006,7.51,0.34,9,-1669,1865,0,0,4735,0.0139,-0.1,-1.324,1.224,7.17,0.01,-20,3603,2167,0,0,3550,-0.0101,0.087,-1.883,1.783,0.91,-6.25,-16,-484,97,0,0,3489,-0.0108,0.081,-0.918,0.818,0.76,-6.4,-10,1251,71,0,0
133.56,3,12624.8,619.83,0.02,12699.5,0.6,-0.21,0.15,1.0,0.5,0.0,0.0,1,1179,221.7,0.64,0.52,0.08,3.64,0,0,4640,0.0124,-0.109,-0.31,0.21,-0.23,-6.93,6,-1311,1907,0,0,4558,0.0111,-0.137,0.508,0.408,-3.62,-3.55,3,3448,2007,0,0,3734,-0.0079,0.108,-1.075,0.975,0.69,-6.47,-9,457,129,0,0,3625,-0.0092,0.08,-0.237,0.137,0.73,-6.43,-5,1999,103,0,0
133.58,3,12624.8,619.83,0.02,12699.5,0.5,-0.16,0.13,1.0,0.5,0.0,0.0,1,1335,233.3,0.66,0.42,0.11,4.72,0,0,4494,0.0101,-0.113,-0.511,0.411,-6.98,-0.18,3,-922,1367,0,0,4350,0.0079,-0.16,1.555,1.455,-12.41,5.25,21,1740,1264,0,0,3929,-0.0056,0.115,-0.659,0.559,0.51,-6.65,-5,738,125,0,0,3740,-0.0078,0.068,0.257,0.157,0.61,-6.55,-1,2371,104,0,0
133.6,3,12624.8,619.83,0.02,12699.51,0.5,-0.07,0.06,1.0,0.5,0.0,0.0,1,1498,245.5,0.67,0.33,0.14,5.07,0,0,4339,0.0078,-0.119,-0.614,0.514,-9.45,2.29,1,-584,558,0,0,4127,0.0045,-0.172,1.449,1.349,-15.94,8.78,26,-1023,46,0,0,4117,-0.0034,0.111,-0.489,0.389,0.41,-6.75,-3,752,105,0,0,3838,-0.0067,0.058,0.586,0.486,0.26,-6.9,3,2416,74,0,0
133.62,3,12624.8,619.83,0.02,12699.51,0.5,0.02,-0.01,1.0,0.5,0.0,0.0,1,1669,253.1,0.69,0.25,0.14,4.68,0,0,4171,0.0052,-0.13,-0.642,0.542,-8.79,1.63,0,-256,-218,0,0,3907,0.0011,-0.169,0.615,0.515,-14.02,6.86,18,-2316,-963,0,0,4280,-0.0015,0.096,-0.433,0.333,-0.17,-6.99,-2,581,47,0,0,3935,-0.0055,0.057,0.689,0.589,-0.15,-7.01,4,2356,25,0,0
133.64,3,12624.8,619.83,0.02,12699.51,0.5,0.08,-0.06,1.0,0.5,0.0,0.02,1,1841,260.4,0.72,0.16,0.13,3.78,0,0,3983,0.0023,-0.144,-0.541,0.441,-4.41,-2.75,0,142,-625,0,0,3707,-0.002,-0.154,-0.417,0.317,-8.84,1.68,5,-1821,-1520,0,0,4407,0.0,0.074,-0.378,0.278,-0.36,-6.8,1,279,-8,0,0,4046,-0.0042,0.065,0.583,0.483,-0.28,-6.88,3,2338,-16,0,0
133.66,3,12624.8,619.84,0.02,12699.51,0.6,0.22,-0.08,1.0,0.5,0.0,0.12,1,1946,265.2,0.73,0.09,0.08,2.45,0,0,3780,-0.0008,-0.156,-0.242,0.142,2.49,-4.67,1,1096,-584,0,0,3540,-0.0045,-0.129,-0.568,0.468,1.2,-5.96,-2,711,-1542,0,0,4488,0.001,0.048,-0.208,0.108,-1.08,-6.08,0,1782,-65,0,0,4174,-0.0027,0.076,-0.205,0.105,-1.27,-5.89,0,2619,-80,0,0
133.68,3,12624.8,619.84,0.02,12699.52,0.8,0.3,-0.06,1.0,0.5,0.0,0.15,1,1985,266.9,0.73,0.01,0.03,1.74,0,0,3566,-0.0041,-0.165,-0.143,0.043,8.64,1.48,3,1316,-141,0,0,3402,-0.0067,-0.106,-0.125,0.025,9.68,2.52,1,1453,-1009,0,0,4537,0.0015,0.028,-0.346,0.246,-1.34,-5.82,4,2630,-172,0,0,4323,-0.001,0.088,-0.051,-0.049,-1.49,-5.67,-1,3087,-190,0,0
