Time_s,TestPhase,Distance_m,PosX,PosY,PosZ,Speed_Kmh,Accel_Long_G,Accel_Lat_G,Raw_Steer,Raw_Throttle,Raw_Brake,Clutch,Gear,RPM,Torque_Nm,Boost_Bar,Pitch,Roll,YawRate,Aero_DownN,Aero_DragN,FL_Load_N,FL_Travel_m,FL_DamperVel_ms,FL_Slip,FL_SlipDelta,FL_SlipAng_deg,FL_LatDelta,FL_WheelRPM,FL_LongForce_N,FL_LatForce_N,FL_ActBrakeTrq_Nm,FL_ABS_Active,FR_Load_N,FR_Travel_m,FR_DamperVel_ms,FR_Slip,FR_SlipDelta,FR_SlipAng_deg,FR_LatDelta,FR_WheelRPM,FR_LongForce_N,FR_LatForce_N,FR_ActBrakeTrq_Nm,FR_ABS_Active,RL_Load_N,RL_Travel_m,RL_DamperVel_ms,RL_Slip,RL_SlipDelta,RL_SlipAng_deg,RL_LatDelta,RL_WheelRPM,RL_LongForce_N,RL_LatForce_N,RL_ActBrakeTrq_Nm,RL_ABS_Active,RR_Load_N,RR_Travel_m,RR_DamperVel_ms,RR_Slip,RR_SlipDelta,RR_SlipAng_deg,RR_LatDelta,RR_WheelRPM,RR_LongForce_N,RR_LatForce_N,RR_ActBrakeTrq_Nm,RR_ABS_Active
127.26,2,12354.2,619.66,-0.08,12428.88,384.6,0.02,0.01,0.0,0.0,1.0,1.0,6,6625,942.6,2.36,-1.28,0.0,-0.29,33256,6284,7807,0.0611,0.0,0.007,-0.093,-0.08,-7.08,2705,1048,-117,0,0,7815,0.0612,-0.001,0.007,-0.093,0.1,-7.06,2705,1043,159,0,0,17122,0.135,-0.003,0.012,-0.088,0.02,-7.14,2716,2489,51,0,0,17167,0.1351,-0.004,0.014,-0.086,0.05,-7.11,2711,2808,121,0,0
127.28,2,12356.3,619.66,-0.08,12431.01,383.6,-1.47,0.0,0.0,0.0,1.0,1.0,6,6126,532.9,1.57,-1.24,0.0,-0.17,33254,6247,7804,0.0611,-0.002,-0.092,-0.008,-0.05,-7.12,2421,-7577,-58,5850,0,7809,0.0611,-0.005,-0.092,-0.008,0.12,-7.04,2421,-7597,158,5850,0,17158,0.1351,0.005,-0.036,-0.064,0.0,-7.16,2577,-6495,10,3150,0,17184,0.1352,0.003,-0.036,-0.064,-0.06,-7.1,2577,-6466,-136,3150,0
127.3,2,12358.4,619.66,-0.08,12433.13,381.9,-2.36,-0.01,0.0,0.0,1.0,1.0,6,5903,136.9,0.86,-1.14,0.0,-0.12,33342,6188,7883,0.0623,0.061,-0.119,0.019,-0.04,-7.12,2329,-8230,-47,5850,0,7883,0.0623,0.057,-0.12,0.02,0.1,-7.06,2329,-8213,114,5850,0,16833,0.1341,-0.049,-0.054,-0.046,-0.07,-7.1,2515,-8588,-138,3150,0,16833,0.1341,-0.052,-0.053,-0.047,0.01,-7.15,2514,-8480,13,3150,0
127.32,2,12360.6,619.66,-0.08,12435.24,380.1,-2.58,0.0,0.0,0.0,1.0,1.0,6,5800,-274.0,0.2,-1.01,0.01,-0.21,33498,6123,8057,0.065,0.134,-0.118,0.018,-0.11,-7.05,2322,-8387,-129,5850,0,8053,0.0649,0.131,-0.118,0.018,0.09,-7.07,2322,-8380,105,5850,0,16115,0.132,-0.107,-0.073,-0.027,-0.02,-7.14,2453,-10068,-40,3150,0,16095,0.1319,-0.11,-0.072,-0.028,0.05,-7.12,2452,-10039,86,3150,0
127.34,2,12362.7,619.67,-0.08,12437.34,378.1,-2.76,-0.01,0.0,0.0,1.0,1.0,6,5694,-271.1,0.2,-0.88,0.0,-0.01,33627,6054,8302,0.0687,0.188,-0.124,0.024,-0.11,-7.05,2321,-8654,-125,1755,1,8291,0.0686,0.183,-0.124,0.024,0.19,-6.97,2320,-8646,218,1755,1,15403,0.1294,-0.129,-0.093,-0.007,-0.07,-7.1,2391,-11085,-120,3150,0,15389,0.1292,-0.135,-0.093,-0.007,-0.06,-7.11,2391,-11074,-104,3150,0
127.36,2,12364.7,619.67,-0.09,12439.43,376.1,-2.84,0.0,0.0,0.0,1.0,1.0,6,5641,-268.5,0.2,-0.74,-0.01,-0.12,33762,5985,8583,0.073,0.216,-0.117,0.017,-0.14,-7.02,2301,-8860,-167,5850,0,8580,0.073,0.223,-0.118,0.018,0.11,-7.06,2300,-8865,128,5850,0,15199,0.127,-0.12,-0.104,0.004,0.02,-7.15,2349,-11446,24,3150,0,15196,0.1269,-0.113,-0.104,0.004,0.03,-7.13,2349,-11433,45,3150,0
127.38,2,12366.8,619.67,-0.09,12441.51,374.1,-2.9,0.01,0.0,0.0,1.0,1.0,6,5562,-266.6,0.2,-0.64,-0.01,0.05,33769,5917,8880,0.0776,0.228,-0.126,0.026,-0.01,-7.16,2289,-9211,-9,1755,1,8890,0.0778,0.238,-0.125,0.025,0.3,-6.86,2289,-9203,366,1755,1,15012,0.1248,-0.11,-0.113,0.013,-0.07,-7.09,2317,-11675,-112,3150,0,15025,0.1249,-0.1,-0.113,0.013,-0.05,-7.12,2317,-11671,-74,3150,0
127.4,2,12368.9,619.67,-0.09,12443.57,372.0,-2.96,0.0,0.0,0.0,1.0,1.0,6,5533,-265.6,0.2,-0.56,-0.02,0.17,33664,5849,9138,0.0816,0.198,-0.122,0.022,-0.04,-7.12,2285,-9403,-51,1755,1,9159,0.0819,0.207,-0.124,0.024,0.1,-7.06,2284,-9442,125,1755,1,14903,0.1235,-0.064,-0.115,0.015,-0.06,-7.1,2296,-11721,-97,3150,0,14931,0.1238,-0.055,-0.115,0.015,0.0,-7.16,2300,-11728,-1,3150,0
127.42,2,12370.9,619.67,-0.09,12445.63,369.9,-3.01,-0.01,0.0,0.0,1.0,1.0,6,5516,-264.4,0.2,-0.49,-0.02,0.15,33550,5780,9353,0.0849,0.166,-0.119,0.019,-0.19,-6.97,2261,-9567,-249,5850,0,9398,0.0856,0.183,-0.118,0.018,0.06,-7.1,2262,-9607,82,5850,0,14854,0.1229,-0.029,-0.115,0.015,-0.06,-7.11,2289,-11718,-93,3150,0,14913,0.1236,-0.011,-0.112,0.012,0.05,-7.11,2285,-11670,83,3150,0
127.44,2,12373.0,619.67,-0.09,12447.67,367.7,-3.03,-0.01,0.0,0.0,1.0,1.0,6,5483,-263.0,0.2,-0.43,-0.01,0.26,33383,5712,9571,0.0882,0.167,-0.12,0.02,-0.14,-7.03,2244,-9779,-179,5850,0,9606,0.0888,0.16,-0.119,0.019,0.12,-7.04,2245,-9796,162,5850,0,14832,0.1227,-0.013,-0.113,0.013,-0.05,-7.11,2275,-11680,-82,3150,0,14879,0.1232,-0.02,-0.114,0.014,-0.05,-7.12,2278,-11695,-79,3150,0
