Time,Steer,Throttle,Brake,Clutch,PosY,RotX,RotY,RotZ,AngularVel_Mag,FL_Grounded,FL_SuspLen,FL_NormLoad,FL_LongSlip,FL_SlipAngle,FR_Grounded,FR_SuspLen,FR_NormLoad,FR_LongSlip,FR_SlipAngle,RL_Grounded,RL_SuspLen,RL_NormLoad,RL_LongSlip,RL_SlipAngle,RR_Grounded,RR_SuspLen,RR_NormLoad,RR_LongSlip,RR_SlipAngle
0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.020,0.000,0.000,0.000,0.000,2.996,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.040,0.000,0.000,0.000,0.000,2.988,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.060,0.000,0.000,0.000,0.000,2.976,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.080,0.000,0.000,0.000,0.000,2.961,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.100,0.000,0.000,0.000,0.000,2.941,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.120,0.000,0.000,0.000,0.000,2.918,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.140,0.000,0.000,0.000,0.000,2.890,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.160,0.000,0.000,0.000,0.000,2.859,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.180,0.000,0.000,0.000,0.000,2.823,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.200,0.000,0.000,0.000,0.000,2.784,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.220,0.000,0.000,0.000,0.000,2.741,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.240,0.000,0.000,0.000,0.000,2.694,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.260,0.000,0.000,0.000,0.000,2.643,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.280,0.000,0.000,0.000,0.000,2.588,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.300,0.000,0.000,0.000,0.000,2.529,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.320,0.000,0.000,0.000,0.000,2.466,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.340,0.000,0.000,0.000,0.000,2.400,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.360,0.000,0.000,0.000,0.000,2.329,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.380,0.000,0.000,0.000,0.000,2.254,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.400,0.000,0.000,0.000,0.000,2.176,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.420,0.000,0.000,0.000,0.000,2.094,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.440,0.000,0.000,0.000,0.000,2.007,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.460,0.000,0.000,0.000,0.000,1.917,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.480,0.000,0.000,0.000,0.000,1.823,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.500,0.000,0.000,0.000,0.000,1.725,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.520,0.000,0.000,0.000,0.000,1.623,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.540,0.000,0.000,0.000,0.000,1.517,0.000,0.000,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000,False,0.700,0.0,0.000,0.000
0.560,0.000,0.000,0.000,0.000,1.407,0.000,0.000,0.000,0.000,True,0.673,10646.2,0.000,0.000,True,0.673,10646.2,0.000,0.000,True,0.673,10646.2,0.000,0.000,True,0.673,10646.2,0.000,0.000
0.580,0.000,0.000,0.000,0.000,1.296,0.000,0.000,0.000,0.000,True,0.567,14315.7,0.089,0.000,True,0.567,14315.7,0.089,0.000,True,0.567,14292.4,0.100,0.000,True,0.567,14292.4,0.100,0.000
0.600,0.000,0.000,0.000,0.000,1.195,359.975,0.001,-0.001,0.022,True,0.477,16524.9,-0.783,0.000,True,0.477,16527.0,-0.785,0.000,True,0.476,16777.9,-0.787,0.000,True,0.476,16780.0,-0.787,0.000
0.620,0.000,0.000,0.000,0.000,1.106,359.981,0.000,0.000,0.005,True,0.402,17929.0,0.122,0.000,True,0.402,17927.8,0.123,0.000,True,0.400,17911.3,0.122,0.000,True,0.400,17910.2,0.121,0.000
0.640,0.000,0.000,0.000,0.000,1.033,359.965,0.000,0.000,0.014,True,0.342,18159.2,-0.742,0.000,True,0.342,18160.8,-0.741,0.000,True,0.340,18343.7,-0.742,0.000,True,0.340,18345.4,-0.742,0.000
0.660,0.000,0.000,0.000,0.000,0.974,359.975,0.000,0.000,0.009,True,0.300,29815.2,0.080,0.000,True,0.300,29810.4,0.080,0.000,True,0.300,29343.4,0.080,0.000,True,0.300,29338.6,0.080,0.000
0.680,0.000,0.000,0.000,0.000,0.932,359.988,0.000,0.000,0.011,True,0.300,23921.7,-0.784,0.000,True,0.300,23918.7,-0.784,0.000,True,0.300,23822.4,-0.784,0.000,True,0.300,23819.4,-0.784,0.000
0.700,0.000,0.000,0.000,0.000,0.913,0.010,-0.001,0.001,0.019,True,0.300,16757.1,0.121,0.000,True,0.300,16752.4,0.121,0.000,True,0.300,16282.7,0.121,0.000,True,0.300,16277.9,0.121,0.000
0.720,0.000,0.000,0.000,0.000,0.911,0.004,0.000,0.000,0.005,True,0.300,11764.2,-0.595,0.000,True,0.300,11767.3,-0.595,0.000,True,0.300,11739.0,-0.597,0.000,True,0.300,11742.2,-0.597,0.000
0.740,0.000,0.000,0.000,0.000,0.919,0.015,0.000,0.000,0.010,True,0.300,7618.1,0.092,0.000,True,0.300,7616.3,0.092,0.000,True,0.300,7393.5,0.099,0.000,True,0.300,7391.7,0.099,0.000
0.760,0.000,0.000,0.000,0.000,0.933,0.011,0.000,0.000,0.004,True,0.316,5893.0,-0.257,0.000,True,0.316,5894.6,-0.257,0.000,True,0.317,5896.8,-0.244,0.000,True,0.317,5898.4,-0.244,0.000
0.780,0.000,0.000,0.000,0.000,0.949,0.016,0.000,0.000,0.005,True,0.335,4670.8,0.115,0.000,True,0.335,4670.9,0.115,0.000,True,0.336,4586.7,0.132,0.000,True,0.336,4586.7,0.132,0.000
0.800,0.000,0.000,0.000,0.000,0.967,0.013,0.000,0.000,0.002,True,0.354,3591.0,-0.116,0.000,True,0.354,3592.2,-0.116,0.000,True,0.355,3582.7,-0.106,0.000,True,0.355,3583.9,-0.107,0.000
0.820,0.000,0.000,0.000,0.000,0.986,0.016,0.000,0.000,0.003,True,0.373,2799.2,0.079,0.000,True,0.373,2799.5,0.079,0.000,True,0.373,2747.2,0.080,0.000,True,0.373,2747.5,0.080,0.000
0.840,0.000,0.000,0.000,0.000,1.004,0.013,0.000,0.000,0.003,True,0.390,2178.1,-0.053,0.000,True,0.390,2179.1,-0.053,0.000,True,0.390,2174.7,-0.052,0.000,True,0.390,2175.7,-0.052,0.000
0.860,0.000,0.000,0.000,0.000,1.021,0.013,0.000,0.000,0.000,True,0.405,1789.5,0.028,0.000,True,0.405,1790.0,0.028,0.000,True,0.406,1770.2,0.027,0.000,True,0.406,1770.6,0.027,0.000
0.880,0.000,0.000,0.000,0.000,1.035,0.011,0.000,0.000,0.002,True,0.418,1559.6,-0.007,0.000,True,0.418,1560.3,-0.007,0.000,True,0.418,1558.0,-0.006,0.000,True,0.418,1558.7,-0.006,0.000
0.900,0.000,0.000,0.000,0.000,1.048,0.009,0.000,0.000,0.002,True,0.429,1486.3,0.000,0.000,True,0.429,1486.7,0.000,0.000,True,0.429,1487.5,0.000,0.000,True,0.429,1488.0,0.000,0.000
0.920,0.000,0.000,0.000,0.000,1.058,0.007,0.000,0.000,0.002,True,0.437,1532.8,0.000,0.000,True,0.437,1533.1,0.000,0.000,True,0.437,1537.9,0.000,0.000,True,0.437,1538.3,0.000,0.000
0.940,0.000,0.000,0.000,0.000,1.066,0.005,0.000,0.000,0.002,True,0.443,1672.4,0.000,0.000,True,0.443,1672.6,0.000,0.000,True,0.443,1680.0,0.000,0.000,True,0.443,1680.2,0.000,0.000
0.960,0.000,0.000,0.000,0.000,1.072,0.003,0.000,0.000,0.001,True,0.447,1878.4,0.000,0.000,True,0.447,1878.5,0.000,0.000,True,0.447,1887.4,0.000,0.000,True,0.447,1887.4,0.000,0.000
0.980,0.000,0.000,0.000,0.000,1.076,0.002,0.000,0.000,0.001,True,0.449,2128.8,0.014,0.000,True,0.449,2128.8,0.014,0.000,True,0.449,2134.0,0.015,0.000,True,0.449,2134.0,0.016,0.000
1.000,0.000,0.000,0.000,0.000,1.078,0.000,0.000,0.000,0.002,True,0.449,2386.8,-0.062,0.000,True,0.449,2386.7,-0.062,0.000,True,0.449,2414.9,-0.061,0.000,True,0.449,2414.8,-0.061,0.000
1.020,0.000,0.000,0.000,0.000,1.079,0.001,0.000,0.000,0.001,True,0.449,2667.7,0.072,0.000,True,0.449,2667.4,0.072,0.000,True,0.449,2654.4,0.074,0.000,True,0.449,2654.1,0.074,0.000
1.040,0.000,0.000,0.000,0.000,1.078,-0.002,0.000,0.000,0.003,True,0.447,2890.5,-0.084,0.000,True,0.447,2890.5,-0.084,0.000,True,0.447,2920.9,-0.082,0.000,True,0.447,2920.9,-0.082,0.000
1.060,0.000,0.000,0.000,0.000,1.077,0.000,0.000,0.000,0.002,True,0.445,3151.1,0.091,0.000,True,0.445,3150.6,0.091,0.000,True,0.445,3131.2,0.094,0.000,True,0.445,3130.6,0.094,0.000
1.080,0.000,0.000,0.000,0.000,1.074,-0.003,0.000,0.000,0.003,True,0.442,3340.2,-0.102,0.000,True,0.442,3340.2,-0.102,0.000,True,0.442,3373.6,-0.099,0.000,True,0.442,3373.6,-0.099,0.000
1.100,0.000,0.000,0.000,0.000,1.072,0.000,0.000,0.000,0.003,True,0.439,3560.3,0.105,0.000,True,0.439,3559.7,0.105,0.000,True,0.439,3534.3,0.110,0.000,True,0.439,3533.6,0.110,0.000
1.120,0.000,0.000,0.000,0.000,1.069,-0.003,0.000,0.000,0.003,True,0.436,3689.5,-0.116,0.000,True,0.436,3689.6,-0.116,0.000,True,0.436,3724.2,-0.110,0.000,True,0.436,3724.2,-0.110,0.000
1.140,0.000,0.000,0.000,0.000,1.066,0.000,0.000,0.000,0.003,True,0.433,3850.4,0.114,0.000,True,0.433,3849.7,0.114,0.000,True,0.433,3819.7,0.121,0.000,True,0.433,3819.0,0.121,0.000
1.160,0.000,0.000,0.000,0.000,1.063,-0.003,0.000,0.000,0.003,True,0.431,3912.9,-0.125,0.000,True,0.431,3913.0,-0.125,0.000,True,0.430,3947.7,-0.117,0.000,True,0.430,3947.7,-0.117,0.000
1.180,0.000,0.000,0.000,0.000,1.060,0.001,0.000,0.000,0.003,True,0.428,4012.5,0.119,0.000,True,0.428,4011.8,0.119,0.000,True,0.428,3978.8,0.128,0.000,True,0.428,3978.2,0.128,0.000
1.200,0.000,0.000,0.000,0.000,1.058,-0.003,0.000,0.000,0.003,True,0.426,4015.3,-0.130,0.000,True,0.426,4015.5,-0.130,0.000,True,0.426,4049.5,-0.120,0.000,True,0.426,4049.7,-0.120,0.000
1.220,0.000,0.000,0.000,0.000,1.056,0.001,0.000,0.000,0.003,True,0.425,4063.2,0.120,0.000,True,0.425,4062.5,0.120,0.000,True,0.425,4028.2,0.130,0.000,True,0.425,4027.5,0.130,0.000
1.240,0.000,0.000,0.000,0.000,1.055,-0.002,0.000,0.000,0.003,True,0.423,4021.1,-0.130,0.000,True,0.423,4021.4,-0.130,0.000,True,0.423,4054.5,-0.120,0.000,True,0.423,4054.8,-0.120,0.000
1.260,0.000,0.000,0.000,0.000,1.053,0.002,0.000,0.000,0.003,True,0.423,4032.4,0.119,0.000,True,0.423,4031.8,0.119,0.000,True,0.423,3997.2,0.129,0.000,True,0.423,3996.7,0.129,0.000
1.280,0.000,0.000,0.000,0.000,1.053,-0.002,0.000,0.000,0.003,True,0.422,3962.9,-0.128,0.000,True,0.422,3963.2,-0.128,0.000,True,0.422,3995.5,-0.118,0.000,True,0.422,3995.8,-0.118,0.000
1.300,0.000,0.000,0.000,0.000,1.052,0.002,0.000,0.000,0.003,True,0.422,3953.8,0.117,0.000,True,0.422,3953.3,0.117,0.000,True,0.422,3919.3,0.126,0.000,True,0.422,3918.9,0.126,0.000
1.320,0.000,0.000,0.000,0.000,1.052,-0.002,0.000,0.000,0.003,True,0.422,3869.5,-0.124,0.000,True,0.422,3870.0,-0.124,0.000,True,0.422,3904.9,-0.115,0.000,True,0.422,3905.4,-0.115,0.000
1.340,0.000,0.000,0.000,0.000,1.052,0.002,0.000,0.000,0.003,True,0.422,3854.1,0.113,0.000,True,0.422,3853.8,0.113,0.000,True,0.422,3816.8,0.122,0.000,True,0.422,3816.4,0.122,0.000
1.360,0.000,0.000,0.000,0.000,1.052,-0.001,0.000,0.000,0.003,True,0.423,3768.8,-0.120,0.000,True,0.423,3769.3,-0.120,0.000,True,0.423,3803.9,-0.112,0.000,True,0.423,3804.5,-0.112,0.000
1.380,0.000,0.000,0.000,0.000,1.053,0.002,0.000,0.000,0.003,True,0.423,3761.4,0.111,0.000,True,0.423,3761.1,0.111,0.000,True,0.423,3725.3,0.119,0.000,True,0.423,3725.0,0.119,0.000
1.400,0.000,0.000,0.000,0.000,1.053,-0.001,0.000,0.000,0.003,True,0.424,3688.3,-0.117,0.000,True,0.424,3688.9,-0.117,0.000,True,0.424,3723.0,-0.110,0.000,True,0.424,3723.6,-0.110,0.000
1.420,0.000,0.000,0.000,0.000,1.054,0.002,0.000,0.000,0.003,True,0.424,3693.1,0.109,0.000,True,0.424,3692.8,0.109,0.000,True,0.424,3658.0,0.116,0.000,True,0.424,3657.8,0.116,0.000
1.440,0.000,0.000,0.000,0.000,1.054,-0.001,0.000,0.000,0.003,True,0.425,3634.1,-0.115,0.000,True,0.425,3634.6,-0.115,0.000,True,0.425,3668.5,-0.108,0.000,True,0.425,3669.0,-0.108,0.000
1.460,0.000,0.000,0.000,0.000,1.055,0.002,0.000,0.000,0.003,True,0.425,3651.4,0.107,0.000,True,0.425,3651.2,0.107,0.000,True,0.425,3617.0,0.114,0.000,True,0.425,3616.7,0.114,0.000
1.480,0.000,0.000,0.000,0.000,1.055,-0.001,0.000,0.000,0.003,True,0.426,3605.1,-0.114,0.000,True,0.426,3605.6,-0.114,0.000,True,0.426,3639.4,-0.107,0.000,True,0.426,3639.9,-0.107,0.000
1.500,0.000,0.000,0.000,0.000,1.056,0.002,0.000,0.000,0.003,True,0.426,3633.3,0.107,0.000,True,0.426,3633.0,0.107,0.000,True,0.426,3599.2,0.113,0.000,True,0.426,3598.9,0.113,0.000
1.520,0.000,0.000,0.000,0.000,1.056,-0.002,0.000,0.000,0.003,True,0.427,3596.7,-0.113,0.000,True,0.427,3597.2,-0.113,0.000,True,0.426,3631.0,-0.107,0.000,True,0.426,3631.5,-0.107,0.000
1.540,0.000,0.000,0.000,0.000,1.056,0.002,0.000,0.000,0.003,True,0.427,3632.8,0.107,0.000,True,0.427,3632.5,0.107,0.000,True,0.427,3598.7,0.113,0.000,True,0.427,3598.4,0.113,0.000
1.560,0.000,0.000,0.000,0.000,1.057,-0.002,0.000,0.000,0.003,True,0.427,3602.4,-0.114,0.000,True,0.427,3602.8,-0.114,0.000,True,0.427,3636.8,-0.107,0.000,True,0.427,3637.2,-0.107,0.000
1.580,0.000,0.000,0.000,0.000,1.057,0.002,0.000,0.000,0.003,True,0.427,3643.2,0.107,0.000,True,0.427,3642.9,0.107,0.000,True,0.427,3609.0,0.114,0.000,True,0.427,3608.6,0.114,0.000
1.600,0.000,0.000,0.000,0.000,1.057,-0.002,0.000,0.000,0.003,True,0.427,3615.8,-0.114,0.000,True,0.427,3616.2,-0.114,0.000,True,0.427,3650.0,-0.107,0.000,True,0.427,3650.4,-0.107,0.000
1.620,0.000,0.000,0.000,0.000,1.057,0.002,0.000,0.000,0.003,True,0.427,3657.3,0.108,0.000,True,0.427,3656.9,0.108,0.000,True,0.427,3624.4,0.114,0.000,True,0.427,3623.9,0.114,0.000
1.640,0.000,0.000,0.000,0.000,1.057,-0.002,0.000,0.000,0.003,True,0.427,3632.1,-0.114,0.000,True,0.427,3632.5,-0.115,0.000,True,0.427,3664.4,-0.108,0.000,True,0.427,3664.8,-0.108,0.000
1.660,0.000,0.000,0.000,0.000,1.057,0.002,0.000,0.000,0.003,True,0.427,3672.1,0.108,0.000,True,0.427,3671.7,0.108,0.000,True,0.427,3640.6,0.115,0.000,True,0.427,3640.1,0.115,0.000
1.680,0.000,0.000,0.000,0.000,1.057,-0.002,0.000,0.000,0.003,True,0.427,3647.5,-0.115,0.000,True,0.427,3647.9,-0.115,0.000,True,0.427,3678.8,-0.109,0.000,True,0.427,3679.1,-0.109,0.000
1.700,0.000,0.000,0.000,0.000,1.057,0.002,0.000,0.000,0.003,True,0.427,3685.5,0.109,0.000,True,0.427,3685.1,0.109,0.000,True,0.427,3654.6,0.115,0.000,True,0.427,3654.1,0.115,0.000
1.720,0.000,0.000,0.000,0.000,1.057,-0.002,0.000,0.000,0.003,True,0.427,3659.7,-0.115,0.000,True,0.427,3660.0,-0.115,0.000,True,0.427,3690.7,-0.109,0.000,True,0.427,3691.0,-0.109,0.000
1.740,0.000,0.000,0.000,0.000,1.057,0.002,0.000,0.000,0.003,True,0.427,3695.7,0.109,0.000,True,0.427,3695.3,0.109,0.000,True,0.427,3664.7,0.116,0.000,True,0.427,3664.3,0.116,0.000
1.760,0.000,0.000,0.000,0.000,1.057,-0.002,0.000,0.000,0.003,True,0.427,3668.0,-0.116,0.000,True,0.427,3668.3,-0.116,0.000,True,0.427,3699.1,-0.109,0.000,True,0.427,3699.4,-0.109,0.000
1.780,0.000,0.000,0.000,0.000,1.057,0.002,0.000,0.000,0.003,True,0.426,3702.2,0.110,0.000,True,0.426,3701.8,0.110,0.000,True,0.427,3671.0,0.116,0.000,True,0.427,3670.6,0.116,0.000
1.800,0.000,0.000,0.000,0.000,1.057,-0.002,0.000,0.000,0.003,True,0.427,3672.3,-0.116,0.000,True,0.427,3672.6,-0.116,0.000,True,0.426,3703.6,-0.110,0.000,True,0.426,3704.0,-0.110,0.000
1.820,0.000,0.000,0.000,0.000,1.056,0.002,0.000,0.000,0.003,True,0.426,3705.1,0.110,0.000,True,0.426,3704.7,0.110,0.000,True,0.426,3673.5,0.116,0.000,True,0.426,3673.0,0.116,0.000
1.840,0.000,0.000,0.000,0.000,1.056,-0.002,0.000,0.000,0.003,True,0.426,3673.2,-0.116,0.000,True,0.426,3673.6,-0.116,0.000,True,0.426,3705.1,-0.110,0.000,True,0.426,3705.5,-0.110,0.000
1.860,0.000,0.000,0.000,0.000,1.056,0.002,0.000,0.000,0.003,True,0.426,3705.3,0.110,0.000,True,0.426,3704.9,0.110,0.000,True,0.426,3673.1,0.116,0.000,True,0.426,3672.7,0.116,0.000
1.880,0.000,0.000,0.000,0.000,1.056,-0.002,0.000,0.000,0.003,True,0.426,3671.9,-0.116,0.000,True,0.426,3672.2,-0.116,0.000,True,0.426,3704.3,-0.109,0.000,True,0.426,3704.7,-0.109,0.000
1.900,0.000,0.000,0.000,0.000,1.056,0.002,0.000,0.000,0.003,True,0.426,3703.8,0.109,0.000,True,0.426,3703.4,0.109,0.000,True,0.426,3671.1,0.116,0.000,True,0.426,3670.7,0.116,0.000
1.920,0.000,0.000,0.000,0.000,1.056,-0.002,0.000,0.000,0.003,True,0.426,3669.3,-0.116,0.000,True,0.426,3669.7,-0.116,0.000,True,0.426,3702.2,-0.109,0.000,True,0.426,3702.6,-0.109,0.000
1.940,0.000,0.000,0.000,0.000,1.056,0.002,0.000,0.000,0.003,True,0.426,3701.3,0.109,0.000,True,0.426,3701.0,0.109,0.000,True,0.426,3668.3,0.116,0.000,True,0.426,3667.9,0.116,0.000
1.960,0.000,0.000,0.000,0.000,1.056,-0.002,0.000,0.000,0.003,True,0.426,3666.5,-0.116,0.000,True,0.426,3666.9,-0.116,0.000,True,0.426,3699.7,-0.109,0.000,True,0.426,3700.0,-0.109,0.000
1.980,0.000,0.000,0.000,0.000,1.056,0.002,0.000,0.000,0.003,True,0.426,3698.8,0.109,0.000,True,0.426,3698.4,0.109,0.000,True,0.426,3665.6,0.116,0.000,True,0.426,3665.2,0.116,0.000
2.000,0.000,0.000,0.000,0.000,1.056,-0.002,0.000,0.000,0.003,True,0.426,3663.9,-0.116,0.000,True,0.426,3664.4,-0.116,0.000,True,0.426,3697.3,-0.109,0.000,True,0.426,3697.7,-0.109,0.000
2.020,0.000,0.000,0.000,0.000,1.056,0.002,0.000,0.000,0.003,True,0.426,3696.6,0.109,0.000,True,0.426,3696.2,0.109,0.000,True,0.426,3663.3,0.116,0.000,True,0.426,3662.9,0.116,0.000
2.040,0.000,0.000,0.000,0.000,1.056,-0.002,0.000,0.000,0.003,True,0.426,3662.0,-0.116,0.000,True,0.426,3662.4,-0.116,0.000,True,0.426,3695.4,-0.109,0.000,True,0.426,3695.7,-0.109,0.000
2.060,0.000,0.000,0.000,0.000,1.056,0.002,0.000,0.000,0.003,True,0.426,3695.0,0.109,0.000,True,0.426,3694.7,0.109,0.000,True,0.426,3661.7,0.116,0.000,True,0.426,3661.3,0.116,0.000
2.080,0.000,0.000,0.000,0.000,1.056,-0.002,0.000,0.000,0.003,True,0.426,3660.8,-0.116,0.000,True,0.426,3661.2,-0.116,0.000,True,0.426,3694.1,-0.109,0.000,True,0.426,3694.5,-0.109,0.000
2.100,0.000,0.000,0.000,0.000,1.056,0.002,0.000,0.000,0.003,True,0.426,3694.1,0.109,0.000,True,0.426,3693.7,0.109,0.000,True,0.426,3660.8,0.116,0.000,True,0.426,3660.4,0.116,0.000
2.120,0.000,0.000,0.000,0.000,1.056,-0.002,0.000,0.000,0.003,True,0.426,3660.2,-0.116,0.000,True,0.426,3660.6,-0.116,0.000,True,0.426,3693.5,-0.109,0.000,True,0.426,3693.8,-0.109,0.000
2.140,0.000,1.000,0.000,0.000,1.056,0.002,0.000,0.000,0.003,True,0.426,3693.7,0.109,0.000,True,0.426,3693.4,0.109,0.000,True,0.426,3660.6,0.116,0.000,True,0.426,3660.2,0.116,0.000
2.160,0.000,1.000,0.000,0.000,1.056,-0.002,0.000,0.000,0.003,True,0.426,3660.2,-0.116,0.000,True,0.426,3660.6,-0.116,0.000,True,0.426,3693.3,-0.109,0.000,True,0.426,3693.7,-0.109,0.000
2.180,0.000,1.000,0.000,0.000,1.056,0.002,0.000,0.000,0.003,True,0.426,3693.8,0.109,0.000,True,0.426,3693.4,0.109,0.000,True,0.426,3660.7,0.116,0.000,True,0.426,3660.3,0.116,0.000
2.200,0.000,1.000,0.000,0.000,1.056,-0.002,0.000,0.000,0.003,True,0.426,3660.5,-0.116,0.000,True,0.426,3660.9,-0.116,0.000,True,0.426,3693.5,-0.109,0.000,True,0.426,3693.9,-0.109,0.000
2.220,0.000,1.000,0.000,0.000,1.056,0.002,0.000,0.000,0.003,True,0.426,3694.1,0.109,0.000,True,0.426,3693.7,0.109,0.000,True,0.426,3661.1,0.116,0.000,True,0.426,3660.7,0.116,0.000
2.240,0.000,1.000,0.000,0.000,1.056,-0.002,0.000,0.000,0.003,True,0.426,3660.9,-0.116,0.000,True,0.426,3661.3,-0.116,0.000,True,0.426,3693.9,-0.109,0.000,True,0.426,3694.3,-0.109,0.000
2.260,0.000,1.000,0.000,0.000,1.056,0.002,0.000,0.000,0.003,True,0.426,3694.5,0.109,0.000,True,0.426,3694.2,0.109,0.000,True,0.426,3661.6,0.116,0.000,True,0.426,3661.2,0.116,0.000
2.280,0.000,1.000,0.000,0.071,1.056,-0.002,0.000,0.000,0.003,True,0.426,3650.0,-0.062,0.000,True,0.426,3650.4,-0.062,0.000,True,0.426,3704.5,-0.060,0.000,True,0.426,3704.9,-0.060,0.000
2.300,0.000,1.000,0.000,0.109,1.056,-0.002,0.000,0.000,0.000,True,0.427,3624.6,0.147,0.000,True,0.427,3624.5,0.147,0.000,True,0.426,3728.9,0.153,0.000,True,0.426,3728.9,0.153,0.000
2.320,0.000,1.000,0.000,0.125,1.056,359.983,0.000,0.000,0.014,True,0.427,3523.2,-0.039,0.000,True,0.427,3524.7,-0.040,0.000,True,0.426,3822.3,-0.041,0.000,True,0.426,3823.7,-0.042,0.000
