Time_s,TestPhase,Distance_m,PosX,PosY,PosZ,Speed_Kmh,Accel_Long_G,Accel_Lat_G,Raw_Steer,Raw_Throttle,Raw_Brake,Clutch,Gear,RPM,Torque_Nm,Boost_Bar,Pitch,Roll,YawRate,Aero_DownN,Aero_DragN,FL_Load_N,FL_Travel_m,FL_DamperVel_ms,FL_Slip,FL_SlipDelta,FL_SlipAng_deg,FL_LatDelta,FL_WheelRPM,FL_LongForce_N,FL_LatForce_N,FL_ActBrakeTrq_Nm,FL_ABS_Active,FR_Load_N,FR_Travel_m,FR_DamperVel_ms,FR_Slip,FR_SlipDelta,FR_SlipAng_deg,FR_LatDelta,FR_WheelRPM,FR_LongForce_N,FR_LatForce_N,FR_ActBrakeTrq_Nm,FR_ABS_Active,RL_Load_N,RL_Travel_m,RL_DamperVel_ms,RL_Slip,RL_SlipDelta,RL_SlipAng_deg,RL_LatDelta,RL_WheelRPM,RL_LongForce_N,RL_LatForce_N,RL_ActBrakeTrq_Nm,RL_ABS_Active,RR_Load_N,RR_Travel_m,RR_DamperVel_ms,RR_Slip,RR_SlipDelta,RR_SlipAng_deg,RR_LatDelta,RR_WheelRPM,RR_LongForce_N,RR_LatForce_N,RR_ActBrakeTrq_Nm,RR_ABS_Active
56.26,4,2361.1,492.85,-0.08,3119.41,86.5,-0.11,-1.42,-0.4,1.0,0.0,1.0,2,6019,176.5,0.96,0.28,-3.27,-30.96,242,222,3499,0.034,0.008,-0.002,-0.098,-6.57,0.54,698,-56,-3061,0,0,7247,0.1203,-0.008,-0.001,-0.099,-5.89,-0.14,723,-93,-5767,0,0,2542,0.0215,0.01,-0.009,-0.091,-5.98,-0.05,731,305,-2144,0,0,6617,0.1078,-0.006,-0.032,-0.068,-6.04,0.01,738,-702,-5254,0,0
56.28,4,2361.6,492.66,-0.08,3119.85,86.3,-0.16,-1.45,-0.4,1.0,0.0,1.0,2,6079,218.8,1.2,0.28,-3.27,-30.78,240,221,3468,0.0341,0.007,0.038,-0.062,-20.26,14.23,682,368,-3259,0,0,7289,0.1199,-0.016,0.02,-0.08,-18.29,12.26,701,433,-6475,0,0,2506,0.0218,0.014,0.041,-0.059,-5.85,-0.18,696,458,-2091,0,0,6617,0.1076,-0.009,0.015,-0.085,-5.95,-0.08,702,-318,-5244,0,0
56.3,4,2362.1,492.47,-0.08,3120.29,86.2,-0.01,-1.43,-0.4,1.0,0.0,1.0,2,6391,251.5,1.39,0.27,-3.26,-31.22,238,220,3423,0.0341,0.001,0.004,-0.096,-20.26,14.23,660,90,-3198,0,0,7233,0.12,0.001,-0.007,-0.093,-18.35,12.32,684,-98,-6385,0,0,2576,0.0219,0.005,0.105,0.005,-5.82,-0.21,775,1813,-1759,0,0,6693,0.1077,0.005,0.057,-0.043,-5.92,-0.11,766,2813,-4941,0,0
56.32,4,2362.5,492.28,-0.08,3120.73,86.3,0.15,-1.37,-0.4,1.0,0.0,1.0,2,6524,279.9,1.54,0.25,-3.23,-32.04,237,221,3425,0.0341,-0.003,-0.005,-0.095,-20.27,14.24,655,-34,-3196,0,0,7073,0.1194,-0.029,-0.005,-0.095,-18.39,12.36,685,-126,-6253,0,0,2722,0.0226,0.037,0.131,0.031,-5.9,-0.13,749,2006,-1795,0,0,6738,0.108,0.011,0.085,-0.015,-5.94,-0.1,741,3087,-4906,0,0
56.34,4,2363.0,492.08,-0.08,3121.17,86.3,0.2,-1.35,-0.4,0.0,0.0,1.0,2,6460,300.5,1.65,0.23,-3.21,-32.96,236,221,3396,0.0339,-0.007,-0.005,-0.095,-20.34,14.31,654,-55,-3170,0,0,6965,0.1185,-0.046,-0.005,-0.095,-18.4,12.37,686,-120,-6168,0,0,2823,0.0237,0.051,0.1,0.0,-6.0,-0.03,794,2049,-1883,0,0,6809,0.1082,0.012,0.053,-0.047,-6.04,0.01,788,2867,-5042,0,0
56.36,4,2363.5,491.88,-0.08,3121.6,86.4,0.21,-1.35,-0.4,0.0,0.0,1.0,2,6416,210.5,1.59,0.2,-3.18,-33.77,233,221,3362,0.0338,-0.007,-0.006,-0.094,-20.33,14.3,654,-58,-3139,0,0,6887,0.1175,-0.05,-0.006,-0.094,-18.33,12.3,687,-125,-6107,0,0,2895,0.0248,0.055,0.111,0.011,-6.05,0.02,778,2225,-1843,0,0,6883,0.1084,0.012,0.055,-0.045,-5.98,-0.05,766,3222,-4999,0,0
56.38,4,2364.0,491.67,-0.08,3122.04,86.4,0.14,-1.38,-0.4,0.0,0.0,1.0,2,6289,-77.1,1.26,0.18,-3.16,-33.95,232,221,3364,0.0336,-0.01,-0.006,-0.094,-20.3,14.26,655,-57,-3141,0,0,6885,0.1166,-0.042,-0.005,-0.095,-18.35,12.32,688,-112,-6106,0,0,2886,0.0258,0.052,0.088,-0.012,-6.05,0.02,721,1853,-2072,0,0,6934,0.1088,0.02,0.044,-0.056,-6.17,0.14,717,2270,-5311,0,0
56.4,4,2364.5,491.46,-0.08,3122.47,86.3,-0.07,-1.43,-0.4,0.0,0.0,1.0,2,6040,-65.1,0.91,0.17,-3.15,-33.25,230,221,3394,0.0335,-0.007,-0.005,-0.095,-20.25,14.22,655,-50,-3169,0,0,7004,0.1161,-0.027,-0.004,-0.096,-18.31,12.28,687,-92,-6200,0,0,2768,0.0264,0.029,0.044,-0.056,-6.07,0.04,694,934,-2268,0,0,6919,0.109,0.009,0.013,-0.087,-6.14,0.11,699,239,-5515,0,0
56.42,4,2364.9,491.24,-0.08,3122.89,86.0,-0.31,-1.45,-0.4,0.35,0.0,1.0,2,5827,-64.3,0.68,0.17,-3.14,-32.34,230,219,3483,0.0336,0.008,-0.003,-0.097,-20.27,14.24,654,-34,-3247,0,0,7125,0.1161,0.001,-0.003,-0.097,-18.33,12.3,685,-69,-6294,0,0,2606,0.0263,-0.005,-0.007,-0.093,-5.99,-0.04,728,291,-2204,0,0,6749,0.1088,-0.012,-0.031,-0.069,-6.05,0.02,735,-756,-5355,0,0
56.44,4,2365.4,491.02,-0.08,3123.31,85.7,-0.3,-1.45,-0.4,1.0,0.0,1.0,2,5979,85.0,0.66,0.19,-3.14,-31.81,229,218,3549,0.034,0.02,-0.002,-0.098,-20.27,14.24,652,-28,-3305,0,0,7264,0.1164,0.015,-0.003,-0.097,-18.33,12.3,682,-76,-6402,0,0,2491,0.0258,-0.024,0.042,-0.058,-5.91,-0.12,690,483,-2084,0,0,6607,0.1082,-0.03,0.016,-0.084,-5.97,-0.06,697,-309,-5249,0,0
56.46,4,2365.9,490.79,-0.08,3123.73,85.4,-0.31,-1.44,-0.4,1.0,0.0,1.0,2,5943,170.1,0.82,0.21,-3.14,-31.51,229,216,3592,0.0345,0.022,-0.002,-0.098,-20.26,14.23,650,-28,-3344,0,0,7338,0.117,0.027,-0.003,-0.097,-18.33,12.3,680,-77,-6459,0,0,2435,0.0251,-0.032,-0.008,-0.092,-5.88,-0.15,723,321,-2043,0,0,6496,0.1076,-0.026,-0.032,-0.068,-5.95,-0.08,729,-690,-5139,0,0
56.48,4,2366.4,490.56,-0.08,3124.14,85.1,-0.31,-1.43,-0.4,1.0,0.0,1.0,2,5993,197.4,1.09,0.24,-3.14,-31.35,229,215,3611,0.0348,0.018,-0.002,-0.098,-20.23,14.2,647,-29,-3360,0,0,7417,0.1175,0.028,-0.003,-0.097,-18.33,12.29,678,-80,-6520,0,0,2374,0.0245,-0.033,0.042,-0.058,-5.83,-0.2,686,465,-1975,0,0,6415,0.1072,-0.023,0.016,-0.084,-5.89,-0.14,693,-307,-5081,0,0
56.5,4,2366.8,490.33,-0.08,3124.55,84.8,-0.3,-1.43,-0.4,1.0,0.0,1.0,2,6090,240.7,1.31,0.26,-3.16,-31.34,229,213,3600,0.0352,0.018,-0.003,-0.097,-20.21,14.18,645,-28,-3350,0,0,7454,0.1182,0.032,-0.004,-0.096,-18.22,12.19,675,-88,-6549,0,0,2351,0.0238,-0.035,0.091,-0.009,-5.76,-0.27,715,837,-1897,0,0,6369,0.1067,-0.022,0.061,-0.039,-5.85,-0.18,719,653,-5016,0,0
56.52,4,2367.3,490.09,-0.08,3124.96,84.8,0.0,-1.39,-0.4,1.0,0.0,1.0,2,6302,269.1,1.47,0.26,-3.16,-32.27,229,213,3539,0.0354,0.01,-0.005,-0.095,-20.11,14.08,644,-43,-3297,0,0,7324,0.1187,0.028,-0.006,-0.094,-18.23,12.2,674,-115,-6450,0,0,2493,0.0233,-0.023,0.11,0.01,-5.79,-0.24,765,1850,-1640,0,0,6437,0.1067,-0.004,0.058,-0.042,-5.86,-0.17,755,2886,-4707,0,0
56.54,4,2367.8,489.85,-0.08,3125.36,84.8,0.15,-1.36,-0.4,0.0,0.0,1.0,2,6430,293.8,1.6,0.25,-3.15,-33.39,228,213,3450,0.0353,-0.006,-0.006,-0.094,-20.0,13.97,643,-57,-3220,0,0,7154,0.1184,-0.016,-0.006,-0.094,-18.12,12.09,675,-129,-6319,0,0,2664,0.0238,0.025,0.134,0.034,-5.88,-0.15,737,1995,-1738,0,0,6583,0.107,0.015,0.086,-0.014,-5.96,-0.07,730,3063,-4787,0,0
56.56,4,2368.3,489.6,-0.08,3125.76,84.9,0.2,-1.35,-0.4,0.0,0.0,1.0,2,6343,205.8,1.55,0.23,-3.14,-34.49,226,213,3404,0.0351,-0.011,-0.006,-0.094,-19.95,13.92,643,-61,-3180,0,0,7022,0.1178,-0.032,-0.006,-0.094,-18.04,12.01,677,-131,-6218,0,0,2814,0.0247,0.043,0.104,0.004,-6.01,-0.02,782,2076,-1856,0,0,6730,0.1074,0.022,0.053,-0.047,-6.06,0.03,777,2869,-4983,0,0
56.58,4,2368.7,489.35,-0.08,3126.16,84.9,0.14,-1.38,-0.39,0.0,0.0,1.0,2,6181,-76.2,1.24,0.2,-3.13,-34.9,225,213,3385,0.0347,-0.017,-0.006,-0.094,-19.81,13.78,644,-64,-3164,0,0,6990,0.117,-0.036,-0.005,-0.095,-17.91,11.87,678,-121,-6195,0,0,2838,0.0256,0.047,0.058,-0.042,-6.07,0.04,752,1876,-2009,0,0,6826,0.108,0.028,0.01,-0.09,-6.12,0.09,748,2282,-5221,0,0
56.6,4,2369.2,489.09,-0.08,3126.55,84.7,-0.12,-1.43,-0.39,0.0,0.0,1.0,2,5762,-64.0,0.89,0.2,-3.12,-34.2,223,213,3421,0.0345,-0.009,-0.005,-0.095,-19.67,13.64,645,-55,-3197,0,0,7085,0.1166,-0.023,-0.004,-0.096,-17.8,11.77,678,-93,-6271,0,0,2732,0.0262,0.029,-0.019,-0.081,-6.0,-0.03,710,263,-2315,0,0,6817,0.1082,0.014,-0.041,-0.059,-6.1,0.07,719,-1092,-5389,0,0
56.62,4,2369.7,488.83,-0.08,3126.94,84.4,-0.31,-1.46,-0.39,0.0,0.0,1.0,2,5801,-63.1,0.67,0.2,-3.13,-33.44,222,211,3489,0.0346,0.003,-0.003,-0.097,-19.53,13.5,644,-38,-3258,0,0,7287,0.1169,0.016,-0.003,-0.097,-17.67,11.64,676,-78,-6431,0,0,2570,0.026,-0.011,0.045,-0.055,-5.99,-0.04,681,537,-2153,0,0,6775,0.1083,0.002,0.016,-0.084,-6.05,0.02,688,-290,-5386,0,0
56.64,4,2370.1,488.57,-0.08,3127.33,84.1,-0.3,-1.46,-0.38,0.9,0.0,1.0,2,5699,-63.4,0.51,0.22,-3.14,-32.96,222,210,3552,0.0349,0.015,-0.003,-0.097,-19.41,13.38,642,-35,-3316,0,0,7360,0.1174,0.028,-0.003,-0.097,-17.54,11.51,673,-84,-6489,0,0,2500,0.0255,-0.023,-0.008,-0.092,-5.95,-0.08,712,341,-2105,0,0,6680,0.1081,-0.01,-0.033,-0.067,-5.99,-0.04,719,-730,-5284,0,0
56.66,4,2370.6,488.3,-0.08,3127.71,83.8,-0.3,-1.45,-0.38,1.0,0.0,1.0,2,5859,126.6,0.55,0.24,-3.15,-32.69,222,208,3590,0.0352,0.016,-0.003,-0.097,-19.27,13.24,641,-35,-3350,0,0,7425,0.118,0.029,-0.003,-0.097,-17.43,11.4,672,-87,-6542,0,0,2422,0.0249,-0.029,0.043,-0.057,-5.9,-0.13,675,489,-2023,0,0,6577,0.1078,-0.016,0.016,-0.084,-5.93,-0.1,683,-330,-5213,0,0
56.68,4,2371.1,488.03,-0.08,3128.09,83.6,-0.3,-1.45,-0.38,1.0,0.0,1.0,2,5823,178.8,0.8,0.25,-3.16,-32.52,221,207,3579,0.0355,0.013,-0.003,-0.097,-19.12,13.08,639,-37,-3342,0,0,7471,0.1187,0.032,-0.004,-0.096,-17.27,11.24,670,-93,-6579,0,0,2414,0.0243,-0.031,-0.008,-0.092,-5.85,-0.18,707,341,-2021,0,0,6583,0.1075,-0.011,-0.032,-0.068,-5.88,-0.15,714,-711,-5180,0,0
56.7,4,2371.5,487.75,-0.08,3128.46,83.3,-0.29,-1.45,-0.38,1.0,0.0,1.0,2,5869,197.2,1.08,0.27,-3.17,-32.5,221,206,3641,0.0358,0.018,-0.003,-0.097,-18.93,12.9,637,-36,-3398,0,0,7520,0.1194,0.035,-0.004,-0.096,-17.16,11.13,668,-90,-6620,0,0,2374,0.0237,-0.03,0.044,-0.056,-5.83,-0.2,671,486,-1970,0,0,6491,0.1073,-0.012,0.016,-0.084,-5.85,-0.18,678,-327,-5121,0,0
56.72,4,2372.0,487.47,-0.08,3128.83,83.0,-0.28,-1.45,-0.37,1.0,0.0,1.0,2,5967,241.2,1.3,0.29,-3.18,-32.57,221,204,3632,0.0362,0.016,-0.003,-0.097,-18.8,12.77,636,-38,-3392,0,0,7516,0.1199,0.028,-0.004,-0.096,-16.98,10.95,666,-95,-6619,0,0,2383,0.0232,-0.025,0.094,-0.006,-5.78,-0.25,700,865,-1918,0,0,6467,0.107,-0.013,0.062,-0.038,-5.8,-0.23,704,647,-5077,0,0
56.74,4,2372.4,487.19,-0.08,3129.19,82.9,0.02,-1.41,-0.37,0.0,0.0,1.0,2,6171,270.3,1.47,0.29,-3.19,-33.59,221,204,3574,0.0363,0.008,-0.005,-0.095,-18.6,12.56,635,-53,-3342,0,0,7411,0.1203,0.019,-0.005,-0.095,-16.77,10.74,666,-129,-6541,0,0,2497,0.023,-0.012,0.113,0.013,-5.77,-0.26,750,1869,-1632,0,0,6535,0.107,-0.001,0.058,-0.042,-5.83,-0.2,740,2902,-4772,0,0
56.76,4,2372.9,486.9,-0.08,3129.55,83.0,0.16,-1.37,-0.36,0.0,0.0,1.0,2,6279,193.7,1.46,0.28,-3.18,-34.83,220,204,3462,0.0362,-0.007,-0.006,-0.094,-18.34,12.31,635,-66,-3245,0,0,7206,0.12,-0.016,-0.006,-0.094,-16.57,10.54,668,-141,-6385,0,0,2649,0.0234,0.022,0.137,0.037,-5.92,-0.11,722,1997,-1719,0,0,6648,0.1073,0.012,0.086,-0.014,-5.95,-0.09,714,3057,-4837,0,0
56.78,4,2373.4,486.61,-0.08,3129.91,83.0,0.15,-1.38,-0.35,0.0,0.0,1.0,2,6071,-72.1,1.17,0.26,-3.17,-35.66,220,204,3439,0.0358,-0.017,-0.006,-0.094,-18.05,12.02,636,-70,-3227,0,0,7088,0.1193,-0.033,-0.005,-0.095,-16.28,10.25,669,-132,-6298,0,0,2737,0.0241,0.034,0.095,-0.005,-6.02,-0.01,694,1874,-1901,0,0,6709,0.1076,0.018,0.046,-0.054,-6.02,-0.01,690,2368,-5088,0,0
56.8,4,2373.8,486.32,-0.08,3130.26,82.9,-0.04,-1.44,-0.35,0.0,0.0,1.0,2,5807,-63.4,0.85,0.25,-3.17,-35.43,218,204,3426,0.0356,-0.013,-0.005,-0.095,-17.74,11.71,637,-63,-3218,0,0,7205,0.1188,-0.027,-0.004,-0.096,-16.0,9.97,670,-110,-6394,0,0,2658,0.0247,0.029,0.046,-0.054,-6.01,-0.02,666,953,-2163,0,0,6791,0.1079,0.015,0.012,-0.088,-6.03,0.0,672,176,-5395,0,0
56.82,4,2374.3,486.02,-0.08,3130.61,82.6,-0.28,-1.46,-0.34,0.0,0.0,1.0,2,5602,-62.7,0.64,0.25,-3.17,-34.86,217,202,3503,0.0355,-0.004,-0.004,-0.096,-17.46,11.42,637,-47,-3289,0,0,7284,0.1189,0.005,-0.003,-0.097,-15.75,9.72,669,-86,-6460,0,0,2553,0.0246,-0.005,-0.006,-0.094,-5.98,-0.05,700,332,-2154,0,0,6696,0.108,0.004,-0.032,-0.068,-6.01,-0.02,708,-803,-5299,0,0
56.84,4,2374.7,485.71,-0.08,3130.95,82.4,-0.27,-1.46,-0.33,0.0,0.0,1.0,2,5654,-62.1,0.49,0.26,-3.17,-34.56,217,201,3519,0.0356,0.006,-0.003,-0.097,-17.17,11.14,636,-43,-3306,0,0,7313,0.119,0.008,-0.003,-0.097,-15.51,9.48,667,-94,-6486,0,0,2481,0.0243,-0.016,0.045,-0.055,-5.95,-0.08,663,525,-2074,0,0,6590,0.1077,-0.015,0.015,-0.085,-6.0,-0.03,671,-370,-5235,0,0
56.86,4,2375.2,485.41,-0.08,3131.29,82.1,-0.27,-1.46,-0.33,0.0,0.0,1.0,2,5563,-62.5,0.4,0.27,-3.18,-34.4,216,200,3522,0.0357,0.002,-0.003,-0.097,-16.84,10.81,635,-44,-3311,0,0,7365,0.1193,0.015,-0.003,-0.097,-15.22,9.19,666,-96,-6531,0,0,2446,0.0238,-0.023,-0.007,-0.093,-5.94,-0.09,695,367,-2056,0,0,6567,0.1075,-0.01,-0.034,-0.066,-5.95,-0.08,703,-746,-5192,0,0
