Time (s),Throttle,Engine RPM,Gear,Clutch Engaged,Trans Input RPM,Roller RPM,Load Torque (Nm)
11.32,1.00,6833,6,1.00,6833,2317,613.49
11.34,1.00,6833,6,1.00,6833,2317,613.49
11.36,1.00,6833,6,1.00,6833,2317,613.49
11.38,1.00,6833,6,1.00,6833,2317,613.49
11.40,1.00,6833,6,1.00,6833,2317,613.49
11.42,1.00,6833,6,1.00,6833,2317,613.49
11.44,1.00,6833,6,1.00,6833,2317,613.49
11.46,1.00,6833,6,1.00,6833,2317,613.49
11.48,1.00,6833,6,1.00,6833,2317,613.49
11.50,1.00,6833,6,1.00,6833,2317,613.49
11.52,1.00,6833,6,1.00,6833,2317,613.49
11.54,1.00,6833,6,1.00,6833,2317,613.49
11.56,1.00,6833,6,1.00,6833,2317,613.49
11.58,1.00,6833,6,1.00,6833,2317,613.49
11.60,1.00,6833,6,1.00,6833,2317,613.49
11.62,1.00,6833,6,1.00,6833,2317,613.49
11.64,1.00,6833,6,1.00,6833,2317,613.49
11.66,1.00,6833,6,1.00,6833,2317,613.49
11.68,1.00,6833,6,1.00,6833,2317,613.49
11.70,1.00,6833,6,1.00,6833,2317,613.49
11.72,1.00,6833,6,1.00,6833,2317,613.49
11.74,1.00,6833,6,1.00,6833,2317,613.49
11.76,1.00,6833,6,1.00,6833,2317,613.49
11.78,1.00,6833,6,1.00,6833,2317,613.49
11.80,1.00,6833,6,1.00,6833,2317,613.49
11.82,1.00,6833,6,1.00,6833,2317,613.49
11.84,1.00,6833,6,1.00,6833,2317,613.49
11.86,1.00,6833,6,1.00,6833,2317,613.49
11.88,1.00,6833,6,1.00,6833,2317,613.49
11.90,1.00,6833,6,1.00,6833,2317,613.49
11.92,1.00,6833,6,1.00,6833,2317,613.49
11.94,1.00,6833,6,1.00,6833,2317,613.49
11.96,1.00,6833,6,1.00,6833,2317,613.49
11.98,1.00,6833,6,1.00,6833,2317,613.49
12.00,1.00,6833,6,1.00,6833,2317,613.49
12.02,1.00,6833,6,1.00,6833,2317,613.49
