Time (s),Throttle,Engine RPM,Gear,Clutch Engaged,Trans Input RPM,Roller RPM,Load Torque (Nm)
10.68,1.00,5334,4,1.00,5335,1203,1191.60
10.70,1.00,5342,4,1.00,5343,1205,1190.71
10.72,1.00,5350,4,1.00,5351,1207,1189.82
10.74,1.00,5359,4,1.00,5359,1208,1188.92
10.76,1.00,5367,4,1.00,5367,1210,1188.03
10.78,1.00,5375,4,1.00,5375,1212,1187.14
10.80,1.00,5383,4,1.00,5383,1214,1186.25
10.82,1.00,5391,4,1.00,5392,1216,1185.35
10.84,1.00,5399,4,1.00,5400,1218,1184.47
10.86,1.00,5407,4,1.00,5408,1219,1183.59
10.88,1.00,5415,4,1.00,5416,1221,1182.70
10.90,1.00,5424,4,1.00,5424,1223,1181.82
10.92,1.00,5432,4,1.00,5432,1225,1180.94
10.94,1.00,5440,4,1.00,5440,1227,1180.06
10.96,1.00,5448,4,1.00,5449,1229,1179.17
10.98,1.00,5456,4,1.00,5457,1230,1178.31
11.00,1.00,5464,4,1.00,5465,1232,1177.44
11.02,1.00,5472,4,1.00,5473,1234,1176.57
11.04,1.00,5481,4,1.00,5481,1236,1175.69
11.06,1.00,5489,4,1.00,5489,1238,1174.82
11.08,1.00,5497,4,1.00,5497,1240,1173.95
11.10,1.00,5505,4,1.00,5505,1241,1173.06
11.12,1.00,5513,4,1.00,5514,1243,1172.19
11.14,1.00,5521,4,1.00,5522,1245,1171.33
11.16,1.00,5529,4,1.00,5530,1247,1170.46
11.18,1.00,5537,4,1.00,5538,1249,1169.59
11.20,1.00,5546,4,1.00,5546,1251,1168.71
11.22,1.00,5554,4,1.00,5554,1252,1167.84
11.24,1.00,5562,4,1.00,5562,1254,1166.97
11.26,1.00,5570,4,1.00,5571,1256,1166.08
11.28,1.00,5578,4,1.00,5579,1258,1165.22
11.30,1.00,5586,4,1.00,5587,1260,1164.35
11.32,1.00,5594,4,1.00,5595,1262,1163.48
11.34,1.00,5603,4,1.00,5603,1263,1162.61
11.36,1.00,5611,4,1.00,5611,1265,1161.75
11.38,1.00,5619,4,1.00,5619,1267,1160.86
11.40,1.00,5627,4,1.00,5628,1269,1159.98
11.42,1.00,5635,4,1.00,5636,1271,1159.13
11.44,1.00,5643,4,1.00,5644,1273,1158.25
11.46,1.00,5651,4,1.00,5652,1274,1157.38
11.48,1.00,5660,4,1.00,5660,1276,1156.52
11.50,1.00,5668,4,1.00,5668,1278,1155.64
11.52,1.00,5676,4,1.00,5676,1280,1154.75
11.54,1.00,5684,4,1.00,5684,1282,1153.88
11.56,1.00,5692,4,1.00,5693,1284,1153.02
11.58,1.00,5700,4,1.00,5701,1285,1152.15
11.60,1.00,5708,4,1.00,5709,1287,1151.28
11.62,1.00,5716,4,1.00,5717,1289,1150.40
11.64,1.00,5725,4,1.00,5725,1291,1149.52
11.66,1.00,5733,4,1.00,5733,1293,1148.65
11.68,1.00,5741,4,1.00,5741,1295,1147.78
11.70,1.00,5749,4,1.00,5750,1296,1146.92
11.72,1.00,5757,4,1.00,5758,1298,1146.04
11.74,1.00,5765,4,1.00,5766,1300,1145.17
11.76,1.00,5773,4,1.00,5774,1302,1144.30
11.78,1.00,5782,4,1.00,5782,1304,1143.42
11.80,1.00,5790,4,1.00,5790,1306,1142.54
11.82,1.00,5798,4,1.00,5798,1307,1141.67
11.84,1.00,5806,4,1.00,5806,1309,1140.81
11.86,1.00,5814,4,1.00,5815,1311,1139.94
11.88,1.00,5822,4,1.00,5823,1313,1139.06
11.90,1.00,5830,4,1.00,5831,1315,1138.18
11.92,1.00,5838,4,1.00,5839,1317,1137.32
11.94,1.00,5847,4,1.00,5847,1318,1136.44
11.96,1.00,5855,4,1.00,5855,1320,1135.57
11.98,1.00,5863,4,1.00,5863,1322,1134.69
12.00,1.00,5871,4,1.00,5872,1324,1133.83
12.02,1.00,5879,4,1.00,5880,1326,1132.96
12.04,1.00,5887,4,1.00,5888,1328,1132.09
12.06,1.00,5895,4,1.00,5896,1329,1131.21
12.08,1.00,5904,4,1.00,5904,1331,1130.33
12.10,1.00,5912,4,1.00,5912,1333,1129.46
12.12,1.00,5920,4,1.00,5920,1335,1128.60
12.14,1.00,5928,4,1.00,5928,1337,1127.73
12.16,1.00,5936,4,1.00,5937,1339,1126.86
12.18,1.00,5944,4,1.00,5945,1341,1125.99
12.20,1.00,5952,4,1.00,5953,1342,1125.10
12.22,1.00,5960,4,1.00,5961,1344,1124.23
12.24,1.00,5969,4,1.00,5969,1346,1123.36
12.26,1.00,5977,4,1.00,5977,1348,1122.48
12.28,1.00,5985,4,1.00,5985,1350,1121.61
12.30,1.00,5993,4,1.00,5994,1352,1120.74
12.32,1.00,6001,4,1.00,6002,1353,1119.86
12.34,1.00,6009,4,1.00,6010,1355,1118.71
12.36,1.00,6017,4,1.00,6018,1357,1117.38
12.38,1.00,6025,4,1.00,6025,1359,1115.84
12.40,1.00,6033,4,1.00,6033,1360,1114.15
12.42,1.00,6040,4,1.00,6041,1362,1112.33
12.44,1.00,6048,4,1.00,6048,1364,1110.35
12.46,1.00,6055,4,1.00,6056,1366,1108.23
12.48,1.00,6063,4,1.00,6063,1367,1106.02
12.50,1.00,6070,4,1.00,6071,1369,1103.69
12.52,1.00,6078,4,1.00,6078,1371,1101.26
12.54,1.00,6085,4,1.00,6085,1372,1098.76
12.56,1.00,6092,4,1.00,6093,1374,1096.17
12.58,1.00,6100,4,1.00,6100,1376,1093.53
12.60,1.00,6107,4,1.00,6108,1377,1090.81
12.62,1.00,6115,4,1.00,6115,1379,1088.04
12.64,1.00,6122,4,1.00,6122,1381,1085.21
12.66,1.00,6129,4,1.00,6130,1382,1082.34
12.68,1.00,6137,4,1.00,6137,1384,1079.44
12.70,1.00,6144,4,1.00,6145,1386,1076.51
12.72,1.00,6152,4,1.00,6152,1387,1073.55
12.74,1.00,6159,4,1.00,6160,1389,1070.57
12.76,1.00,6167,4,1.00,6167,1391,1067.57
12.78,1.00,6175,4,1.00,6175,1392,1064.56
12.80,1.00,6182,4,1.00,6183,1394,1061.51
12.82,1.00,6190,4,1.00,6190,1396,1058.46
12.84,1.00,6197,4,1.00,6198,1398,1055.42
12.86,1.00,6205,4,1.00,6206,1399,1052.35
12.88,1.00,6213,4,1.00,6213,1401,1049.29
12.90,1.00,6221,4,1.00,6221,1403,1046.23
12.92,1.00,6228,4,1.00,6229,1405,1043.16
12.94,1.00,6236,4,1.00,6237,1406,1040.10
12.96,1.00,6244,4,1.00,6244,1408,1037.04
12.98,1.00,6252,4,1.00,6252,1410,1033.98
13.00,1.00,6260,4,1.00,6260,1412,1030.93
13.02,1.00,6267,4,1.00,6268,1413,1027.87
13.04,1.00,6275,4,1.00,6276,1415,1024.83
13.06,1.00,6283,4,1.00,6284,1417,1021.78
13.08,1.00,6291,4,1.00,6292,1419,1018.75
13.10,1.00,6299,4,1.00,6300,1421,1015.72
13.12,1.00,6307,4,1.00,6308,1422,1012.69
13.14,1.00,6315,4,1.00,6316,1424,1009.68
13.16,1.00,6323,4,1.00,6324,1426,1006.67
13.18,1.00,6331,4,1.00,6332,1428,1003.66
13.20,1.00,6339,4,1.00,6340,1430,1000.66
13.22,1.00,6347,4,1.00,6348,1431,997.67
13.24,1.00,6355,4,1.00,6356,1433,994.68
13.26,1.00,6363,4,1.00,6364,1435,991.69
13.28,1.00,6371,4,1.00,6372,1437,988.72
13.30,1.00,6379,4,1.00,6380,1439,985.76
13.32,1.00,6388,4,1.00,6388,1440,982.79
13.34,1.00,6396,4,1.00,6396,1442,979.84
13.36,1.00,6404,4,1.00,6404,1444,976.88
13.38,1.00,6412,4,1.00,6412,1446,973.92
13.40,1.00,6420,4,1.00,6420,1448,970.97
13.42,1.00,6428,4,1.00,6429,1450,968.05
13.44,1.00,6436,4,1.00,6437,1451,965.12
13.46,1.00,6444,4,1.00,6445,1453,962.19
13.48,1.00,6452,4,1.00,6453,1455,959.25
13.50,1.00,6460,4,1.00,6461,1457,956.33
13.52,1.00,6469,4,1.00,6469,1459,953.40
13.54,1.00,6477,4,1.00,6477,1461,950.48
13.56,1.00,6485,4,1.00,6485,1462,947.58
13.58,1.00,6493,4,1.00,6494,1464,944.66
13.60,1.00,6501,4,1.00,6502,1466,941.76
13.62,1.00,6509,4,1.00,6510,1468,938.85
13.64,1.00,6517,4,1.00,6518,1470,935.94
13.66,1.00,6526,4,1.00,6526,1472,933.03
13.68,1.00,6534,4,1.00,6534,1473,930.13
13.70,1.00,6542,4,1.00,6542,1475,927.23
13.72,1.00,6550,4,1.00,6551,1477,924.33
13.74,1.00,6558,4,1.00,6559,1479,921.42
13.76,1.00,6566,4,1.00,6567,1481,918.54
13.78,1.00,6574,4,1.00,6575,1483,915.63
13.80,1.00,6583,4,1.00,6583,1484,912.73
13.82,1.00,6591,4,1.00,6591,1486,909.82
13.84,1.00,6599,4,1.00,6599,1488,906.95
13.86,1.00,6607,4,1.00,6608,1490,904.06
13.88,1.00,6615,4,1.00,6616,1492,901.17
13.90,1.00,6623,4,1.00,6624,1494,898.27
13.92,1.00,6631,4,1.00,6632,1495,895.36
13.94,1.00,6640,4,1.00,6640,1497,892.47
13.96,1.00,6648,4,1.00,6648,1499,889.57
13.98,1.00,6656,4,1.00,6656,1501,886.69
14.00,1.00,6664,4,1.00,6665,1503,883.79
14.02,1.00,6672,4,1.00,6673,1505,880.91
14.04,1.00,6680,4,1.00,6681,1506,878.01
14.06,1.00,6688,4,1.00,6689,1508,875.12
14.08,1.00,6697,4,1.00,6697,1510,872.22
14.10,1.00,6705,4,1.00,6705,1512,869.34
14.12,1.00,6713,4,1.00,6713,1514,866.45
14.14,1.00,6721,4,1.00,6721,1516,863.57
14.16,1.00,6729,4,1.00,6730,1518,860.68
14.18,1.00,6737,4,1.00,6738,1519,857.80
14.20,1.00,6745,4,1.00,6746,1521,854.90
14.22,1.00,6754,4,1.00,6754,1523,852.03
14.24,1.00,6762,4,1.00,6762,1525,849.13
14.26,1.00,6770,4,1.00,6770,1527,846.26
14.28,1.00,6778,4,1.00,6778,1529,843.37
14.30,1.00,6786,4,1.00,6787,1530,840.48
14.32,1.00,6794,4,1.00,6795,1532,837.59
14.34,1.00,6802,4,1.00,6803,1534,834.69
14.36,1.00,6810,4,1.00,6811,1536,831.80
14.38,1.00,6819,4,1.00,6819,1538,828.91
14.40,1.00,6827,4,1.00,6827,1540,826.02
14.42,1.00,6835,4,1.00,6835,1541,823.14
14.44,1.00,6843,4,1.00,6844,1543,820.24
14.46,1.00,6851,4,1.00,6852,1545,817.34
14.48,1.00,6859,4,1.00,6860,1547,814.45
14.50,1.00,6867,4,1.00,6868,1549,811.56
14.52,1.00,6876,4,1.00,6876,1551,808.66
14.54,1.00,6884,4,1.00,6884,1552,805.78
14.56,1.00,6892,4,1.00,6892,1554,802.89
14.58,1.00,6900,4,1.00,6900,1556,799.99
14.60,1.00,6908,4,1.00,6909,1558,797.11
14.62,1.00,6916,4,1.00,6917,1560,794.21
14.64,1.00,6924,4,1.00,6925,1562,791.32
14.66,1.00,6932,4,1.00,6933,1563,788.43
14.68,1.00,6941,4,1.00,6941,1565,785.52
14.70,1.00,6949,4,1.00,6949,1567,782.65
14.72,1.00,6957,4,1.00,6957,1569,779.75
14.74,1.00,6965,4,1.00,6966,1571,776.86
14.76,1.00,6973,4,1.00,6974,1573,773.98
14.78,1.00,6981,4,1.00,6982,1574,771.07
14.80,1.00,6989,4,1.00,6990,1576,768.17
14.82,1.00,6998,4,1.00,6998,1578,765.29
14.84,1.00,7006,4,1.00,7006,1580,762.42
14.86,1.00,7014,4,1.00,7014,1582,759.55
14.88,1.00,7022,4,1.00,7022,1584,756.71
14.90,1.00,7030,4,1.00,7031,1585,753.87
14.92,1.00,7038,4,1.00,7039,1587,751.05
14.94,1.00,7046,4,1.00,7047,1589,748.22
14.96,1.00,7055,4,1.00,7055,1591,745.42
14.98,1.00,7063,4,1.00,7063,1593,742.62
15.00,1.00,7071,4,1.00,7072,1595,739.83
15.02,1.00,7078,4,1.00,7079,1596,754.45
