Time_s,Distance_m,PosX,PosY,PosZ,Speed_Kmh,Accel_Long_G,Accel_Lat_G,Raw_Steer,Raw_Throttle,Raw_Brake,Clutch,Gear,RPM,Torque_Nm,Boost_Bar,Pitch,Roll,YawRate,Aero_DownN,Aero_DragN,FL_Load_N,FL_Travel_m,FL_DamperVel_ms,FL_Slip,FL_SlipDelta,FL_SlipAng_deg,FL_LatDelta,FL_WheelRPM,FL_LongForce_N,FL_LatForce_N,FL_ActBrakeTrq_Nm,FL_ABS_Active,FR_Load_N,FR_Travel_m,FR_DamperVel_ms,FR_Slip,FR_SlipDelta,FR_SlipAng_deg,FR_LatDelta,FR_WheelRPM,FR_LongForce_N,FR_LatForce_N,FR_ActBrakeTrq_Nm,FR_ABS_Active,RL_Load_N,RL_Travel_m,RL_DamperVel_ms,RL_Slip,RL_SlipDelta,RL_SlipAng_deg,RL_LatDelta,RL_WheelRPM,RL_LongForce_N,RL_LatForce_N,RL_ActBrakeTrq_Nm,RL_ABS_Active,RR_Load_N,RR_Travel_m,RR_DamperVel_ms,RR_Slip,RR_SlipDelta,RR_SlipAng_deg,RR_LatDelta,RR_WheelRPM,RR_LongForce_N,RR_LatForce_N,RR_ActBrakeTrq_Nm,RR_ABS_Active
0.120,2.3,-311.87,-7.45,-339.82,84.3,-0.17,0.14,0.00,1.00,0.00,1.00,2,5303,-62.6,0.20,0.14,1.15,15.53,475,247,3954,-0.0294,-0.245,0.000,-0.100,0.50,-6.66,705,-29,233,0,0,3423,-0.0477,-0.398,-0.001,-0.099,0.51,-6.65,692,-43,206,0,0,3039,-0.0365,-0.304,-0.028,-0.072,2.17,-4.99,685,-1140,988,0,0,2575,-0.0555,-0.463,-0.018,-0.082,2.21,-4.96,680,-626,869,0,0
0.240,5.2,-312.65,-7.45,-337.11,84.8,0.11,0.25,0.00,1.00,0.00,1.00,2,5775,213.1,1.32,-0.12,1.12,8.39,475,255,3333,-0.0350,-0.046,-0.001,-0.099,1.40,-5.76,705,-71,735,0,0,2431,-0.0521,-0.037,-0.003,-0.097,1.41,-5.75,697,-95,551,0,0,3683,-0.0315,0.041,0.053,-0.047,2.30,-4.86,744,2119,1234,0,0,2947,-0.0487,0.057,0.063,-0.037,2.32,-4.84,745,1949,976,0,0
0.360,8.0,-313.39,-7.45,-334.36,86.4,0.39,0.26,0.00,1.00,0.00,1.00,2,6238,316.1,1.95,-0.46,1.16,5.34,489,266,3074,-0.0433,-0.069,-0.002,-0.098,1.56,-5.60,717,-90,772,0,0,2254,-0.0619,-0.081,-0.002,-0.098,1.57,-5.59,712,-81,576,0,0,3910,-0.0220,0.080,0.117,0.017,2.12,-5.04,803,3402,941,0,0,3213,-0.0405,0.068,0.126,0.026,2.14,-5.02,805,2871,755,0,0
0.480,10.9,-314.12,-7.46,-331.53,88.3,0.47,0.23,0.00,0.00,0.00,1.00,2,6420,330.2,2.06,-0.70,1.12,4.40,509,277,3133,-0.0488,-0.045,-0.002,-0.098,1.50,-5.66,732,-96,761,0,0,2404,-0.0655,-0.030,-0.002,-0.098,1.51,-5.65,729,-86,593,0,0,4041,-0.0171,0.040,0.126,0.026,1.95,-5.21,826,3591,857,0,0,3397,-0.0345,0.050,0.133,0.033,1.96,-5.20,828,3079,707,0,0
0.600,13.9,-314.82,-7.46,-328.64,89.1,0.19,0.24,0.00,1.00,0.00,1.00,2,5644,25.3,0.72,-0.67,1.14,1.77,523,282,3629,-0.0467,0.018,0.000,-0.100,1.32,-5.84,738,-19,779,0,0,2825,-0.0639,0.013,0.000,-0.100,1.33,-5.84,737,-13,615,0,0,3586,-0.0178,-0.005,-0.001,-0.099,1.50,-5.66,712,-863,874,0,0,2899,-0.0350,-0.004,0.000,-0.100,1.51,-5.66,711,-659,716,0,0
0.720,16.9,-315.49,-7.45,-325.76,88.8,-0.07,0.19,0.00,1.00,0.00,1.00,2,5977,263.6,1.62,-0.24,1.06,1.03,520,273,3669,-0.0397,0.058,-0.001,-0.099,0.99,-6.17,735,-79,598,0,0,3118,-0.0549,0.075,-0.001,-0.099,0.99,-6.17,734,-71,513,0,0,3206,-0.0284,-0.089,0.031,-0.069,1.09,-6.07,775,1360,563,0,0,2785,-0.0436,-0.072,0.033,-0.067,1.09,-6.07,776,1242,492,0,0
0.840,19.9,-316.14,-7.46,-322.84,90.5,0.40,0.12,0.00,0.96,0.00,1.00,2,6531,309.2,2.00,-0.38,0.88,1.45,537,280,2897,-0.0461,-0.053,-0.002,-0.098,0.77,-6.39,750,-93,370,0,0,2650,-0.0567,-0.015,-0.002,-0.098,0.77,-6.39,749,-89,340,0,0,3650,-0.0280,0.003,0.119,0.019,0.92,-6.25,841,3321,382,0,0,3385,-0.0386,0.042,0.122,0.022,0.92,-6.24,841,3103,352,0,0
0.960,22.9,-316.79,-7.46,-319.86,92.5,0.48,0.10,0.00,1.00,0.00,1.00,2,6664,332.4,2.13,-0.71,0.79,1.33,558,292,2799,-0.0526,-0.054,-0.002,-0.098,0.65,-6.52,767,-92,301,0,0,2548,-0.0599,-0.027,-0.002,-0.098,0.65,-6.51,765,-89,275,0,0,3900,-0.0218,0.052,0.117,0.017,0.78,-6.38,858,3531,351,0,0,3741,-0.0296,0.075,0.119,0.019,0.78,-6.38,858,3406,335,0,0
1.080,26.0,-317.45,-7.46,-316.80,94.6,0.50,0.10,0.10,1.00,0.00,1.00,2,6822,336.3,2.18,-0.85,0.78,1.73,583,305,2766,-0.0562,-0.030,-0.001,-0.099,3.77,-3.39,782,-54,1178,0,0,2375,-0.0629,-0.025,0.000,-0.100,4.50,-2.66,781,-25,1169,0,0,3958,-0.0181,0.031,0.119,0.019,0.65,-6.51,878,3593,298,0,0,3646,-0.0247,0.041,0.121,0.021,0.66,-6.51,879,3337,273,0,0
1.200,29.2,-318.08,-7.46,-313.67,96.5,0.44,0.32,0.00,0.53,0.00,0.82,2,7203,214.6,1.87,-0.78,1.27,16.51,606,319,3393,-0.0486,0.063,-0.001,-0.099,0.25,-6.91,805,-41,204,0,0,2206,-0.0696,-0.056,-0.001,-0.099,0.25,-6.91,792,-100,160,0,0,4110,-0.0126,0.046,0.145,0.045,1.79,-5.37,928,3758,684,0,0,3069,-0.0335,-0.074,0.167,0.067,1.82,-5.34,930,2881,475,0,0
