Time_s,Distance_m,PosX,PosY,PosZ,Speed_Kmh,Accel_Long_G,Accel_Lat_G,Raw_Steer,Raw_Throttle,Raw_Brake,Clutch,Gear,RPM,Torque_Nm,Boost_Bar,Pitch,Roll,YawRate,Aero_DownN,Aero_DragN,FL_Load_N,FL_Travel_m,FL_DamperVel_ms,FL_Slip,FL_SlipDelta,FL_SlipAng_deg,FL_LatDelta,FL_WheelRPM,FL_LongForce_N,FL_LatForce_N,FL_ActBrakeTrq_Nm,FL_ABS_Active,FR_Load_N,FR_Travel_m,FR_DamperVel_ms,FR_Slip,FR_SlipDelta,FR_SlipAng_deg,FR_LatDelta,FR_WheelRPM,FR_LongForce_N,FR_LatForce_N,FR_ActBrakeTrq_Nm,FR_ABS_Active,RL_Load_N,RL_Travel_m,RL_DamperVel_ms,RL_Slip,RL_SlipDelta,RL_SlipAng_deg,RL_LatDelta,RL_WheelRPM,RL_LongForce_N,RL_LatForce_N,RL_ActBrakeTrq_Nm,RL_ABS_Active,RR_Load_N,RR_Travel_m,RR_DamperVel_ms,RR_Slip,RR_SlipDelta,RR_SlipAng_deg,RR_LatDelta,RR_WheelRPM,RR_LongForce_N,RR_LatForce_N,RR_ActBrakeTrq_Nm,RR_ABS_Active
0.120,1.8,366.44,-15.07,-33.33,66.1,-0.21,0.18,0.00,0.00,0.00,1.00,2,4121,-53.9,0.26,-4.33,0.68,2.87,290,154,4032,-0.0402,-0.335,-0.002,-0.098,1.03,-6.13,547,-71,682,0,0,3328,-0.0552,-0.460,-0.001,-0.099,1.03,-6.13,545,-29,568,0,0,3013,-0.0311,-0.259,-0.001,-0.099,1.43,-5.74,522,-927,705,0,0,2391,-0.0468,-0.390,0.002,-0.098,1.43,-5.73,521,-652,569,0,0
0.240,4.0,368.51,-14.92,-33.98,64.9,-0.28,0.37,0.35,0.00,0.00,1.00,2,4057,-53.5,0.21,-4.10,0.95,12.93,282,144,4598,-0.0298,0.087,0.004,-0.096,11.52,4.35,533,61,3931,0,0,2730,-0.0525,0.022,0.013,-0.087,14.17,7.01,522,117,2464,0,0,3438,-0.0337,-0.021,-0.005,-0.095,1.25,-5.91,515,-1207,658,0,0,1856,-0.0566,-0.081,0.010,-0.090,1.27,-5.89,512,-350,374,0,0
0.360,6.2,370.52,-14.76,-34.67,63.5,-0.30,0.47,0.00,0.00,0.00,1.00,2,3956,-52.8,0.20,-3.89,1.18,20.26,270,140,4071,-0.0236,0.052,0.001,-0.099,-0.05,-7.11,534,-3,-111,0,0,2923,-0.0587,-0.052,-0.002,-0.098,-0.05,-7.11,517,-81,-54,0,0,3180,-0.0300,0.030,-0.014,-0.086,2.86,-4.30,502,-1323,1286,0,0,2197,-0.0655,-0.074,0.014,-0.086,2.95,-4.21,498,-252,956,0,0
0.480,8.2,372.48,-14.61,-35.39,62.5,-0.24,0.25,0.00,0.00,0.00,1.00,2,3884,-52.3,0.20,-3.80,0.62,9.86,261,141,3835,-0.0307,-0.059,0.000,-0.100,1.33,-5.83,521,-24,790,0,0,3130,-0.0526,0.051,-0.001,-0.099,1.35,-5.81,513,-30,662,0,0,2933,-0.0387,-0.072,-0.009,-0.091,2.79,-4.38,492,-1088,1246,0,0,2332,-0.0606,0.040,0.005,-0.095,2.83,-4.33,490,-526,1031,0,0
0.600,10.3,374.40,-14.47,-36.14,61.5,-0.21,0.29,0.00,1.00,0.00,1.00,2,4015,188.4,1.09,-3.84,0.49,4.67,252,135,3830,-0.0324,-0.014,-0.001,-0.099,1.33,-5.83,511,-48,827,0,0,2971,-0.0526,0.000,-0.001,-0.099,1.34,-5.82,508,-46,655,0,0,3183,-0.0384,0.003,-0.036,-0.064,2.03,-5.13,515,-203,1055,0,0,2448,-0.0585,0.017,-0.030,-0.070,2.04,-5.12,515,59,827,0,0
0.720,12.4,376.30,-14.33,-36.92,62.4,0.22,0.21,0.00,1.00,0.00,1.00,2,4493,289.0,1.77,-4.22,0.34,3.22,256,135,3016,-0.0400,-0.063,-0.002,-0.098,1.03,-6.13,519,-87,517,0,0,2570,-0.0563,-0.031,-0.002,-0.098,1.04,-6.13,516,-82,446,0,0,3726,-0.0309,0.062,0.113,0.013,1.51,-5.65,578,3327,651,0,0,3252,-0.0480,0.088,0.120,0.020,1.52,-5.64,579,2961,554,0,0
0.840,14.5,378.25,-14.18,-37.75,64.2,0.43,0.15,0.00,1.00,0.00,1.00,2,4650,345.8,1.93,-4.67,0.14,1.97,268,142,2382,-0.0521,-0.101,-0.002,-0.098,0.81,-6.35,532,-74,326,0,0,2057,-0.0634,-0.060,-0.002,-0.098,0.82,-6.35,531,-74,284,0,0,3957,-0.0217,0.077,0.122,0.022,1.10,-6.06,599,3559,510,0,0,3622,-0.0333,0.122,0.127,0.027,1.11,-6.06,600,3299,460,0,0
0.960,16.7,380.23,-14.04,-38.62,66.0,0.42,0.11,0.00,0.55,0.00,1.00,2,4937,352.2,1.98,-4.63,0.01,1.27,283,148,2721,-0.0577,-0.046,-0.002,-0.098,0.60,-6.56,546,-83,276,0,0,2440,-0.0659,-0.021,-0.002,-0.098,0.60,-6.56,545,-80,249,0,0,3409,-0.0207,0.008,0.162,0.062,0.78,-6.38,638,3206,267,0,0,3179,-0.0289,0.037,0.165,0.065,0.78,-6.38,638,3005,247,0,0
1.080,18.9,382.27,-13.89,-39.53,67.7,0.40,0.08,0.00,0.81,0.00,1.00,2,4952,315.9,1.89,-4.55,-0.09,1.22,297,155,2787,-0.0581,-0.004,-0.002,-0.098,0.45,-6.71,560,-85,212,0,0,2585,-0.0642,0.015,-0.002,-0.098,0.45,-6.71,559,-83,197,0,0,3561,-0.0247,-0.034,0.136,0.036,0.62,-6.54,638,3314,237,0,0,3397,-0.0308,-0.015,0.139,0.039,0.62,-6.54,638,3177,224,0,0
1.200,21.2,384.35,-13.74,-40.47,69.4,0.42,0.07,0.10,0.55,0.00,1.00,2,5118,280.9,1.92,-4.56,-0.14,1.11,313,162,2864,-0.0578,0.003,-0.002,-0.098,0.34,-6.82,575,-89,162,0,0,2710,-0.0619,0.019,-0.002,-0.098,0.34,-6.82,574,-87,154,0,0,3663,-0.0244,0.003,0.144,0.044,0.48,-6.68,657,3439,176,0,0,3506,-0.0293,0.012,0.146,0.046,0.49,-6.68,658,3303,167,0,0
