Time_s,Distance_m,PosX,PosY,PosZ,Speed_Kmh,Accel_Long_G,Accel_Lat_G,Raw_Steer,Raw_Throttle,Raw_Brake,Clutch,Gear,RPM,Torque_Nm,Boost_Bar,Pitch,Roll,YawRate,Aero_DownN,Aero_DragN,FL_Load_N,FL_Travel_m,FL_DamperVel_ms,FL_Slip,FL_SlipDelta,FL_SlipAng_deg,FL_LatDelta,FL_WheelRPM,FL_LongForce_N,FL_LatForce_N,FL_ActBrakeTrq_Nm,FL_ABS_Active,FR_Load_N,FR_Travel_m,FR_DamperVel_ms,FR_Slip,FR_SlipDelta,FR_SlipAng_deg,FR_LatDelta,FR_WheelRPM,FR_LongForce_N,FR_LatForce_N,FR_ActBrakeTrq_Nm,FR_ABS_Active,RL_Load_N,RL_Travel_m,RL_DamperVel_ms,RL_Slip,RL_SlipDelta,RL_SlipAng_deg,RL_LatDelta,RL_WheelRPM,RL_LongForce_N,RL_LatForce_N,RL_ActBrakeTrq_Nm,RL_ABS_Active,RR_Load_N,RR_Travel_m,RR_DamperVel_ms,RR_Slip,RR_SlipDelta,RR_SlipAng_deg,RR_LatDelta,RR_WheelRPM,RR_LongForce_N,RR_LatForce_N,RR_ActBrakeTrq_Nm,RR_ABS_Active
0.120,3.2,213.48,-23.14,-15.14,117.3,0.48,0.00,0.00,1.00,0.00,1.00,3,5531,379.9,2.20,0.42,-0.77,0.08,431,457,5011,0.0647,0.539,-0.002,-0.098,-0.08,-7.09,971,-129,-62,0,0,5035,0.0660,0.550,-0.002,-0.098,-0.08,-7.09,971,-129,-62,0,0,5561,0.0912,0.760,0.056,-0.044,-0.07,-7.09,1028,3605,-58,0,0,5681,0.0924,0.770,0.056,-0.044,-0.07,-7.09,1028,3671,-59,0,0
0.240,7.2,209.53,-23.21,-14.96,119.7,0.57,0.00,0.00,0.00,0.00,1.00,3,5663,376.7,2.20,0.40,-0.76,0.06,446,476,4890,0.0631,-0.013,-0.002,-0.098,-0.07,-7.09,991,-128,-57,0,0,4928,0.0641,-0.016,-0.002,-0.098,-0.07,-7.09,991,-129,-57,0,0,5334,0.0903,-0.007,0.059,-0.041,-0.07,-7.09,1053,3609,-53,0,0,5372,0.0913,-0.009,0.059,-0.041,-0.07,-7.09,1053,3632,-53,0,0
0.360,11.2,205.51,-23.28,-14.78,120.9,0.27,0.00,0.00,0.00,0.00,1.00,3,5311,-62.7,0.64,0.45,-0.76,0.06,443,485,5658,0.0671,0.033,-0.003,-0.097,-0.08,-7.09,1000,-209,-49,0,0,5688,0.0685,0.037,-0.001,-0.099,-0.08,-7.09,1001,-74,-68,0,0,4871,0.0855,-0.040,-0.007,-0.093,-0.07,-7.09,994,-530,-55,0,0,2534,0.0858,-0.046,0.001,-0.099,-0.06,-7.10,993,-181,-29,0,0
0.480,15.2,201.50,-23.34,-14.60,120.2,-0.15,0.00,0.00,0.00,0.00,1.00,3,5281,-62.5,0.24,0.71,-0.74,0.00,396,478,5662,0.0739,0.057,-0.001,-0.099,-0.07,-7.09,995,-74,-64,0,0,5701,0.0750,0.054,-0.001,-0.099,-0.07,-7.09,995,-75,-65,0,0,4718,0.0794,-0.051,-0.007,-0.093,-0.07,-7.09,989,-527,-53,0,0,4753,0.0804,-0.044,-0.007,-0.093,-0.07,-7.09,989,-529,-53,0,0
0.600,19.2,197.51,-23.39,-14.43,119.5,-0.18,-0.35,-0.31,0.00,0.00,1.00,3,5252,-62.3,0.20,0.86,-1.23,-18.32,371,472,4954,0.0709,-0.025,0.003,-0.097,-9.83,2.67,971,65,-4162,0,0,7099,0.0837,0.073,-0.002,-0.098,-7.92,0.76,986,-94,-5419,0,0,3710,0.0676,-0.098,-0.003,-0.097,-0.64,-6.52,980,-171,-340,0,0,5510,0.0803,-0.001,-0.011,-0.089,-0.64,-6.53,986,-866,-484,0,0
0.720,23.2,193.55,-23.44,-14.36,118.5,-0.18,-0.72,0.00,1.00,0.00,1.00,3,5282,92.6,0.39,0.74,-2.01,-25.27,357,465,4938,0.0632,-0.064,-0.001,-0.099,-1.31,-5.85,971,-88,-916,0,0,6406,0.0973,0.113,-0.001,-0.099,-1.28,-5.88,991,-70,-1140,0,0,4312,0.0572,-0.087,0.016,-0.084,-3.28,-3.88,988,732,-2034,0,0,5651,0.0911,0.090,-0.002,-0.098,-3.21,-3.95,991,-201,-2577,0,0
0.840,27.1,189.59,-23.48,-14.38,118.9,0.13,-0.71,0.00,1.00,0.00,1.00,3,5424,274.6,1.62,0.52,-2.09,-11.45,373,468,4331,0.0576,-0.046,-0.002,-0.098,-2.30,-4.86,979,-97,-1528,0,0,6071,0.0928,-0.037,-0.001,-0.099,-2.28,-4.88,988,-105,-2064,0,0,4339,0.0600,0.024,0.036,-0.064,-3.19,-3.97,1016,1730,-1984,0,0,5812,0.0952,0.034,0.026,-0.074,-3.17,-4.00,1016,1713,-2616,0,0
0.960,31.1,185.61,-23.52,-14.50,120.1,0.30,-0.69,0.00,1.00,0.00,1.00,3,5510,349.9,2.04,0.25,-2.09,-5.11,406,477,4448,0.0537,-0.032,-0.002,-0.098,-2.02,-5.14,991,-104,-1405,0,0,6028,0.0897,-0.026,-0.001,-0.099,-2.01,-5.15,996,-119,-1849,0,0,4586,0.0633,0.027,0.039,-0.061,-2.42,-4.74,1033,2125,-1639,0,0,5868,0.0985,0.027,0.035,-0.065,-2.41,-4.76,1032,2380,-2067,0,0
1.080,35.2,181.59,-23.56,-14.69,121.3,0.30,0.02,0.40,1.00,0.00,1.00,3,5561,370.5,2.15,0.08,-1.02,26.04,430,488,6130,0.0646,0.091,-0.002,-0.098,7.64,0.48,1005,-96,4679,0,0,4140,0.0738,-0.133,0.002,-0.098,9.80,2.64,984,42,3518,0,0,6088,0.0805,0.143,0.026,-0.074,-0.40,-6.76,1042,2175,-505,0,0,4471,0.0896,-0.074,0.045,-0.055,-0.41,-6.76,1041,2570,-374,0,0
1.200,39.2,177.52,-23.59,-14.82,122.4,0.28,0.60,0.00,1.00,0.00,1.00,3,5663,374.2,2.19,0.11,0.24,31.71,434,497,6141,0.0809,0.136,-0.001,-0.099,0.96,-6.20,1026,-106,764,0,0,4601,0.0566,-0.143,-0.002,-0.098,0.99,-6.17,1000,-122,598,0,0,5835,0.0965,0.134,0.033,-0.067,3.31,-3.86,1062,2099,2624,0,0,4551,0.0722,-0.146,0.058,-0.042,3.39,-3.77,1060,2605,2012,0,0
