Time_s,Distance_m,PosX,PosY,PosZ,Speed_Kmh,Accel_Long_G,Accel_Lat_G,Raw_Steer,Raw_Throttle,Raw_Brake,Clutch,Gear,RPM,Torque_Nm,Boost_Bar,Pitch,Roll,YawRate,Aero_DownN,Aero_DragN,FL_Load_N,FL_Travel_m,FL_DamperVel_ms,FL_Slip,FL_SlipDelta,FL_SlipAng_deg,FL_LatDelta,FL_WheelRPM,FL_LongForce_N,FL_LatForce_N,FL_ActBrakeTrq_Nm,FL_ABS_Active,FR_Load_N,FR_Travel_m,FR_DamperVel_ms,FR_Slip,FR_SlipDelta,FR_SlipAng_deg,FR_LatDelta,FR_WheelRPM,FR_LongForce_N,FR_LatForce_N,FR_ActBrakeTrq_Nm,FR_ABS_Active,RL_Load_N,RL_Travel_m,RL_DamperVel_ms,RL_Slip,RL_SlipDelta,RL_SlipAng_deg,RL_LatDelta,RL_WheelRPM,RL_LongForce_N,RL_LatForce_N,RL_ActBrakeTrq_Nm,RL_ABS_Active,RR_Load_N,RR_Travel_m,RR_DamperVel_ms,RR_Slip,RR_SlipDelta,RR_SlipAng_deg,RR_LatDelta,RR_WheelRPM,RR_LongForce_N,RR_LatForce_N,RR_ActBrakeTrq_Nm,RR_ABS_Active
2.020,0.0,612.95,0.01,76.04,0.0,0.00,0.00,0.02,1.00,0.00,0.00,0,835,0.0,0.26,0.00,0.00,-0.04,0,0,4554,0.0000,-0.001,0.001,-0.099,0.02,-7.14,0,41,30,0,0,4558,0.0000,0.002,-0.001,-0.099,0.02,-7.14,0,-38,29,0,0,3684,0.0000,0.000,0.001,-0.099,-0.21,-6.95,0,17,11,0,0,3688,0.0000,0.002,-0.001,-0.099,-0.21,-6.95,0,-31,-16,0,0
2.040,0.0,612.95,0.01,76.04,0.0,0.00,0.00,0.02,1.00,0.00,0.00,0,894,159.2,0.53,0.00,0.00,0.04,0,0,4554,0.0000,0.000,-0.001,-0.099,-0.20,-6.96,0,37,19,0,0,4554,0.0000,-0.002,0.001,-0.099,-0.20,-6.96,0,-31,19,0,0,3686,0.0000,0.001,-0.001,-0.099,-0.03,-7.13,0,17,3,0,0,3687,0.0000,-0.001,0.001,-0.099,-0.03,-7.13,0,-26,-22,0,0
2.060,0.0,612.95,0.01,76.04,0.0,0.00,0.00,0.02,1.00,0.00,0.00,0,1056,301.7,0.83,0.00,0.00,0.07,0,0,4554,0.0000,0.000,-0.002,-0.098,-0.28,-6.89,0,13,-2,0,0,4553,0.0000,-0.001,0.002,-0.098,-0.28,-6.88,0,-1,-3,0,0,3687,0.0000,0.001,-0.002,-0.098,0.11,-7.05,0,-1,8,0,0,3686,0.0000,-0.001,0.002,-0.098,0.11,-7.05,0,0,-15,0,0
2.080,0.0,612.95,0.01,76.04,0.0,0.00,0.00,0.02,1.00,0.00,0.00,0,1293,394.8,1.10,0.00,0.00,0.05,0,0,4554,0.0000,0.000,-0.001,-0.099,-0.17,-7.00,0,-13,-21,0,0,4552,0.0000,0.000,0.001,-0.099,-0.17,-6.99,0,25,-22,0,0,3687,0.0000,0.000,-0.001,-0.099,0.11,-7.06,0,-20,16,0,0,3685,0.0000,0.000,0.001,-0.099,0.10,-7.06,0,21,-5,0,0
2.100,0.0,612.95,0.01,76.04,0.0,0.00,0.00,0.02,1.00,0.00,0.00,0,1583,451.3,1.17,0.00,0.00,-0.01,0,0,4553,0.0000,0.000,0.000,-0.100,0.04,-7.12,0,-19,-24,0,0,4552,0.0000,0.000,0.000,-0.100,0.04,-7.12,0,26,-25,0,0,3687,0.0000,0.000,0.000,-0.100,-0.01,-7.15,0,-24,17,0,0,3685,0.0000,0.000,0.000,-0.100,-0.01,-7.15,0,22,-2,0,0
2.120,0.0,612.95,0.01,76.04,0.0,0.00,0.00,0.02,1.00,0.00,0.00,0,1914,518.5,1.24,0.00,0.00,-0.05,0,0,4553,0.0000,0.000,0.001,-0.099,0.19,-6.97,0,-5,-12,0,0,4552,0.0000,0.000,-0.002,-0.098,0.19,-6.97,0,5,-13,0,0,3687,0.0000,0.000,0.001,-0.099,-0.11,-7.05,0,-11,10,0,0,3686,0.0000,0.000,-0.002,-0.098,-0.11,-7.05,0,5,-7,0,0
2.140,0.0,612.95,0.01,76.04,0.0,0.00,0.00,0.02,1.00,0.00,0.00,0,2297,602.5,1.33,0.00,0.00,-0.05,0,0,4553,0.0000,0.000,0.002,-0.098,0.19,-6.97,0,17,5,0,0,4553,0.0000,0.000,-0.001,-0.099,0.19,-6.97,0,-18,5,0,0,3686,0.0000,0.000,0.001,-0.099,-0.09,-7.07,0,8,2,0,0,3686,0.0000,0.000,-0.001,-0.099,-0.09,-7.07,0,-14,-14,0,0
2.160,0.0,612.95,0.01,76.04,0.0,0.00,0.00,0.02,1.00,0.00,0.00,0,2743,693.6,1.44,0.00,0.00,0.00,0,0,4553,0.0000,0.000,0.000,-0.100,0.07,-7.10,0,27,15,0,0,4553,0.0000,0.000,0.000,-0.100,0.07,-7.10,0,-24,15,0,0,3686,0.0000,0.000,0.000,-0.100,0.03,-7.14,0,17,-1,0,0,3686,0.0000,0.000,0.000,-0.100,0.03,-7.14,0,-20,-15,0,0
2.180,0.0,612.95,0.01,76.04,0.0,0.01,0.00,0.02,1.00,0.00,0.05,1,3235,783.3,1.55,0.00,0.00,0.03,0,0,4553,0.0000,0.000,0.056,-0.044,-0.07,-7.09,1,133,13,0,0,4554,0.0000,0.000,0.065,-0.035,-0.07,-7.09,1,144,13,0,0,3685,0.0000,0.000,0.134,0.034,0.11,-7.05,2,362,5,0,0,3686,0.0000,0.000,0.137,0.037,0.11,-7.05,2,360,-8,0,0
2.200,0.0,612.95,0.01,76.04,0.1,0.17,0.00,0.02,1.00,0.00,0.15,1,3699,865.4,1.66,-0.01,0.00,0.03,0,0,4553,0.0000,0.000,0.085,-0.015,-0.13,-7.03,2,658,4,0,0,4554,0.0000,0.000,0.083,-0.017,-0.15,-7.02,2,650,3,0,0,3686,0.0000,0.001,0.155,0.055,-0.02,-7.14,3,1618,8,0,0,3687,0.0000,0.001,0.157,0.057,0.05,-7.11,3,1629,-1,0,0
